# event_ticker=KXATPMATCH-26FEB11KOPBER
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Vit Kopriva
# fav_player=Matteo Berrettini
# dog_player=Vit Kopriva
# kalshi_date=2026-02-11
timestamp,Matteo Berrettini,Vit Kopriva
2026-02-11T21:36:00Z,29.60,72.64
2026-02-11T21:37:00Z,18.08,81.59
2026-02-11T21:38:00Z,9.44,90.59
2026-02-11T21:39:00Z,3.96,95.94
2026-02-11T21:40:00Z,1.22,98.92
2026-02-11T21:41:00Z,2.55,97.88
2026-02-11T21:42:00Z,1.65,98.61
2026-02-11T21:43:00Z,1.65,99.00
2026-02-11T21:44:00Z,1.65,99.00
2026-02-11T21:45:00Z,1.65,99.00
2026-02-11T21:46:00Z,1.65,99.00
2026-02-11T21:47:00Z,1.65,99.00
2026-02-11T21:48:00Z,1.65,99.00
2026-02-11T21:49:00Z,1.65,99.00
2026-02-11T21:50:00Z,1.65,99.00
2026-02-11T21:51:00Z,1.65,99.00
2026-02-11T21:52:00Z,1.65,99.00
