# event_ticker=KXATPCHALLENGERMATCH-26MAR24GULCAR
# final_score=7-5 6-1
# match_winner=Pablo Carreno Busta
# fav_player=Pablo Carreno Busta
# dog_player=Svyatoslav Gulin
# kalshi_date=2026-03-24
timestamp,Pablo Carreno Busta,Svyatoslav Gulin
2026-03-24T16:23:00Z,85.39,20.00
2026-03-24T16:24:00Z,88.50,13.53
2026-03-24T16:25:00Z,90.56,11.60
2026-03-24T16:26:00Z,90.84,8.22
2026-03-24T16:27:00Z,87.75,12.70
2026-03-24T16:28:00Z,90.21,9.98
2026-03-24T16:29:00Z,88.57,12.60
2026-03-24T16:30:00Z,88.00,15.54
2026-03-24T16:31:00Z,88.00,16.00
2026-03-24T16:32:00Z,85.93,17.48
2026-03-24T16:33:00Z,81.12,18.68
2026-03-24T16:35:00Z,85.00,19.76
2026-03-24T16:36:00Z,84.80,20.80
2026-03-24T16:37:00Z,75.42,24.96
2026-03-24T16:38:00Z,72.62,24.80
2026-03-24T16:39:00Z,77.85,28.88
2026-03-24T16:40:00Z,71.00,30.06
2026-03-24T16:41:00Z,70.27,33.63
2026-03-24T16:42:00Z,77.96,29.38
2026-03-24T16:43:00Z,71.20,28.04
2026-03-24T16:44:00Z,72.00,29.80
2026-03-24T16:45:00Z,71.00,31.07
2026-03-24T16:46:00Z,69.86,30.39
2026-03-24T16:47:00Z,71.96,31.34
2026-03-24T16:48:00Z,73.96,27.88
2026-03-24T16:49:00Z,69.43,33.33
2026-03-24T16:50:00Z,75.84,25.12
2026-03-24T16:51:00Z,82.51,16.74
2026-03-24T16:52:00Z,86.07,13.78
2026-03-24T16:53:00Z,86.97,12.00
2026-03-24T16:54:00Z,86.00,12.31
2026-03-24T16:55:00Z,81.00,21.28
2026-03-24T16:56:00Z,68.39,28.20
2026-03-24T16:57:00Z,68.76,32.49
2026-03-24T16:58:00Z,66.70,30.25
2026-03-24T16:59:00Z,65.00,39.80
2026-03-24T17:00:00Z,59.00,41.41
2026-03-24T17:01:00Z,65.15,35.54
2026-03-24T17:02:00Z,74.34,35.12
2026-03-24T17:03:00Z,66.80,36.38
2026-03-24T17:04:00Z,70.57,29.54
2026-03-24T17:05:00Z,82.66,17.53
2026-03-24T17:06:00Z,87.00,12.44
2026-03-24T17:07:00Z,88.20,11.69
2026-03-24T17:08:00Z,89.00,11.00
2026-03-24T17:09:00Z,88.02,10.07
2026-03-24T17:10:00Z,88.02,13.59
2026-03-24T17:11:00Z,88.00,20.24
2026-03-24T17:12:00Z,88.74,9.83
2026-03-24T17:13:00Z,93.58,8.25
2026-03-24T17:14:00Z,93.03,5.49
2026-03-24T17:15:00Z,96.00,4.96
2026-03-24T17:16:00Z,95.08,4.90
2026-03-24T17:17:00Z,95.00,5.22
2026-03-24T17:18:00Z,95.29,3.54
2026-03-24T17:19:00Z,95.01,5.27
2026-03-24T17:20:00Z,94.00,5.94
2026-03-24T17:21:00Z,93.27,5.92
2026-03-24T17:22:00Z,93.27,4.81
2026-03-24T17:23:00Z,95.92,4.86
2026-03-24T17:24:00Z,95.05,5.33
2026-03-24T17:25:00Z,95.47,4.27
2026-03-24T17:26:00Z,95.29,4.92
2026-03-24T17:27:00Z,96.50,3.03
2026-03-24T17:28:00Z,97.84,2.40
2026-03-24T17:29:00Z,97.31,3.06
2026-03-24T17:30:00Z,98.00,2.00
2026-03-24T17:31:00Z,98.00,2.06
2026-03-24T17:32:00Z,98.00,2.34
2026-03-24T17:33:00Z,98.99,1.17
2026-03-24T17:34:00Z,97.00,3.15
2026-03-24T17:35:00Z,97.69,1.22
2026-03-24T17:36:00Z,99.00,1.66
2026-03-24T17:37:00Z,96.07,2.43
2026-03-24T17:38:00Z,98.81,3.29
2026-03-24T17:39:00Z,97.86,2.10
2026-03-24T17:40:00Z,97.00,2.99
2026-03-24T17:41:00Z,98.43,1.77
2026-03-24T17:42:00Z,99.00,1.60
2026-03-24T17:43:00Z,97.84,3.42
2026-03-24T17:44:00Z,98.88,1.75
2026-03-24T17:45:00Z,98.88,1.76
2026-03-24T17:46:00Z,98.88,1.31
2026-03-24T17:47:00Z,99.00,1.00
2026-03-24T17:48:00Z,99.00,1.00
2026-03-24T17:49:00Z,99.00,1.00
2026-03-24T17:50:00Z,99.00,1.00
2026-03-24T17:51:00Z,99.00,1.00
2026-03-24T17:52:00Z,99.00,1.00
2026-03-24T17:54:00Z,99.00,1.00
2026-03-24T17:55:00Z,99.00,1.00
2026-03-24T17:56:00Z,99.00,1.00
2026-03-24T17:57:00Z,99.00,1.00
