# event_ticker=KXATPCHALLENGERMATCH-26MAR19COPNEG
# final_score=7-5 6-4
# match_winner=Kimmer Coppejans
# fav_player=Kimmer Coppejans
# dog_player=Christoph Negritu
# kalshi_date=2026-03-19
timestamp,Kimmer Coppejans,Christoph Negritu
2026-03-19T10:12:00Z,74.03,26.98
2026-03-19T10:13:00Z,74.03,32.42
2026-03-19T10:14:00Z,68.00,32.16
2026-03-19T10:15:00Z,71.00,30.32
2026-03-19T10:16:00Z,71.00,28.06
2026-03-19T10:17:00Z,74.00,28.83
2026-03-19T10:18:00Z,70.00,31.19
2026-03-19T10:19:00Z,70.00,29.85
2026-03-19T10:20:00Z,69.93,32.84
2026-03-19T10:21:00Z,66.14,35.04
2026-03-19T10:22:00Z,61.56,37.70
2026-03-19T10:23:00Z,61.45,45.51
2026-03-19T10:24:00Z,65.18,39.77
2026-03-19T10:25:00Z,67.92,34.83
2026-03-19T10:26:00Z,67.92,39.31
2026-03-19T10:27:00Z,70.00,32.45
2026-03-19T10:28:00Z,69.00,34.35
2026-03-19T10:29:00Z,69.00,33.69
2026-03-19T10:30:00Z,67.00,32.59
2026-03-19T10:31:00Z,67.72,35.84
2026-03-19T10:32:00Z,63.75,36.84
2026-03-19T10:33:00Z,66.20,37.95
2026-03-19T10:34:00Z,68.19,32.61
2026-03-19T10:35:00Z,71.00,32.00
2026-03-19T10:36:00Z,73.00,25.96
2026-03-19T10:37:00Z,73.00,34.00
2026-03-19T10:38:00Z,70.66,34.78
2026-03-19T10:39:00Z,65.00,35.17
2026-03-19T10:40:00Z,65.00,37.00
2026-03-19T10:41:00Z,67.01,34.17
2026-03-19T10:42:00Z,69.00,32.00
2026-03-19T10:43:00Z,69.00,32.35
2026-03-19T10:44:00Z,70.59,29.00
2026-03-19T10:45:00Z,72.73,24.68
2026-03-19T10:46:00Z,72.73,30.00
2026-03-19T10:47:00Z,65.67,36.00
2026-03-19T10:48:00Z,65.52,35.91
2026-03-19T10:49:00Z,63.43,40.89
2026-03-19T10:50:00Z,66.97,37.21
2026-03-19T10:51:00Z,70.12,33.32
2026-03-19T10:52:00Z,72.63,28.21
2026-03-19T10:53:00Z,80.81,15.88
2026-03-19T10:54:00Z,87.00,14.25
2026-03-19T10:55:00Z,84.28,16.27
2026-03-19T10:56:00Z,80.28,21.29
2026-03-19T10:57:00Z,80.61,20.52
2026-03-19T10:58:00Z,84.80,16.36
2026-03-19T10:59:00Z,88.00,11.79
2026-03-19T11:00:00Z,87.95,12.63
2026-03-19T11:01:00Z,87.08,13.01
2026-03-19T11:02:00Z,87.00,13.41
2026-03-19T11:03:00Z,87.00,13.02
2026-03-19T11:04:00Z,87.14,10.78
2026-03-19T11:05:00Z,93.34,5.95
2026-03-19T11:06:00Z,91.83,7.96
2026-03-19T11:07:00Z,93.06,6.12
2026-03-19T11:08:00Z,94.12,6.25
2026-03-19T11:09:00Z,95.00,9.18
2026-03-19T11:10:00Z,90.97,9.46
2026-03-19T11:11:00Z,92.00,10.42
2026-03-19T11:12:00Z,91.70,8.03
2026-03-19T11:13:00Z,91.10,8.52
2026-03-19T11:14:00Z,94.06,8.06
2026-03-19T11:15:00Z,94.00,6.56
2026-03-19T11:16:00Z,91.71,7.73
2026-03-19T11:17:00Z,95.03,6.81
2026-03-19T11:18:00Z,95.29,4.78
2026-03-19T11:19:00Z,92.96,6.62
2026-03-19T11:20:00Z,94.81,7.00
2026-03-19T11:21:00Z,93.93,6.76
2026-03-19T11:22:00Z,94.59,8.67
2026-03-19T11:23:00Z,96.72,2.96
2026-03-19T11:24:00Z,95.73,3.99
2026-03-19T11:25:00Z,93.11,7.27
2026-03-19T11:26:00Z,91.51,10.54
2026-03-19T11:27:00Z,89.90,10.66
2026-03-19T11:28:00Z,90.86,12.67
2026-03-19T11:29:00Z,95.18,7.00
2026-03-19T11:30:00Z,95.31,5.58
2026-03-19T11:31:00Z,93.08,4.46
2026-03-19T11:32:00Z,94.00,7.44
2026-03-19T11:33:00Z,92.95,8.00
2026-03-19T11:34:00Z,92.39,6.89
2026-03-19T11:35:00Z,94.37,7.00
2026-03-19T11:36:00Z,86.27,14.06
2026-03-19T11:37:00Z,86.21,15.53
2026-03-19T11:38:00Z,92.83,5.49
2026-03-19T11:39:00Z,92.00,8.44
2026-03-19T11:40:00Z,89.01,12.03
2026-03-19T11:41:00Z,94.00,12.68
2026-03-19T11:42:00Z,84.72,10.33
2026-03-19T11:43:00Z,84.95,18.85
2026-03-19T11:44:00Z,80.25,21.48
2026-03-19T11:45:00Z,76.58,24.33
2026-03-19T11:46:00Z,74.74,24.92
2026-03-19T11:47:00Z,73.99,27.47
2026-03-19T11:48:00Z,71.57,28.99
2026-03-19T11:49:00Z,75.96,25.78
2026-03-19T11:50:00Z,80.43,19.80
2026-03-19T11:51:00Z,86.40,19.31
2026-03-19T11:52:00Z,84.32,16.81
2026-03-19T11:53:00Z,85.64,16.98
2026-03-19T11:54:00Z,85.25,14.66
2026-03-19T11:55:00Z,96.39,13.78
2026-03-19T11:56:00Z,95.99,5.00
2026-03-19T11:57:00Z,96.93,4.04
2026-03-19T11:58:00Z,98.03,3.56
2026-03-19T11:59:00Z,95.99,3.24
2026-03-19T12:00:00Z,98.58,1.21
2026-03-19T12:01:00Z,99.00,1.21
2026-03-19T12:02:00Z,99.00,1.21
