# event_ticker=KXATPMATCH-26MAR18WALBAE
# final_score=6-2 6-2
# match_winner=Adam Walton
# fav_player=Adam Walton
# dog_player=Sebastian Baez
# kalshi_date=2026-03-18
timestamp,Adam Walton,Sebastian Baez
2026-03-20T19:27:00Z,44.00,58.00
2026-03-20T19:37:00Z,44.00,57.00
2026-03-20T19:44:00Z,44.00,57.77
2026-03-20T19:49:00Z,44.00,58.00
2026-03-20T20:10:00Z,44.00,58.00
2026-03-20T20:21:00Z,44.00,58.00
2026-03-20T20:30:00Z,44.00,58.00
2026-03-20T20:33:00Z,44.00,58.00
2026-03-20T20:34:00Z,44.00,58.00
2026-03-20T20:38:00Z,44.00,58.00
2026-03-20T20:50:00Z,44.00,58.00
2026-03-20T20:51:00Z,43.00,58.00
2026-03-20T20:52:00Z,44.00,58.00
2026-03-20T20:55:00Z,44.00,58.00
2026-03-20T20:56:00Z,44.00,58.00
2026-03-20T20:57:00Z,44.00,58.00
2026-03-20T21:00:00Z,44.00,58.00
2026-03-20T21:01:00Z,44.00,58.00
2026-03-20T21:02:00Z,44.00,58.00
2026-03-20T21:04:00Z,44.00,58.00
2026-03-20T21:05:00Z,44.00,58.00
2026-03-20T21:08:00Z,44.00,58.00
2026-03-20T21:17:00Z,44.00,58.00
2026-03-20T21:18:00Z,44.00,58.00
2026-03-20T21:21:00Z,44.00,58.00
2026-03-20T21:22:00Z,44.00,58.00
2026-03-20T21:24:00Z,43.00,58.00
2026-03-20T21:25:00Z,44.00,58.00
2026-03-20T21:26:00Z,44.00,58.00
2026-03-20T21:27:00Z,44.00,58.00
2026-03-20T21:28:00Z,44.00,58.00
2026-03-20T21:29:00Z,43.10,61.68
2026-03-20T21:30:00Z,38.59,60.00
2026-03-20T21:31:00Z,41.23,59.31
2026-03-20T21:32:00Z,39.00,62.00
2026-03-20T21:33:00Z,38.00,61.64
2026-03-20T21:34:00Z,41.02,61.64
2026-03-20T21:35:00Z,45.00,58.00
2026-03-20T21:36:00Z,44.53,57.79
2026-03-20T21:37:00Z,53.61,45.85
2026-03-20T21:38:00Z,60.19,47.23
2026-03-20T21:39:00Z,55.52,40.13
2026-03-20T21:40:00Z,60.00,40.00
2026-03-20T21:41:00Z,60.07,41.00
2026-03-20T21:42:00Z,64.80,36.40
2026-03-20T21:43:00Z,64.88,37.00
2026-03-20T21:44:00Z,63.44,35.67
2026-03-20T21:45:00Z,68.00,29.25
2026-03-20T21:46:00Z,72.77,29.07
2026-03-20T21:47:00Z,74.00,26.83
2026-03-20T21:48:00Z,74.00,27.08
2026-03-20T21:49:00Z,73.00,28.00
2026-03-20T21:50:00Z,75.00,27.95
2026-03-20T21:51:00Z,74.01,26.06
2026-03-20T21:52:00Z,73.00,28.90
2026-03-20T21:53:00Z,71.00,31.00
2026-03-20T21:54:00Z,71.86,27.01
2026-03-20T21:55:00Z,66.50,29.87
2026-03-20T21:56:00Z,66.00,34.04
2026-03-20T21:57:00Z,67.12,31.00
2026-03-20T21:58:00Z,70.00,31.00
2026-03-20T21:59:00Z,76.00,26.00
2026-03-20T22:00:00Z,76.00,25.58
2026-03-20T22:01:00Z,76.00,24.00
2026-03-20T22:02:00Z,77.67,23.00
2026-03-20T22:03:00Z,77.67,23.00
2026-03-20T22:04:00Z,77.20,23.00
2026-03-20T22:05:00Z,78.00,23.00
2026-03-20T22:06:00Z,78.00,23.00
2026-03-20T22:07:00Z,78.00,23.00
2026-03-20T22:08:00Z,77.00,25.11
2026-03-20T22:09:00Z,75.00,27.63
2026-03-20T22:10:00Z,74.74,24.65
2026-03-20T22:11:00Z,75.72,26.00
2026-03-20T22:12:00Z,71.89,29.05
2026-03-20T22:13:00Z,70.67,27.04
2026-03-20T22:14:00Z,72.14,30.58
2026-03-20T22:15:00Z,81.76,21.09
2026-03-20T22:16:00Z,88.54,11.44
2026-03-20T22:17:00Z,90.98,10.00
2026-03-20T22:18:00Z,89.10,9.59
2026-03-20T22:19:00Z,92.80,8.04
2026-03-20T22:20:00Z,91.30,9.43
2026-03-20T22:21:00Z,93.58,6.71
2026-03-20T22:22:00Z,95.65,4.82
2026-03-20T22:23:00Z,97.51,3.09
2026-03-20T22:24:00Z,97.90,2.70
2026-03-20T22:25:00Z,99.00,1.10
2026-03-20T22:26:00Z,98.46,2.18
2026-03-20T22:27:00Z,98.73,1.08
2026-03-20T22:28:00Z,98.00,2.00
2026-03-20T22:29:00Z,98.97,1.94
2026-03-20T22:30:00Z,98.00,1.00
2026-03-20T22:31:00Z,98.45,1.00
2026-03-20T22:32:00Z,98.00,1.00
2026-03-20T22:33:00Z,98.00,1.00
2026-03-20T22:34:00Z,99.00,1.00
2026-03-20T22:36:00Z,99.00,1.00
2026-03-20T22:37:00Z,99.00,1.00
