# event_ticker=KXATPCHALLENGERMATCH-26JUN04TRUHSU
# final_score=3-6 6-1 6-1
# score_resolution=6-3 1-6 1-6
# match_winner=Marco Trungelliti
# fav_player=Yu Hsiou Hsu
# dog_player=Marco Trungelliti
# kalshi_date=2026-06-04
timestamp,Marco Trungelliti,Yu Hsiou Hsu
2026-06-04T13:06:00Z,40.06,58.74
2026-06-04T13:07:00Z,47.43,53.08
2026-06-04T13:08:00Z,52.20,49.47
2026-06-04T13:09:00Z,50.95,49.89
2026-06-04T13:10:00Z,56.94,44.70
2026-06-04T13:11:00Z,61.78,37.93
2026-06-04T13:12:00Z,62.95,37.31
2026-06-04T13:13:00Z,63.04,38.49
2026-06-04T13:14:00Z,60.99,39.20
2026-06-04T13:15:00Z,65.26,38.62
2026-06-04T13:16:00Z,66.16,34.00
2026-06-04T13:17:00Z,69.12,33.00
2026-06-04T13:18:00Z,69.77,31.16
2026-06-04T13:19:00Z,72.46,28.83
2026-06-04T13:20:00Z,75.00,25.43
2026-06-04T13:21:00Z,75.51,25.30
2026-06-04T13:22:00Z,77.63,22.35
2026-06-04T13:23:00Z,77.82,23.85
2026-06-04T13:24:00Z,78.18,21.10
2026-06-04T13:25:00Z,81.00,20.00
2026-06-04T13:26:00Z,80.91,20.00
2026-06-04T13:27:00Z,80.08,19.73
2026-06-04T13:28:00Z,81.28,19.99
2026-06-04T13:29:00Z,83.92,16.52
2026-06-04T13:30:00Z,85.14,15.20
2026-06-04T13:31:00Z,85.90,14.96
2026-06-04T13:32:00Z,84.25,16.03
2026-06-04T13:33:00Z,85.28,13.13
2026-06-04T13:34:00Z,91.77,7.60
2026-06-04T13:35:00Z,94.46,6.09
2026-06-04T13:36:00Z,95.94,4.76
2026-06-04T13:37:00Z,96.19,3.42
2026-06-04T13:38:00Z,96.85,3.58
2026-06-04T13:39:00Z,97.93,3.43
2026-06-04T13:40:00Z,98.93,1.95
2026-06-04T13:41:00Z,99.00,1.98
2026-06-04T13:42:00Z,98.69,1.00
2026-06-04T13:43:00Z,98.39,1.01
2026-06-04T13:44:00Z,98.82,1.00
2026-06-04T13:45:00Z,99.00,1.00
2026-06-04T13:46:00Z,99.00,1.00
2026-06-04T13:47:00Z,99.00,1.00
2026-06-04T13:48:00Z,99.00,1.00
2026-06-04T13:49:00Z,99.00,1.00
2026-06-04T13:50:00Z,99.00,1.00
2026-06-04T13:51:00Z,99.00,1.00
2026-06-04T13:52:00Z,99.00,1.00
2026-06-04T13:53:00Z,99.00,1.27
2026-06-04T13:54:00Z,99.00,1.27
2026-06-04T13:55:00Z,99.00,1.27
2026-06-04T13:56:00Z,99.00,1.27
2026-06-04T13:58:00Z,99.00,1.27
2026-06-04T13:59:00Z,99.00,1.00
2026-06-04T14:01:00Z,99.00,1.00
2026-06-04T14:02:00Z,99.00,1.00
