# event_ticker=KXATPMATCH-25SEP20GRIDAN
# final_score=3-6 6-4 6-3
# score_resolution=6-3 4-6 3-6
# match_winner=Taro Daniel
# fav_player=Tallon Griekspoor
# dog_player=Taro Daniel
# kalshi_date=2025-09-20
timestamp,Tallon Griekspoor,Taro Daniel
2025-09-20T04:30:00Z,65.00,36.00
2025-09-20T04:31:00Z,65.00,36.00
2025-09-20T04:33:00Z,66.00,36.00
2025-09-20T04:38:00Z,66.00,36.00
2025-09-20T04:39:00Z,65.00,36.00
2025-09-20T04:40:00Z,65.00,36.00
2025-09-20T04:41:00Z,65.00,36.00
2025-09-20T04:42:00Z,65.00,36.00
2025-09-20T04:43:00Z,65.60,36.00
2025-09-20T04:45:00Z,65.97,36.00
2025-09-20T04:48:00Z,66.00,36.00
2025-09-20T04:50:00Z,66.00,36.00
2025-09-20T04:51:00Z,65.93,36.00
2025-09-20T04:52:00Z,66.00,36.00
2025-09-20T04:53:00Z,66.00,36.00
2025-09-20T04:55:00Z,66.00,36.00
2025-09-20T04:56:00Z,66.00,36.00
2025-09-20T04:57:00Z,66.00,36.00
2025-09-20T04:59:00Z,66.00,36.00
2025-09-20T05:00:00Z,66.00,35.68
2025-09-20T05:01:00Z,66.40,36.00
2025-09-20T05:02:00Z,66.69,36.00
2025-09-20T05:03:00Z,70.91,35.00
2025-09-20T05:04:00Z,75.00,35.69
2025-09-20T05:05:00Z,74.00,35.69
2025-09-20T05:06:00Z,74.01,35.00
2025-09-20T05:07:00Z,81.00,34.49
2025-09-20T05:08:00Z,81.00,34.00
2025-09-20T05:09:00Z,80.00,34.00
2025-09-20T05:10:00Z,71.00,38.60
2025-09-20T05:11:00Z,70.78,38.60
2025-09-20T05:12:00Z,72.31,38.60
2025-09-20T05:13:00Z,73.63,38.60
2025-09-20T05:14:00Z,74.51,38.60
2025-09-20T05:15:00Z,71.00,31.99
2025-09-20T05:16:00Z,72.74,31.99
2025-09-20T05:17:00Z,72.00,29.99
2025-09-20T05:18:00Z,71.00,30.00
2025-09-20T05:19:00Z,71.03,34.00
2025-09-20T05:20:00Z,70.58,34.00
2025-09-20T05:21:00Z,66.05,31.76
2025-09-20T05:22:00Z,69.94,33.00
2025-09-20T05:23:00Z,72.02,31.00
2025-09-20T05:24:00Z,70.84,31.21
2025-09-20T05:25:00Z,70.26,30.61
2025-09-20T05:26:00Z,71.25,28.21
2025-09-20T05:27:00Z,76.63,28.21
2025-09-20T05:28:00Z,74.16,23.00
2025-09-20T05:29:00Z,80.68,16.32
2025-09-20T05:30:00Z,87.28,9.81
2025-09-20T05:31:00Z,87.28,14.67
2025-09-20T05:32:00Z,89.40,15.01
2025-09-20T05:33:00Z,86.42,16.68
2025-09-20T05:34:00Z,84.70,16.68
2025-09-20T05:35:00Z,87.36,14.00
2025-09-20T05:36:00Z,87.00,14.00
2025-09-20T05:37:00Z,89.00,13.91
2025-09-20T05:38:00Z,83.10,15.70
2025-09-20T05:39:00Z,85.42,17.00
2025-09-20T05:40:00Z,86.00,17.00
2025-09-20T05:41:00Z,84.20,17.00
2025-09-20T05:42:00Z,83.00,19.52
2025-09-20T05:43:00Z,84.28,26.00
2025-09-20T05:44:00Z,86.00,26.00
2025-09-20T05:45:00Z,86.00,26.00
2025-09-20T05:46:00Z,85.20,13.00
2025-09-20T05:47:00Z,83.07,17.00
2025-09-20T05:48:00Z,86.82,16.09
2025-09-20T05:49:00Z,88.00,13.60
2025-09-20T05:50:00Z,87.71,13.60
2025-09-20T05:51:00Z,87.74,13.60
2025-09-20T05:52:00Z,85.09,14.26
2025-09-20T05:53:00Z,86.69,14.17
2025-09-20T05:55:00Z,86.69,15.00
2025-09-20T05:56:00Z,88.00,15.00
2025-09-20T05:57:00Z,87.00,15.00
2025-09-20T05:58:00Z,86.00,15.00
2025-09-20T05:59:00Z,86.00,18.80
2025-09-20T06:00:00Z,83.83,18.39
2025-09-20T06:01:00Z,85.92,18.00
2025-09-20T06:02:00Z,88.74,18.00
2025-09-20T06:03:00Z,87.80,18.00
2025-09-20T06:04:00Z,88.48,12.00
2025-09-20T06:05:00Z,83.02,15.00
2025-09-20T06:06:00Z,85.57,17.00
2025-09-20T06:08:00Z,87.31,17.00
2025-09-20T06:09:00Z,88.00,14.00
2025-09-20T06:10:00Z,88.00,13.06
2025-09-20T06:11:00Z,86.12,15.31
2025-09-20T06:12:00Z,90.03,15.46
2025-09-20T06:13:00Z,86.21,18.00
2025-09-20T06:14:00Z,82.00,17.00
2025-09-20T06:15:00Z,82.10,18.24
2025-09-20T06:16:00Z,82.10,16.35
2025-09-20T06:17:00Z,82.10,19.00
2025-09-20T06:18:00Z,80.38,19.00
2025-09-20T06:19:00Z,85.85,17.07
2025-09-20T06:20:00Z,86.37,13.81
2025-09-20T06:21:00Z,88.17,15.29
2025-09-20T06:22:00Z,80.00,19.47
2025-09-20T06:23:00Z,86.40,20.68
2025-09-20T06:24:00Z,86.40,22.00
2025-09-20T06:25:00Z,82.30,20.50
2025-09-20T06:26:00Z,82.30,18.50
2025-09-20T06:27:00Z,79.25,23.02
2025-09-20T06:28:00Z,62.74,36.95
2025-09-20T06:29:00Z,56.61,44.78
2025-09-20T06:30:00Z,56.95,45.00
2025-09-20T06:31:00Z,58.70,45.00
2025-09-20T06:32:00Z,59.00,45.00
2025-09-20T06:33:00Z,58.83,45.00
2025-09-20T06:34:00Z,59.00,44.00
2025-09-20T06:35:00Z,52.01,47.05
2025-09-20T06:36:00Z,51.95,49.07
2025-09-20T06:37:00Z,57.26,49.07
2025-09-20T06:38:00Z,56.51,47.47
2025-09-20T06:39:00Z,60.19,41.69
2025-09-20T06:40:00Z,60.19,46.13
2025-09-20T06:41:00Z,53.70,47.92
2025-09-20T06:42:00Z,54.16,51.74
2025-09-20T06:43:00Z,47.65,51.00
2025-09-20T06:44:00Z,54.96,47.36
2025-09-20T06:45:00Z,56.40,44.11
2025-09-20T06:46:00Z,56.65,47.84
2025-09-20T06:47:00Z,60.07,45.00
2025-09-20T06:48:00Z,61.38,37.94
2025-09-20T06:49:00Z,57.02,40.25
2025-09-20T06:50:00Z,53.69,47.00
2025-09-20T06:51:00Z,57.16,45.91
2025-09-20T06:52:00Z,50.95,51.98
2025-09-20T06:53:00Z,40.83,61.11
2025-09-20T06:54:00Z,28.41,81.70
2025-09-20T06:55:00Z,12.19,90.04
2025-09-20T06:56:00Z,20.13,82.83
2025-09-20T06:57:00Z,28.91,69.30
2025-09-20T06:58:00Z,18.79,86.59
2025-09-20T06:59:00Z,8.31,92.54
2025-09-20T07:00:00Z,5.46,96.09
2025-09-20T07:01:00Z,5.45,96.00
2025-09-20T07:02:00Z,6.09,95.01
2025-09-20T07:03:00Z,6.62,95.02
2025-09-20T07:04:00Z,4.15,98.15
2025-09-20T07:05:00Z,4.15,99.00
2025-09-20T07:06:00Z,4.15,99.00
