# event_ticker=KXATPCHALLENGERMATCH-26APR22ALBGHI
# final_score=6-3 6-3
# match_winner=Antoine Ghibaudo
# fav_player=Antoine Ghibaudo
# dog_player=Radu Albot
# kalshi_date=2026-04-22
timestamp,Radu Albot,Antoine Ghibaudo
2026-04-22T05:38:00Z,43.52,61.97
2026-04-22T05:39:00Z,39.96,62.30
2026-04-22T05:40:00Z,42.78,60.18
2026-04-22T05:41:00Z,42.66,58.95
2026-04-22T05:42:00Z,41.07,60.80
2026-04-22T05:43:00Z,38.89,64.72
2026-04-22T05:44:00Z,38.95,63.77
2026-04-22T05:45:00Z,41.02,62.16
2026-04-22T05:46:00Z,42.03,60.05
2026-04-22T05:47:00Z,39.35,60.53
2026-04-22T05:48:00Z,32.34,68.10
2026-04-22T05:49:00Z,28.15,76.19
2026-04-22T05:50:00Z,25.00,77.00
2026-04-22T05:51:00Z,21.90,76.90
2026-04-22T05:52:00Z,18.50,79.98
2026-04-22T05:53:00Z,18.82,81.98
2026-04-22T05:54:00Z,17.52,82.23
2026-04-22T05:55:00Z,20.59,79.46
2026-04-22T05:56:00Z,21.70,78.55
2026-04-22T05:57:00Z,21.78,78.94
2026-04-22T05:58:00Z,22.92,79.38
2026-04-22T05:59:00Z,27.44,73.89
2026-04-22T06:00:00Z,26.75,73.74
2026-04-22T06:01:00Z,23.93,78.58
2026-04-22T06:02:00Z,19.70,82.80
2026-04-22T06:03:00Z,20.87,81.02
2026-04-22T06:04:00Z,19.72,82.15
2026-04-22T06:05:00Z,23.29,80.55
2026-04-22T06:06:00Z,21.54,80.08
2026-04-22T06:07:00Z,24.94,77.81
2026-04-22T06:08:00Z,24.58,77.87
2026-04-22T06:09:00Z,25.00,77.40
2026-04-22T06:10:00Z,24.74,77.82
2026-04-22T06:11:00Z,23.86,77.77
2026-04-22T06:12:00Z,23.24,77.15
2026-04-22T06:13:00Z,25.42,76.34
2026-04-22T06:14:00Z,25.95,76.80
2026-04-22T06:15:00Z,29.52,73.53
2026-04-22T06:16:00Z,28.13,74.99
2026-04-22T06:17:00Z,29.40,69.37
2026-04-22T06:18:00Z,36.50,66.19
2026-04-22T06:19:00Z,36.96,61.49
2026-04-22T06:20:00Z,36.84,65.67
2026-04-22T06:21:00Z,38.50,64.83
2026-04-22T06:22:00Z,37.62,64.96
2026-04-22T06:23:00Z,36.05,66.65
2026-04-22T06:24:00Z,24.32,73.98
2026-04-22T06:25:00Z,23.94,76.88
2026-04-22T06:26:00Z,26.01,74.70
2026-04-22T06:27:00Z,27.68,75.85
2026-04-22T06:28:00Z,33.77,68.86
2026-04-22T06:29:00Z,35.36,67.37
2026-04-22T06:30:00Z,35.39,64.68
2026-04-22T06:31:00Z,37.03,60.44
2026-04-22T06:32:00Z,41.80,60.23
2026-04-22T06:33:00Z,39.70,59.78
2026-04-22T06:34:00Z,39.60,59.91
2026-04-22T06:35:00Z,28.89,74.21
2026-04-22T06:36:00Z,26.52,76.06
2026-04-22T06:37:00Z,22.55,77.09
2026-04-22T06:38:00Z,22.14,78.00
2026-04-22T06:39:00Z,18.44,84.22
2026-04-22T06:40:00Z,16.57,81.68
2026-04-22T06:41:00Z,13.98,85.88
2026-04-22T06:42:00Z,7.62,89.98
2026-04-22T06:43:00Z,12.10,86.89
2026-04-22T06:44:00Z,8.46,91.56
2026-04-22T06:45:00Z,7.71,91.47
2026-04-22T06:46:00Z,10.24,90.00
2026-04-22T06:47:00Z,13.82,87.18
2026-04-22T06:48:00Z,12.69,91.43
2026-04-22T06:49:00Z,8.92,90.67
2026-04-22T06:50:00Z,7.53,92.09
2026-04-22T06:51:00Z,10.13,89.42
2026-04-22T06:52:00Z,13.74,89.56
2026-04-22T06:53:00Z,7.76,90.61
2026-04-22T06:54:00Z,5.69,95.34
2026-04-22T06:55:00Z,3.98,96.90
2026-04-22T06:56:00Z,3.93,98.60
2026-04-22T06:57:00Z,2.43,96.69
2026-04-22T06:58:00Z,4.50,96.99
2026-04-22T06:59:00Z,1.89,98.48
2026-04-22T07:00:00Z,1.00,99.00
2026-04-22T07:01:00Z,1.00,99.00
2026-04-22T07:02:00Z,1.00,99.00
2026-04-22T07:03:00Z,1.00,99.00
2026-04-22T07:04:00Z,1.00,99.00
2026-04-22T07:05:00Z,1.00,99.00
2026-04-22T07:06:00Z,1.00,99.00
2026-04-22T07:07:00Z,1.00,99.00
2026-04-22T07:08:00Z,1.00,99.00
2026-04-22T07:09:00Z,1.00,99.00
2026-04-22T07:10:00Z,1.00,99.00
2026-04-22T07:11:00Z,1.00,99.00
2026-04-22T07:12:00Z,1.00,99.00
2026-04-22T07:13:00Z,1.00,99.00
2026-04-22T07:14:00Z,1.00,99.00
2026-04-22T07:15:00Z,1.00,99.00
2026-04-22T07:16:00Z,1.00,99.00
2026-04-22T07:17:00Z,1.00,99.00
2026-04-22T07:19:00Z,1.00,99.00
2026-04-22T07:20:00Z,1.00,99.00
2026-04-22T07:21:00Z,1.00,99.00
2026-04-22T07:22:00Z,1.00,99.00
2026-04-22T07:23:00Z,1.00,99.00
