# event_ticker=KXATPMATCH-25SEP22BUBYIB
# final_score=6-3 6-3
# match_winner=Alexander Bublik
# fav_player=Alexander Bublik
# dog_player=Yibing Wu
# kalshi_date=2025-09-22
timestamp,Alexander Bublik,Yibing Wu
2025-09-22T12:20:00Z,98.07,4.33
2025-09-22T12:21:00Z,97.00,2.24
2025-09-22T12:22:00Z,98.28,2.00
2025-09-22T12:23:00Z,99.00,1.10
2025-09-22T12:24:00Z,98.00,1.10
2025-09-22T12:25:00Z,98.00,2.00
2025-09-22T12:26:00Z,98.00,1.90
2025-09-22T12:27:00Z,99.00,2.67
2025-09-22T12:28:00Z,99.00,2.67
2025-09-22T12:29:00Z,99.00,2.67
2025-09-22T12:30:00Z,99.00,1.09
2025-09-22T12:31:00Z,98.00,1.00
2025-09-22T12:32:00Z,99.00,1.00
2025-09-22T12:33:00Z,99.00,1.00
2025-09-22T12:34:00Z,99.00,1.00
2025-09-22T12:35:00Z,99.00,1.00
2025-09-22T12:36:00Z,99.00,1.51
2025-09-22T12:37:00Z,99.00,2.00
2025-09-22T12:39:00Z,99.00,1.00
2025-09-22T12:40:00Z,99.00,1.00
2025-09-22T12:41:00Z,99.00,1.00
2025-09-22T12:42:00Z,99.00,1.00
2025-09-22T12:47:00Z,99.00,1.00
