# event_ticker=KXATPMATCH-25OCT15NAKMAR
# final_score=7-6(5) 6-1
# score_resolution=6-7 1-6
# match_winner=Fabian Marozsan
# fav_player=Brandon Nakashima
# dog_player=Fabian Marozsan
# kalshi_date=2025-10-15
timestamp,Brandon Nakashima,Fabian Marozsan
2025-10-15T14:50:00Z,61.31,40.00
2025-10-15T14:51:00Z,65.40,41.00
2025-10-15T14:52:00Z,61.00,40.52
2025-10-15T14:53:00Z,60.66,40.52
2025-10-15T14:54:00Z,55.03,44.36
2025-10-15T14:55:00Z,56.37,47.01
2025-10-15T14:56:00Z,52.97,50.21
2025-10-15T14:57:00Z,63.65,39.00
2025-10-15T14:58:00Z,60.85,44.29
2025-10-15T14:59:00Z,59.91,46.00
2025-10-15T15:00:00Z,51.44,46.29
2025-10-15T15:01:00Z,58.92,43.00
2025-10-15T15:02:00Z,47.11,51.77
2025-10-15T15:03:00Z,31.76,68.97
2025-10-15T15:04:00Z,31.95,68.00
2025-10-15T15:05:00Z,31.22,69.96
2025-10-15T15:06:00Z,30.71,70.74
2025-10-15T15:07:00Z,30.09,70.74
2025-10-15T15:08:00Z,31.40,70.00
2025-10-15T15:09:00Z,31.36,70.00
2025-10-15T15:10:00Z,24.04,75.43
2025-10-15T15:11:00Z,8.90,88.04
2025-10-15T15:12:00Z,13.19,87.53
2025-10-15T15:13:00Z,13.02,88.25
2025-10-15T15:14:00Z,8.30,90.68
2025-10-15T15:15:00Z,6.69,92.11
2025-10-15T15:16:00Z,7.93,92.76
2025-10-15T15:17:00Z,7.62,93.87
2025-10-15T15:18:00Z,8.61,92.52
2025-10-15T15:19:00Z,9.09,90.98
2025-10-15T15:20:00Z,10.85,87.00
2025-10-15T15:21:00Z,5.37,94.04
2025-10-15T15:22:00Z,5.37,95.18
2025-10-15T15:23:00Z,5.89,95.44
2025-10-15T15:24:00Z,4.68,96.92
2025-10-15T15:25:00Z,2.28,98.46
2025-10-15T15:26:00Z,1.01,98.96
2025-10-15T15:27:00Z,1.65,99.00
2025-10-15T15:28:00Z,1.00,99.00
2025-10-15T15:29:00Z,1.00,99.00
2025-10-15T15:31:00Z,1.00,99.00
