# event_ticker=KXATPMATCH-25OCT01NISSHE
# final_score=6-1 6-2
# match_winner=Yoshihito Nishioka
# fav_player=Yoshihito Nishioka
# dog_player=Alexander Shevchenko
# kalshi_date=2025-10-01
timestamp,Yoshihito Nishioka,Alexander Shevchenko
2025-10-01T03:59:00Z,60.00,42.00
2025-10-01T04:01:00Z,60.00,42.00
2025-10-01T04:02:00Z,60.00,40.00
2025-10-01T04:03:00Z,60.00,40.00
2025-10-01T04:15:00Z,60.00,41.00
2025-10-01T04:20:00Z,60.00,41.00
2025-10-01T04:27:00Z,60.00,41.00
2025-10-01T04:30:00Z,60.00,41.00
2025-10-01T04:31:00Z,60.00,41.00
2025-10-01T04:36:00Z,59.00,41.00
2025-10-01T04:56:00Z,58.56,42.62
2025-10-01T05:02:00Z,58.56,46.00
2025-10-01T05:12:00Z,55.00,46.00
2025-10-01T05:34:00Z,55.00,46.00
2025-10-01T05:37:00Z,55.00,46.00
2025-10-01T05:40:00Z,55.00,46.00
2025-10-01T05:55:00Z,55.00,46.00
2025-10-01T06:01:00Z,55.00,46.00
2025-10-01T06:04:00Z,55.00,46.00
2025-10-01T06:09:00Z,55.00,45.00
2025-10-01T06:15:00Z,55.00,45.00
2025-10-01T06:25:00Z,55.00,45.00
2025-10-01T06:27:00Z,55.00,45.00
2025-10-01T06:31:00Z,55.00,45.00
2025-10-01T06:40:00Z,55.00,45.00
2025-10-01T06:45:00Z,55.00,45.00
2025-10-01T06:48:00Z,55.00,45.00
2025-10-01T06:52:00Z,55.00,45.00
2025-10-01T07:02:00Z,55.00,45.00
2025-10-01T07:21:00Z,56.00,45.00
2025-10-01T07:26:00Z,56.00,46.00
2025-10-01T07:28:00Z,56.00,46.00
2025-10-01T07:32:00Z,56.00,46.00
2025-10-01T07:33:00Z,56.00,46.00
2025-10-01T07:34:00Z,56.00,46.00
2025-10-01T07:35:00Z,56.00,46.00
2025-10-01T07:37:00Z,56.00,45.00
2025-10-01T07:39:00Z,56.00,45.00
2025-10-01T07:41:00Z,56.00,45.00
2025-10-01T07:49:00Z,55.00,45.00
2025-10-01T07:51:00Z,55.00,45.30
2025-10-01T08:11:00Z,56.00,46.00
2025-10-01T08:12:00Z,56.00,46.00
2025-10-01T08:14:00Z,56.00,46.00
2025-10-01T08:16:00Z,56.71,46.00
2025-10-01T08:17:00Z,57.00,46.00
2025-10-01T08:18:00Z,57.00,46.00
2025-10-01T08:19:00Z,57.00,46.00
2025-10-01T08:21:00Z,55.00,47.00
2025-10-01T08:23:00Z,55.00,48.00
2025-10-01T08:24:00Z,53.50,48.00
2025-10-01T08:25:00Z,55.00,47.00
2025-10-01T08:26:00Z,54.00,47.00
2025-10-01T08:27:00Z,56.00,47.00
2025-10-01T08:28:00Z,58.00,50.00
2025-10-01T08:29:00Z,51.74,52.26
2025-10-01T08:30:00Z,51.74,47.50
2025-10-01T08:31:00Z,54.53,47.50
2025-10-01T08:32:00Z,56.00,46.00
2025-10-01T08:33:00Z,58.00,48.00
2025-10-01T08:34:00Z,58.00,45.00
2025-10-01T08:35:00Z,63.26,40.38
2025-10-01T08:36:00Z,68.03,30.04
2025-10-01T08:37:00Z,70.35,30.01
2025-10-01T08:38:00Z,66.52,36.64
2025-10-01T08:39:00Z,66.63,34.84
2025-10-01T08:40:00Z,70.00,27.07
2025-10-01T08:41:00Z,73.00,27.07
2025-10-01T08:42:00Z,73.00,28.00
2025-10-01T08:43:00Z,72.95,28.00
2025-10-01T08:44:00Z,72.95,26.00
2025-10-01T08:45:00Z,73.00,29.00
2025-10-01T08:47:00Z,70.00,29.00
2025-10-01T08:48:00Z,63.04,30.00
2025-10-01T08:49:00Z,72.00,29.00
2025-10-01T08:50:00Z,74.00,24.50
2025-10-01T08:51:00Z,74.00,24.50
2025-10-01T08:52:00Z,77.51,21.00
2025-10-01T08:53:00Z,80.97,21.00
2025-10-01T08:54:00Z,80.97,15.24
2025-10-01T08:55:00Z,80.97,18.00
2025-10-01T08:56:00Z,85.00,18.00
2025-10-01T08:58:00Z,82.00,18.92
2025-10-01T08:59:00Z,82.00,20.00
2025-10-01T09:01:00Z,83.57,20.00
2025-10-01T09:02:00Z,83.00,20.00
2025-10-01T09:03:00Z,81.79,20.00
2025-10-01T09:04:00Z,82.00,18.00
2025-10-01T09:05:00Z,82.00,18.00
2025-10-01T09:06:00Z,88.02,13.00
2025-10-01T09:07:00Z,94.81,8.00
2025-10-01T09:08:00Z,96.01,4.78
2025-10-01T09:09:00Z,95.00,5.10
2025-10-01T09:10:00Z,95.00,4.57
2025-10-01T09:11:00Z,93.33,5.01
2025-10-01T09:12:00Z,94.00,5.01
2025-10-01T09:13:00Z,95.00,4.16
2025-10-01T09:14:00Z,94.00,4.16
2025-10-01T09:16:00Z,94.00,9.00
2025-10-01T09:17:00Z,93.00,9.00
2025-10-01T09:18:00Z,90.89,9.00
2025-10-01T09:19:00Z,94.78,8.42
2025-10-01T09:20:00Z,94.49,6.01
2025-10-01T09:21:00Z,94.49,6.00
2025-10-01T09:22:00Z,95.99,5.13
2025-10-01T09:23:00Z,95.24,5.00
2025-10-01T09:24:00Z,95.24,4.00
2025-10-01T09:25:00Z,96.03,3.79
2025-10-01T09:26:00Z,98.00,2.00
2025-10-01T09:27:00Z,98.00,2.00
2025-10-01T09:28:00Z,98.00,2.00
2025-10-01T09:29:00Z,98.00,2.00
2025-10-01T09:31:00Z,98.00,1.70
2025-10-01T09:33:00Z,98.00,1.70
2025-10-01T09:34:00Z,99.00,2.76
2025-10-01T09:35:00Z,99.00,2.76
2025-10-01T09:37:00Z,99.00,1.00
2025-10-01T09:38:00Z,99.00,1.00
2025-10-01T09:39:00Z,99.00,1.00
2025-10-01T09:40:00Z,99.00,1.00
2025-10-01T09:42:00Z,99.00,1.00
