# event_ticker=KXATPCHALLENGERMATCH-26MAR12BAUROY
# final_score=6-4 7-6(5)
# score_resolution=4-6 6-7
# match_winner=Valentin Royer
# fav_player=Roberto Bautista Agut
# dog_player=Valentin Royer
# kalshi_date=2026-03-12
timestamp,Roberto Bautista Agut,Valentin Royer
2026-03-13T01:10:00Z,11.58,89.07
2026-03-13T01:11:00Z,12.03,88.78
2026-03-13T01:12:00Z,11.22,88.83
2026-03-13T01:13:00Z,13.00,89.94
2026-03-13T01:14:00Z,16.41,83.94
2026-03-13T01:15:00Z,13.21,89.73
2026-03-13T01:16:00Z,13.40,86.28
2026-03-13T01:17:00Z,17.45,86.58
2026-03-13T01:18:00Z,8.05,92.13
2026-03-13T01:19:00Z,8.00,91.80
2026-03-13T01:20:00Z,11.00,88.00
2026-03-13T01:21:00Z,9.08,90.84
2026-03-13T01:22:00Z,9.55,91.07
2026-03-13T01:23:00Z,11.54,88.53
2026-03-13T01:24:00Z,12.00,90.00
2026-03-13T01:25:00Z,13.74,89.65
2026-03-13T01:26:00Z,12.55,86.33
2026-03-13T01:27:00Z,15.15,83.00
2026-03-13T01:28:00Z,12.97,88.15
2026-03-13T01:29:00Z,11.45,89.20
2026-03-13T01:30:00Z,6.49,92.60
2026-03-13T01:31:00Z,8.71,94.90
2026-03-13T01:32:00Z,7.00,93.00
2026-03-13T01:33:00Z,9.03,91.00
2026-03-13T01:34:00Z,9.93,91.94
2026-03-13T01:35:00Z,9.83,92.40
2026-03-13T01:36:00Z,8.96,91.22
2026-03-13T01:37:00Z,8.00,93.67
2026-03-13T01:38:00Z,12.11,87.48
2026-03-13T01:39:00Z,13.40,87.34
2026-03-13T01:40:00Z,19.00,81.40
2026-03-13T01:41:00Z,19.19,87.01
2026-03-13T01:42:00Z,7.50,94.50
2026-03-13T01:43:00Z,5.22,96.60
2026-03-13T01:44:00Z,3.13,96.88
2026-03-13T01:45:00Z,1.12,98.34
2026-03-13T01:46:00Z,1.10,98.92
2026-03-13T01:47:00Z,3.17,96.12
2026-03-13T01:48:00Z,6.42,95.35
2026-03-13T01:49:00Z,5.52,95.25
2026-03-13T01:50:00Z,2.72,95.58
2026-03-13T01:51:00Z,3.85,97.06
2026-03-13T01:52:00Z,6.00,95.46
2026-03-13T01:53:00Z,6.94,95.00
2026-03-13T01:54:00Z,7.00,94.76
2026-03-13T01:55:00Z,6.27,95.06
2026-03-13T01:56:00Z,4.31,95.90
2026-03-13T01:57:00Z,10.46,87.99
2026-03-13T01:58:00Z,14.85,91.99
2026-03-13T01:59:00Z,4.81,97.64
2026-03-13T02:00:00Z,8.17,92.30
2026-03-13T02:01:00Z,23.31,76.44
2026-03-13T02:02:00Z,31.04,72.43
2026-03-13T02:03:00Z,29.78,71.75
2026-03-13T02:04:00Z,27.48,78.61
2026-03-13T02:05:00Z,28.59,76.64
2026-03-13T02:06:00Z,35.25,67.81
2026-03-13T02:07:00Z,36.84,64.34
2026-03-13T02:08:00Z,36.91,68.70
2026-03-13T02:09:00Z,33.87,68.34
2026-03-13T02:10:00Z,31.96,69.76
2026-03-13T02:11:00Z,38.08,62.79
2026-03-13T02:12:00Z,29.82,68.81
2026-03-13T02:13:00Z,30.10,69.81
2026-03-13T02:14:00Z,33.90,66.49
2026-03-13T02:15:00Z,44.34,65.43
2026-03-13T02:16:00Z,24.73,76.30
2026-03-13T02:17:00Z,21.88,69.60
2026-03-13T02:18:00Z,13.99,86.32
2026-03-13T02:19:00Z,20.46,81.55
2026-03-13T02:20:00Z,30.13,72.59
2026-03-13T02:21:00Z,36.51,63.27
2026-03-13T02:22:00Z,23.35,78.16
2026-03-13T02:23:00Z,6.65,98.28
2026-03-13T02:24:00Z,6.65,99.00
2026-03-13T02:25:00Z,6.65,99.00
2026-03-13T02:26:00Z,6.65,99.00
2026-03-13T02:27:00Z,6.65,99.00
2026-03-13T02:28:00Z,6.65,99.00
2026-03-13T02:29:00Z,6.65,99.00
2026-03-13T02:30:00Z,6.65,99.00
2026-03-13T02:31:00Z,6.65,99.00
2026-03-13T02:32:00Z,6.65,99.00
