# event_ticker=KXATPMATCH-25JUL15BAEBUD
# final_score=3-6 6-2 7-5
# score_resolution=6-3 2-6 5-7
# match_winner=Sebastian Baez
# fav_player=Nicolai Budkov Kjaer
# dog_player=Sebastian Baez
# kalshi_date=2025-07-15
timestamp,Nicolai Budkov Kjaer,Sebastian Baez
2025-07-16T18:04:00Z,42.41,57.10
2025-07-16T18:05:00Z,55.61,46.42
2025-07-16T18:06:00Z,56.80,34.68
2025-07-16T18:07:00Z,69.74,31.65
2025-07-16T18:08:00Z,77.75,23.09
2025-07-16T18:09:00Z,82.12,21.92
2025-07-16T18:10:00Z,85.74,15.14
2025-07-16T18:11:00Z,89.09,8.68
2025-07-16T18:12:00Z,88.21,13.15
2025-07-16T18:13:00Z,80.00,22.00
2025-07-16T18:14:00Z,83.31,17.57
2025-07-16T18:15:00Z,76.00,71.00
2025-07-16T18:16:00Z,79.87,31.53
2025-07-16T18:17:00Z,62.06,32.05
2025-07-16T18:18:00Z,58.10,37.43
2025-07-16T18:19:00Z,31.63,71.04
2025-07-16T18:20:00Z,21.35,78.34
2025-07-16T18:21:00Z,22.08,78.19
2025-07-16T18:22:00Z,22.63,80.06
2025-07-16T18:23:00Z,14.24,84.45
2025-07-16T18:24:00Z,10.25,90.30
2025-07-16T18:25:00Z,6.82,93.48
2025-07-16T18:26:00Z,10.00,92.63
2025-07-16T18:27:00Z,1.66,98.33
2025-07-16T18:28:00Z,1.66,99.00
2025-07-16T18:29:00Z,1.66,99.00
2025-07-16T18:30:00Z,1.66,99.00
