# event_ticker=KXATPCHALLENGERMATCH-26MAR10FARMAR
# final_score=6-7(3) 6-4 7-5
# score_resolution=6-7 6-4 7-5
# match_winner=Igor Marcondes
# fav_player=Igor Marcondes
# dog_player=Jaime Faria
# kalshi_date=2026-03-10
timestamp,Igor Marcondes,Jaime Faria
2026-03-10T13:52:00Z,51.00,51.95
2026-03-10T13:53:00Z,51.00,51.80
2026-03-10T13:54:00Z,48.00,51.93
2026-03-10T13:55:00Z,45.86,54.61
2026-03-10T13:56:00Z,45.72,59.00
2026-03-10T13:57:00Z,34.00,65.28
2026-03-10T13:58:00Z,32.39,69.41
2026-03-10T13:59:00Z,36.47,67.12
2026-03-10T14:00:00Z,39.86,67.12
2026-03-10T14:01:00Z,31.73,73.67
2026-03-10T14:02:00Z,22.04,78.00
2026-03-10T14:03:00Z,19.95,79.00
2026-03-10T14:04:00Z,20.00,79.00
2026-03-10T14:05:00Z,19.98,79.00
2026-03-10T14:06:00Z,20.00,79.32
2026-03-10T14:07:00Z,20.00,80.00
2026-03-10T14:08:00Z,20.91,80.00
2026-03-10T14:09:00Z,19.64,81.00
2026-03-10T14:10:00Z,19.72,80.00
2026-03-10T14:11:00Z,19.72,83.00
2026-03-10T14:12:00Z,19.76,81.94
2026-03-10T14:13:00Z,21.00,80.21
2026-03-10T14:14:00Z,23.00,79.30
2026-03-10T14:15:00Z,23.65,78.00
2026-03-10T14:16:00Z,21.90,80.02
2026-03-10T14:17:00Z,26.00,78.39
2026-03-10T14:18:00Z,21.00,81.00
2026-03-10T14:19:00Z,21.07,81.65
2026-03-10T14:20:00Z,21.36,80.54
2026-03-10T14:21:00Z,25.38,77.00
2026-03-10T14:22:00Z,25.64,77.57
2026-03-10T14:23:00Z,21.52,80.83
2026-03-10T14:24:00Z,19.00,80.97
2026-03-10T14:25:00Z,21.00,81.00
2026-03-10T14:26:00Z,19.18,82.37
2026-03-10T14:27:00Z,17.22,82.96
2026-03-10T14:28:00Z,18.99,83.79
2026-03-10T14:29:00Z,22.29,81.92
2026-03-10T14:30:00Z,18.00,83.37
2026-03-10T14:31:00Z,17.24,86.71
2026-03-10T14:32:00Z,20.00,81.09
2026-03-10T14:33:00Z,20.00,80.37
2026-03-10T14:34:00Z,25.28,75.97
2026-03-10T14:35:00Z,33.26,66.04
2026-03-10T14:36:00Z,29.27,69.56
2026-03-10T14:37:00Z,38.67,65.60
2026-03-10T14:38:00Z,41.00,59.10
2026-03-10T14:39:00Z,40.00,62.61
2026-03-10T14:40:00Z,38.59,64.52
2026-03-10T14:41:00Z,42.62,56.96
2026-03-10T14:42:00Z,48.06,55.07
2026-03-10T14:43:00Z,41.62,57.00
2026-03-10T14:44:00Z,47.34,55.07
2026-03-10T14:45:00Z,51.00,52.89
2026-03-10T14:46:00Z,47.92,54.93
2026-03-10T14:47:00Z,46.86,52.17
2026-03-10T14:48:00Z,45.12,55.95
2026-03-10T14:49:00Z,46.00,56.02
2026-03-10T14:50:00Z,41.49,59.03
2026-03-10T14:51:00Z,50.10,53.80
2026-03-10T14:52:00Z,51.92,50.06
2026-03-10T14:53:00Z,49.26,49.57
2026-03-10T14:54:00Z,50.50,49.08
2026-03-10T14:55:00Z,51.00,49.40
2026-03-10T14:56:00Z,51.82,50.00
2026-03-10T14:57:00Z,56.21,47.65
2026-03-10T14:58:00Z,54.15,48.02
2026-03-10T14:59:00Z,54.52,47.79
2026-03-10T15:00:00Z,58.91,35.76
2026-03-10T15:01:00Z,57.97,47.36
2026-03-10T15:02:00Z,56.90,49.00
2026-03-10T15:03:00Z,55.66,44.81
2026-03-10T15:04:00Z,53.85,47.21
2026-03-10T15:05:00Z,52.00,48.52
2026-03-10T15:06:00Z,64.05,38.58
2026-03-10T15:07:00Z,59.78,41.71
2026-03-10T15:08:00Z,66.27,36.63
2026-03-10T15:09:00Z,76.87,23.06
2026-03-10T15:10:00Z,80.22,17.88
2026-03-10T15:11:00Z,85.33,16.87
2026-03-10T15:12:00Z,86.00,13.19
2026-03-10T15:13:00Z,92.99,8.01
2026-03-10T15:14:00Z,92.14,8.12
2026-03-10T15:15:00Z,95.80,5.07
2026-03-10T15:16:00Z,96.57,4.82
2026-03-10T15:17:00Z,97.18,2.73
2026-03-10T15:18:00Z,97.25,3.44
2026-03-10T15:19:00Z,95.03,6.15
2026-03-10T15:20:00Z,94.95,7.92
2026-03-10T15:21:00Z,97.91,2.36
2026-03-10T15:22:00Z,97.15,3.72
2026-03-10T15:23:00Z,96.13,4.02
2026-03-10T15:24:00Z,96.93,3.71
2026-03-10T15:25:00Z,97.10,2.20
2026-03-10T15:26:00Z,95.04,5.64
2026-03-10T15:27:00Z,93.46,5.76
2026-03-10T15:28:00Z,94.17,7.48
2026-03-10T15:29:00Z,88.93,14.71
2026-03-10T15:30:00Z,88.19,14.18
2026-03-10T15:31:00Z,80.56,16.05
2026-03-10T15:32:00Z,81.79,19.41
2026-03-10T15:33:00Z,81.47,18.82
2026-03-10T15:34:00Z,89.23,13.89
2026-03-10T15:35:00Z,92.02,8.99
2026-03-10T15:36:00Z,90.29,10.14
2026-03-10T15:37:00Z,91.17,10.67
2026-03-10T15:38:00Z,95.75,6.71
2026-03-10T15:39:00Z,93.08,9.00
2026-03-10T15:40:00Z,90.57,11.11
2026-03-10T15:41:00Z,89.42,12.00
2026-03-10T15:42:00Z,81.48,19.31
2026-03-10T15:43:00Z,92.61,12.19
2026-03-10T15:44:00Z,88.86,13.92
2026-03-10T15:45:00Z,74.02,28.57
2026-03-10T15:46:00Z,46.50,52.85
2026-03-10T15:47:00Z,51.18,48.17
2026-03-10T15:48:00Z,61.75,38.52
2026-03-10T15:49:00Z,71.28,29.13
2026-03-10T15:50:00Z,87.49,13.44
2026-03-10T15:51:00Z,88.16,12.91
2026-03-10T15:52:00Z,96.76,4.32
2026-03-10T15:53:00Z,98.78,1.94
2026-03-10T15:54:00Z,99.00,1.77
2026-03-10T15:55:00Z,99.00,1.00
2026-03-10T15:56:00Z,99.00,1.00
2026-03-10T15:57:00Z,99.00,1.00
2026-03-10T15:58:00Z,99.00,1.00
2026-03-10T16:00:00Z,99.00,1.00
2026-03-10T16:01:00Z,99.00,1.00
2026-03-10T16:02:00Z,99.00,1.00
