# event_ticker=KXATPCHALLENGERMATCH-26JUN03POLMEJ
# final_score=6-4 6-4
# match_winner=Karl Poling
# fav_player=Karl Poling
# dog_player=Nicolas Mejia
# kalshi_date=2026-06-03
timestamp,Karl Poling,Nicolas Mejia
2026-06-03T20:43:00Z,56.76,47.19
2026-06-03T20:44:00Z,56.74,48.78
2026-06-03T20:45:00Z,53.50,50.04
2026-06-03T20:46:00Z,56.08,46.99
2026-06-03T20:47:00Z,68.40,35.36
2026-06-03T20:48:00Z,65.75,36.79
2026-06-03T20:49:00Z,77.45,22.82
2026-06-03T20:50:00Z,84.33,13.99
2026-06-03T20:51:00Z,83.91,17.37
2026-06-03T20:52:00Z,86.35,14.18
2026-06-03T20:53:00Z,86.85,13.15
2026-06-03T20:54:00Z,87.19,14.01
2026-06-03T20:55:00Z,87.98,15.25
2026-06-03T20:56:00Z,90.25,11.40
2026-06-03T20:57:00Z,86.71,14.48
2026-06-03T20:58:00Z,85.25,17.27
2026-06-03T20:59:00Z,88.03,15.31
2026-06-03T21:00:00Z,89.34,13.20
2026-06-03T21:01:00Z,88.82,11.71
2026-06-03T21:02:00Z,91.36,8.24
2026-06-03T21:03:00Z,91.81,9.42
2026-06-03T21:04:00Z,94.11,9.61
2026-06-03T21:05:00Z,91.32,13.75
2026-06-03T21:06:00Z,93.48,9.97
2026-06-03T21:07:00Z,93.99,8.81
2026-06-03T21:08:00Z,91.74,10.07
2026-06-03T21:09:00Z,91.44,10.63
2026-06-03T21:10:00Z,90.30,10.45
2026-06-03T21:11:00Z,89.10,10.39
2026-06-03T21:12:00Z,87.90,15.18
2026-06-03T21:13:00Z,81.19,25.43
2026-06-03T21:14:00Z,63.15,41.24
2026-06-03T21:15:00Z,57.35,45.16
2026-06-03T21:16:00Z,58.00,43.08
2026-06-03T21:17:00Z,69.92,38.94
2026-06-03T21:18:00Z,57.10,45.31
2026-06-03T21:19:00Z,51.21,51.51
2026-06-03T21:20:00Z,55.31,50.52
2026-06-03T21:21:00Z,51.89,50.54
2026-06-03T21:22:00Z,55.62,51.38
2026-06-03T21:23:00Z,46.96,59.26
2026-06-03T21:24:00Z,51.26,54.31
2026-06-03T21:25:00Z,57.29,50.73
2026-06-03T21:26:00Z,61.44,45.04
2026-06-03T21:27:00Z,62.99,44.80
2026-06-03T21:28:00Z,63.13,39.12
2026-06-03T21:29:00Z,67.90,38.96
2026-06-03T21:30:00Z,66.10,36.64
2026-06-03T21:31:00Z,84.38,21.88
2026-06-03T21:32:00Z,94.30,6.11
2026-06-03T21:33:00Z,88.43,12.57
2026-06-03T21:34:00Z,78.64,32.00
2026-06-03T21:35:00Z,77.75,24.59
2026-06-03T21:36:00Z,97.89,6.95
2026-06-03T21:37:00Z,99.00,6.95
2026-06-03T21:38:00Z,99.00,1.00
2026-06-03T21:39:00Z,99.00,1.00
2026-06-03T21:40:00Z,99.00,1.00
2026-06-03T21:41:00Z,99.00,1.00
2026-06-03T21:42:00Z,99.00,1.00
