# event_ticker=KXATPCHALLENGERMATCH-26JUN05SEAPOL
# final_score=7-6(2) 3-6 6-3
# score_resolution=7-6 3-6 6-3
# match_winner=Karl Poling
# fav_player=Karl Poling
# dog_player=Henry Searle
# kalshi_date=2026-06-05
timestamp,Henry Searle,Karl Poling
2026-06-05T18:05:00Z,73.69,27.26
2026-06-05T18:06:00Z,74.91,26.29
2026-06-05T18:07:00Z,75.44,26.64
2026-06-05T18:08:00Z,75.80,25.70
2026-06-05T18:09:00Z,76.76,25.83
2026-06-05T18:10:00Z,75.02,25.96
2026-06-05T18:11:00Z,74.80,26.18
2026-06-05T18:12:00Z,69.02,31.09
2026-06-05T18:13:00Z,68.17,33.01
2026-06-05T18:14:00Z,68.34,32.18
2026-06-05T18:15:00Z,60.74,37.87
2026-06-05T18:16:00Z,49.88,49.70
2026-06-05T18:17:00Z,39.72,61.20
2026-06-05T18:18:00Z,32.13,66.42
2026-06-05T18:19:00Z,35.40,66.03
2026-06-05T18:20:00Z,50.09,48.13
2026-06-05T18:21:00Z,63.05,37.71
2026-06-05T18:22:00Z,64.38,38.05
2026-06-05T18:23:00Z,66.26,33.94
2026-06-05T18:24:00Z,68.13,32.45
2026-06-05T18:25:00Z,61.97,39.52
2026-06-05T18:26:00Z,60.19,40.48
2026-06-05T18:27:00Z,59.50,41.73
2026-06-05T18:28:00Z,58.79,42.31
2026-06-05T18:29:00Z,62.45,39.16
2026-06-05T18:30:00Z,62.23,41.38
2026-06-05T18:31:00Z,58.46,42.83
2026-06-05T18:32:00Z,37.52,61.65
2026-06-05T18:33:00Z,24.67,75.26
2026-06-05T18:34:00Z,23.48,78.27
2026-06-05T18:35:00Z,10.85,87.40
2026-06-05T18:36:00Z,9.75,90.59
2026-06-05T18:37:00Z,10.50,89.55
2026-06-05T18:38:00Z,12.06,88.48
2026-06-05T18:39:00Z,12.06,88.73
2026-06-05T18:40:00Z,12.13,88.42
2026-06-05T18:41:00Z,5.11,94.65
2026-06-05T18:42:00Z,1.71,98.58
2026-06-05T18:43:00Z,1.00,99.00
2026-06-05T18:44:00Z,1.00,99.00
2026-06-05T18:45:00Z,1.00,99.00
2026-06-05T18:46:00Z,1.00,99.00
2026-06-05T18:47:00Z,1.00,99.00
