# event_ticker=KXATPCHALLENGERMATCH-26MAR25CINFOR
# final_score=6-3 6-3
# match_winner=Federico Cina
# fav_player=Federico Cina
# dog_player=Francesco Forti
# kalshi_date=2026-03-25
timestamp,Federico Cina,Francesco Forti
2026-03-25T12:29:00Z,67.00,34.00
2026-03-25T12:30:00Z,67.00,37.53
2026-03-25T12:31:00Z,67.00,35.05
2026-03-25T12:32:00Z,63.05,41.37
2026-03-25T12:33:00Z,69.25,34.60
2026-03-25T12:34:00Z,67.00,30.76
2026-03-25T12:35:00Z,69.86,30.15
2026-03-25T12:36:00Z,67.00,32.69
2026-03-25T12:37:00Z,69.00,33.66
2026-03-25T12:38:00Z,69.00,31.00
2026-03-25T12:39:00Z,79.49,18.37
2026-03-25T12:40:00Z,79.49,18.00
2026-03-25T12:41:00Z,84.64,17.96
2026-03-25T12:42:00Z,87.00,14.21
2026-03-25T12:43:00Z,87.00,14.89
2026-03-25T12:44:00Z,85.00,16.73
2026-03-25T12:45:00Z,84.00,18.00
2026-03-25T12:46:00Z,83.00,18.00
2026-03-25T12:47:00Z,83.00,21.93
2026-03-25T12:48:00Z,84.03,15.00
2026-03-25T12:49:00Z,88.00,13.51
2026-03-25T12:50:00Z,90.07,9.12
2026-03-25T12:51:00Z,90.07,10.00
2026-03-25T12:52:00Z,90.07,10.00
2026-03-25T12:53:00Z,92.00,10.00
2026-03-25T12:54:00Z,91.00,10.00
2026-03-25T12:55:00Z,91.00,11.27
2026-03-25T12:56:00Z,88.37,11.97
2026-03-25T12:57:00Z,88.00,15.62
2026-03-25T12:58:00Z,88.64,10.50
2026-03-25T12:59:00Z,90.03,12.34
2026-03-25T13:00:00Z,91.85,9.00
2026-03-25T13:01:00Z,93.16,7.96
2026-03-25T13:02:00Z,91.16,9.12
2026-03-25T13:03:00Z,90.00,10.72
2026-03-25T13:04:00Z,90.04,10.76
2026-03-25T13:05:00Z,86.60,13.93
2026-03-25T13:06:00Z,87.10,14.87
2026-03-25T13:07:00Z,89.01,11.93
2026-03-25T13:08:00Z,88.44,10.96
2026-03-25T13:09:00Z,87.63,14.09
2026-03-25T13:10:00Z,88.55,14.80
2026-03-25T13:11:00Z,90.00,10.93
2026-03-25T13:12:00Z,90.00,11.00
2026-03-25T13:13:00Z,86.00,14.04
2026-03-25T13:14:00Z,87.29,14.11
2026-03-25T13:15:00Z,86.99,14.86
2026-03-25T13:16:00Z,89.31,10.36
2026-03-25T13:17:00Z,86.95,14.72
2026-03-25T13:18:00Z,89.00,12.99
2026-03-25T13:19:00Z,88.09,15.19
2026-03-25T13:20:00Z,84.70,17.94
2026-03-25T13:21:00Z,83.07,18.06
2026-03-25T13:22:00Z,83.12,17.08
2026-03-25T13:23:00Z,82.59,22.86
2026-03-25T13:24:00Z,85.96,14.91
2026-03-25T13:25:00Z,86.40,13.33
2026-03-25T13:26:00Z,87.83,12.40
2026-03-25T13:27:00Z,92.21,9.87
2026-03-25T13:28:00Z,97.47,3.05
2026-03-25T13:29:00Z,98.95,2.24
2026-03-25T13:30:00Z,99.00,1.05
2026-03-25T13:31:00Z,99.00,1.05
2026-03-25T13:32:00Z,99.00,1.05
2026-03-25T13:33:00Z,99.00,1.05
