# event_ticker=KXATPCHALLENGERMATCH-26APR27SINJUB
# final_score=7-6(0) 6-1
# score_resolution=7-6 6-1
# match_winner=Paul Jubb
# fav_player=Paul Jubb
# dog_player=Digvijay Pratap Singh
# kalshi_date=2026-04-27
timestamp,Digvijay Pratap Singh,Paul Jubb
2026-04-27T20:26:00Z,17.00,86.00
2026-04-27T20:31:00Z,17.00,85.00
2026-04-27T20:34:00Z,17.00,86.00
2026-04-27T20:38:00Z,17.00,86.00
2026-04-27T20:45:00Z,17.00,86.00
2026-04-27T20:46:00Z,17.00,86.00
2026-04-27T20:47:00Z,17.00,86.00
2026-04-27T20:48:00Z,17.00,86.00
2026-04-27T20:59:00Z,17.00,86.00
2026-04-27T21:03:00Z,17.00,86.00
2026-04-27T21:05:00Z,17.00,86.00
2026-04-27T21:06:00Z,17.00,86.00
2026-04-27T21:07:00Z,17.00,86.00
2026-04-27T21:08:00Z,16.00,86.00
2026-04-27T21:13:00Z,16.00,86.00
2026-04-27T21:14:00Z,16.00,86.00
2026-04-27T21:16:00Z,16.00,86.00
2026-04-27T21:17:00Z,16.00,86.00
2026-04-27T21:18:00Z,16.00,86.00
2026-04-27T21:20:00Z,16.00,84.00
2026-04-27T21:24:00Z,16.00,84.00
2026-04-27T21:25:00Z,17.00,84.00
2026-04-27T21:26:00Z,17.00,84.00
2026-04-27T21:27:00Z,17.00,84.00
2026-04-27T21:28:00Z,17.00,84.00
2026-04-27T21:29:00Z,17.00,84.00
2026-04-27T21:31:00Z,17.00,84.80
2026-04-27T21:32:00Z,17.00,84.93
2026-04-27T21:33:00Z,17.00,84.00
2026-04-27T21:34:00Z,17.00,84.00
2026-04-27T21:35:00Z,17.58,84.00
2026-04-27T21:36:00Z,18.87,84.00
2026-04-27T21:37:00Z,17.59,84.98
2026-04-27T21:38:00Z,14.44,86.52
2026-04-27T21:39:00Z,13.41,86.70
2026-04-27T21:40:00Z,12.68,88.88
2026-04-27T21:41:00Z,15.60,86.05
2026-04-27T21:42:00Z,13.44,89.75
2026-04-27T21:43:00Z,9.85,91.00
2026-04-27T21:44:00Z,9.65,90.89
2026-04-27T21:45:00Z,8.00,92.78
2026-04-27T21:46:00Z,7.87,93.00
2026-04-27T21:47:00Z,8.00,93.00
2026-04-27T21:48:00Z,8.00,93.00
2026-04-27T21:49:00Z,8.62,93.00
2026-04-27T21:50:00Z,9.28,91.14
2026-04-27T21:51:00Z,12.10,88.08
2026-04-27T21:52:00Z,11.07,90.47
2026-04-27T21:53:00Z,7.55,92.61
2026-04-27T21:54:00Z,7.78,93.03
2026-04-27T21:55:00Z,8.06,93.00
2026-04-27T21:56:00Z,9.24,91.80
2026-04-27T21:57:00Z,10.00,91.80
2026-04-27T21:58:00Z,10.00,91.00
2026-04-27T21:59:00Z,8.72,92.18
2026-04-27T22:00:00Z,9.35,92.00
2026-04-27T22:01:00Z,9.00,93.00
2026-04-27T22:02:00Z,9.00,92.00
2026-04-27T22:03:00Z,9.58,91.13
2026-04-27T22:04:00Z,10.00,91.00
2026-04-27T22:05:00Z,11.26,89.02
2026-04-27T22:06:00Z,15.63,85.53
2026-04-27T22:07:00Z,22.77,79.95
2026-04-27T22:08:00Z,25.33,76.62
2026-04-27T22:09:00Z,25.23,76.03
2026-04-27T22:10:00Z,24.72,76.70
2026-04-27T22:11:00Z,28.40,72.79
2026-04-27T22:12:00Z,30.17,71.27
2026-04-27T22:13:00Z,27.27,74.12
2026-04-27T22:14:00Z,25.81,75.06
2026-04-27T22:15:00Z,27.12,74.29
2026-04-27T22:16:00Z,29.24,71.08
2026-04-27T22:17:00Z,30.43,70.99
2026-04-27T22:18:00Z,28.85,72.51
2026-04-27T22:19:00Z,26.53,74.81
2026-04-27T22:20:00Z,17.64,81.42
2026-04-27T22:21:00Z,13.38,86.30
2026-04-27T22:22:00Z,9.87,89.83
2026-04-27T22:23:00Z,7.77,92.77
2026-04-27T22:24:00Z,7.95,92.20
2026-04-27T22:25:00Z,7.86,92.83
2026-04-27T22:26:00Z,7.99,91.74
2026-04-27T22:27:00Z,8.54,91.90
2026-04-27T22:28:00Z,7.12,93.51
2026-04-27T22:29:00Z,6.44,93.95
2026-04-27T22:30:00Z,6.89,93.18
2026-04-27T22:31:00Z,7.07,93.98
2026-04-27T22:32:00Z,5.21,94.79
2026-04-27T22:33:00Z,8.00,93.30
2026-04-27T22:34:00Z,9.68,91.02
2026-04-27T22:35:00Z,8.10,92.53
2026-04-27T22:36:00Z,7.78,93.99
2026-04-27T22:37:00Z,7.32,93.79
2026-04-27T22:38:00Z,6.12,93.94
2026-04-27T22:39:00Z,4.46,95.90
2026-04-27T22:40:00Z,4.92,95.39
2026-04-27T22:41:00Z,3.77,96.07
2026-04-27T22:42:00Z,6.89,93.66
2026-04-27T22:43:00Z,2.97,96.97
2026-04-27T22:44:00Z,1.79,97.36
2026-04-27T22:45:00Z,1.38,98.63
2026-04-27T22:46:00Z,1.12,98.94
2026-04-27T22:47:00Z,1.13,98.43
2026-04-27T22:48:00Z,1.77,98.53
2026-04-27T22:49:00Z,1.28,98.91
2026-04-27T22:50:00Z,1.00,99.00
2026-04-27T22:51:00Z,1.00,99.00
2026-04-27T22:52:00Z,1.00,99.00
2026-04-27T22:53:00Z,1.00,99.00
2026-04-27T22:54:00Z,1.00,99.00
2026-04-27T22:55:00Z,1.00,99.00
2026-04-27T22:56:00Z,1.00,99.00
2026-04-27T22:57:00Z,1.00,99.00
2026-04-27T22:58:00Z,1.00,99.00
