# event_ticker=KXATPCHALLENGERMATCH-26APR14MOLJAR
# final_score=6-2 3-6 6-0
# score_resolution=2-6 6-3 0-6
# match_winner=Nicolas Jarry
# fav_player=Elmer Moller
# dog_player=Nicolas Jarry
# kalshi_date=2026-04-14
timestamp,Elmer Moller,Nicolas Jarry
2026-04-14T17:08:00Z,12.00,89.00
2026-04-14T17:09:00Z,12.93,87.41
2026-04-14T17:10:00Z,12.93,88.00
2026-04-14T17:11:00Z,12.00,88.00
2026-04-14T17:12:00Z,13.04,88.00
2026-04-14T17:13:00Z,14.00,87.00
2026-04-14T17:14:00Z,13.29,87.00
2026-04-14T17:15:00Z,14.60,86.10
2026-04-14T17:16:00Z,14.00,86.10
2026-04-14T17:17:00Z,14.00,87.00
2026-04-14T17:18:00Z,13.96,87.00
2026-04-14T17:19:00Z,14.00,87.00
2026-04-14T17:20:00Z,13.88,87.00
2026-04-14T17:21:00Z,14.00,87.00
2026-04-14T17:22:00Z,10.77,87.54
2026-04-14T17:23:00Z,10.84,89.14
2026-04-14T17:24:00Z,10.96,89.29
2026-04-14T17:25:00Z,13.91,86.90
2026-04-14T17:26:00Z,10.00,89.00
2026-04-14T17:27:00Z,11.25,87.84
2026-04-14T17:28:00Z,13.89,87.00
2026-04-14T17:29:00Z,16.03,84.47
2026-04-14T17:30:00Z,16.47,84.00
2026-04-14T17:31:00Z,18.47,81.57
2026-04-14T17:32:00Z,18.38,81.07
2026-04-14T17:33:00Z,19.13,82.27
2026-04-14T17:34:00Z,16.00,83.00
2026-04-14T17:35:00Z,18.57,81.57
2026-04-14T17:36:00Z,20.36,79.94
2026-04-14T17:37:00Z,20.83,80.00
2026-04-14T17:38:00Z,20.90,79.39
2026-04-14T17:39:00Z,25.98,75.84
2026-04-14T17:40:00Z,31.75,68.14
2026-04-14T17:41:00Z,28.63,69.00
2026-04-14T17:42:00Z,33.25,65.13
2026-04-14T17:43:00Z,36.90,64.27
2026-04-14T17:44:00Z,37.35,65.55
2026-04-14T17:45:00Z,39.57,61.02
2026-04-14T17:46:00Z,40.47,59.00
2026-04-14T17:47:00Z,42.31,58.00
2026-04-14T17:48:00Z,47.78,55.63
2026-04-14T17:49:00Z,48.67,51.36
2026-04-14T17:50:00Z,46.14,54.35
2026-04-14T17:51:00Z,42.01,58.83
2026-04-14T17:52:00Z,40.74,59.10
2026-04-14T17:53:00Z,40.68,60.03
2026-04-14T17:54:00Z,38.63,63.03
2026-04-14T17:55:00Z,37.99,64.40
2026-04-14T17:56:00Z,38.18,62.79
2026-04-14T17:57:00Z,39.72,63.93
2026-04-14T17:58:00Z,33.29,66.38
2026-04-14T17:59:00Z,36.04,63.24
2026-04-14T18:00:00Z,35.59,69.60
2026-04-14T18:01:00Z,37.82,66.63
2026-04-14T18:02:00Z,40.52,61.79
2026-04-14T18:03:00Z,39.61,62.00
2026-04-14T18:04:00Z,39.37,61.99
2026-04-14T18:05:00Z,39.06,62.00
2026-04-14T18:06:00Z,37.58,63.95
2026-04-14T18:07:00Z,32.60,66.55
2026-04-14T18:08:00Z,33.77,68.13
2026-04-14T18:09:00Z,37.61,62.68
2026-04-14T18:10:00Z,40.85,61.17
2026-04-14T18:11:00Z,38.50,64.00
2026-04-14T18:12:00Z,35.55,68.01
2026-04-14T18:13:00Z,34.10,63.94
2026-04-14T18:14:00Z,41.19,59.16
2026-04-14T18:15:00Z,40.51,59.40
2026-04-14T18:16:00Z,39.08,60.00
2026-04-14T18:17:00Z,41.00,60.88
2026-04-14T18:18:00Z,40.08,60.56
2026-04-14T18:19:00Z,34.36,65.40
2026-04-14T18:20:00Z,32.24,68.34
2026-04-14T18:21:00Z,34.00,66.15
2026-04-14T18:22:00Z,37.39,66.29
2026-04-14T18:23:00Z,28.16,73.06
2026-04-14T18:24:00Z,15.53,82.64
2026-04-14T18:25:00Z,14.86,83.19
2026-04-14T18:26:00Z,22.49,77.66
2026-04-14T18:27:00Z,15.49,88.03
2026-04-14T18:28:00Z,11.40,89.94
2026-04-14T18:29:00Z,9.46,90.68
2026-04-14T18:30:00Z,6.57,92.87
2026-04-14T18:31:00Z,6.72,94.31
2026-04-14T18:32:00Z,5.47,92.88
2026-04-14T18:33:00Z,2.36,97.89
2026-04-14T18:34:00Z,1.20,98.84
2026-04-14T18:35:00Z,1.00,98.95
2026-04-14T18:36:00Z,1.00,99.00
2026-04-14T18:37:00Z,1.00,99.00
2026-04-14T18:38:00Z,1.00,99.00
2026-04-14T18:39:00Z,1.00,99.00
2026-04-14T18:40:00Z,1.00,99.00
2026-04-14T18:41:00Z,1.00,99.00
2026-04-14T18:42:00Z,1.00,99.00
