# event_ticker=KXATPCHALLENGERMATCH-26MAY06DEVFER
# final_score=7-6(3) 6-3
# score_resolution=6-7 3-6
# match_winner=Murkel Dellien
# fav_player=Bruno Fernandez
# dog_player=Murkel Dellien
# kalshi_date=2026-05-06
timestamp,Murkel Dellien,Bruno Fernandez
2026-05-06T14:00:00Z,50.65,47.12
2026-05-06T14:01:00Z,55.06,44.78
2026-05-06T14:02:00Z,56.00,42.63
2026-05-06T14:03:00Z,51.00,50.85
2026-05-06T14:04:00Z,52.07,47.97
2026-05-06T14:05:00Z,49.23,50.07
2026-05-06T14:06:00Z,47.63,53.51
2026-05-06T14:07:00Z,46.07,53.96
2026-05-06T14:08:00Z,47.54,53.96
2026-05-06T14:09:00Z,47.54,50.00
2026-05-06T14:10:00Z,51.00,50.00
2026-05-06T14:11:00Z,47.68,50.58
2026-05-06T14:12:00Z,48.71,55.00
2026-05-06T14:13:00Z,47.40,53.11
2026-05-06T14:14:00Z,46.92,53.88
2026-05-06T14:15:00Z,45.17,56.00
2026-05-06T14:16:00Z,46.33,54.99
2026-05-06T14:17:00Z,46.00,54.72
2026-05-06T14:18:00Z,47.00,53.00
2026-05-06T14:19:00Z,47.00,53.00
2026-05-06T14:20:00Z,47.02,53.00
2026-05-06T14:21:00Z,49.11,54.00
2026-05-06T14:22:00Z,47.24,52.00
2026-05-06T14:23:00Z,42.98,57.08
2026-05-06T14:24:00Z,44.35,52.91
2026-05-06T14:25:00Z,65.79,43.19
2026-05-06T14:26:00Z,69.13,30.77
2026-05-06T14:27:00Z,70.00,29.00
2026-05-06T14:28:00Z,74.00,27.00
2026-05-06T14:29:00Z,74.41,26.00
2026-05-06T14:30:00Z,72.29,26.68
2026-05-06T14:31:00Z,71.00,30.07
2026-05-06T14:32:00Z,70.10,31.00
2026-05-06T14:33:00Z,68.21,32.97
2026-05-06T14:34:00Z,57.39,40.80
2026-05-06T14:35:00Z,64.48,36.31
2026-05-06T14:36:00Z,70.00,30.36
2026-05-06T14:37:00Z,77.80,25.49
2026-05-06T14:38:00Z,77.40,22.98
2026-05-06T14:39:00Z,81.66,18.84
2026-05-06T14:40:00Z,86.70,14.72
2026-05-06T14:41:00Z,87.40,13.00
2026-05-06T14:42:00Z,88.00,13.00
2026-05-06T14:43:00Z,87.48,13.00
2026-05-06T14:44:00Z,88.00,13.00
2026-05-06T14:45:00Z,87.96,13.00
2026-05-06T14:46:00Z,87.96,13.00
2026-05-06T14:47:00Z,87.03,13.00
2026-05-06T14:48:00Z,87.06,13.42
2026-05-06T14:49:00Z,86.00,15.50
2026-05-06T14:50:00Z,84.00,16.17
2026-05-06T14:51:00Z,84.00,16.60
2026-05-06T14:52:00Z,86.00,15.48
2026-05-06T14:53:00Z,82.75,16.39
2026-05-06T14:54:00Z,77.97,21.82
2026-05-06T14:55:00Z,71.55,29.40
2026-05-06T14:56:00Z,70.82,29.68
2026-05-06T14:57:00Z,73.36,27.81
2026-05-06T14:58:00Z,76.48,21.40
2026-05-06T14:59:00Z,83.00,17.00
2026-05-06T15:00:00Z,81.12,18.26
2026-05-06T15:01:00Z,82.21,20.89
2026-05-06T15:02:00Z,83.36,16.63
2026-05-06T15:03:00Z,85.00,15.94
2026-05-06T15:04:00Z,84.08,15.28
2026-05-06T15:05:00Z,84.00,16.42
2026-05-06T15:06:00Z,86.11,14.85
2026-05-06T15:07:00Z,86.51,16.60
2026-05-06T15:08:00Z,88.15,11.64
2026-05-06T15:09:00Z,89.00,12.50
2026-05-06T15:10:00Z,87.01,12.71
2026-05-06T15:11:00Z,87.05,11.91
2026-05-06T15:12:00Z,87.15,12.16
2026-05-06T15:13:00Z,88.80,10.73
2026-05-06T15:14:00Z,90.16,10.90
2026-05-06T15:15:00Z,88.21,11.46
2026-05-06T15:16:00Z,90.90,10.23
2026-05-06T15:17:00Z,90.00,11.81
2026-05-06T15:18:00Z,83.00,16.99
2026-05-06T15:19:00Z,83.00,17.86
2026-05-06T15:20:00Z,82.33,18.25
2026-05-06T15:21:00Z,82.33,18.97
2026-05-06T15:22:00Z,83.10,19.00
2026-05-06T15:23:00Z,83.00,19.00
2026-05-06T15:24:00Z,84.00,17.00
2026-05-06T15:25:00Z,79.87,18.72
2026-05-06T15:26:00Z,76.88,25.88
2026-05-06T15:27:00Z,82.81,20.49
2026-05-06T15:28:00Z,84.61,16.49
2026-05-06T15:29:00Z,83.81,15.62
2026-05-06T15:30:00Z,87.39,12.71
2026-05-06T15:31:00Z,89.67,9.30
2026-05-06T15:32:00Z,94.51,8.75
2026-05-06T15:33:00Z,94.69,5.47
2026-05-06T15:34:00Z,94.11,5.96
2026-05-06T15:35:00Z,94.88,5.62
2026-05-06T15:36:00Z,96.84,2.52
2026-05-06T15:37:00Z,96.03,3.95
2026-05-06T15:38:00Z,96.98,5.71
2026-05-06T15:39:00Z,95.01,4.74
2026-05-06T15:40:00Z,96.99,4.75
2026-05-06T15:41:00Z,97.03,3.93
2026-05-06T15:42:00Z,98.86,1.18
2026-05-06T15:43:00Z,99.00,1.07
2026-05-06T15:44:00Z,99.00,1.00
2026-05-06T15:45:00Z,99.00,1.00
2026-05-06T15:46:00Z,99.00,1.00
2026-05-06T15:48:00Z,99.00,1.00
2026-05-06T15:49:00Z,99.00,1.00
2026-05-06T15:51:00Z,99.00,1.00
