# event_ticker=KXATPCHALLENGERMATCH-26APR02TUNMOR
# final_score=7-6(7) 7-6(1)
# score_resolution=6-7 6-7
# match_winner=Tung-Lin Wu
# fav_player=Hiroki Moriya
# dog_player=Tung-Lin Wu
# kalshi_date=2026-04-02
timestamp,Hiroki Moriya,Tung-Lin Wu
2026-04-03T02:25:00Z,44.95,59.73
2026-04-03T02:26:00Z,46.24,57.56
2026-04-03T02:27:00Z,49.99,58.00
2026-04-03T02:28:00Z,39.75,65.25
2026-04-03T02:29:00Z,32.52,68.82
2026-04-03T02:30:00Z,32.12,70.42
2026-04-03T02:31:00Z,33.33,69.90
2026-04-03T02:32:00Z,28.97,74.00
2026-04-03T02:33:00Z,29.00,74.00
2026-04-03T02:34:00Z,28.67,72.15
2026-04-03T02:35:00Z,26.03,77.00
2026-04-03T02:36:00Z,18.65,79.30
2026-04-03T02:37:00Z,25.91,78.60
2026-04-03T02:38:00Z,30.01,72.19
2026-04-03T02:39:00Z,28.12,74.92
2026-04-03T02:40:00Z,33.21,67.53
2026-04-03T02:41:00Z,31.58,70.39
2026-04-03T02:42:00Z,29.00,73.96
2026-04-03T02:43:00Z,29.07,73.00
2026-04-03T02:44:00Z,29.65,74.70
2026-04-03T02:45:00Z,32.23,73.82
2026-04-03T02:46:00Z,29.68,73.93
2026-04-03T02:47:00Z,33.25,70.84
2026-04-03T02:48:00Z,35.23,69.56
2026-04-03T02:49:00Z,34.62,70.65
2026-04-03T02:50:00Z,37.74,63.39
2026-04-03T02:51:00Z,49.42,52.93
2026-04-03T02:52:00Z,52.85,49.22
2026-04-03T02:53:00Z,69.77,38.54
2026-04-03T02:54:00Z,59.28,45.97
2026-04-03T02:55:00Z,53.28,47.55
2026-04-03T02:56:00Z,55.50,47.68
2026-04-03T02:57:00Z,47.63,51.74
2026-04-03T02:58:00Z,41.64,64.86
2026-04-03T02:59:00Z,26.40,72.34
2026-04-03T03:00:00Z,28.14,71.24
2026-04-03T03:01:00Z,32.01,70.62
2026-04-03T03:02:00Z,35.15,69.85
2026-04-03T03:03:00Z,30.17,73.22
2026-04-03T03:04:00Z,39.82,63.35
2026-04-03T03:05:00Z,38.05,64.38
2026-04-03T03:06:00Z,40.96,64.31
2026-04-03T03:07:00Z,38.37,63.44
2026-04-03T03:08:00Z,36.74,63.17
2026-04-03T03:09:00Z,36.28,68.64
2026-04-03T03:10:00Z,32.94,66.03
2026-04-03T03:11:00Z,26.70,75.47
2026-04-03T03:12:00Z,30.60,72.79
2026-04-03T03:13:00Z,24.64,75.35
2026-04-03T03:14:00Z,30.20,73.35
2026-04-03T03:15:00Z,37.74,66.32
2026-04-03T03:16:00Z,35.44,70.13
2026-04-03T03:17:00Z,36.39,64.43
2026-04-03T03:18:00Z,35.96,66.26
2026-04-03T03:19:00Z,22.75,80.35
2026-04-03T03:20:00Z,21.25,80.99
2026-04-03T03:21:00Z,24.54,79.31
2026-04-03T03:22:00Z,25.91,76.11
2026-04-03T03:23:00Z,25.25,74.56
2026-04-03T03:24:00Z,25.01,75.73
2026-04-03T03:25:00Z,28.74,69.72
2026-04-03T03:26:00Z,30.62,76.78
2026-04-03T03:27:00Z,22.77,79.00
2026-04-03T03:28:00Z,21.03,79.93
2026-04-03T03:29:00Z,25.74,79.27
2026-04-03T03:30:00Z,21.74,79.55
2026-04-03T03:31:00Z,26.23,79.55
2026-04-03T03:32:00Z,25.71,76.00
2026-04-03T03:33:00Z,31.82,79.16
2026-04-03T03:34:00Z,29.48,70.35
2026-04-03T03:35:00Z,33.26,70.35
2026-04-03T03:36:00Z,31.33,69.00
2026-04-03T03:37:00Z,34.80,63.30
2026-04-03T03:38:00Z,36.45,67.30
2026-04-03T03:39:00Z,36.35,70.12
2026-04-03T03:40:00Z,27.40,75.48
2026-04-03T03:41:00Z,30.38,73.65
2026-04-03T03:42:00Z,34.03,75.62
2026-04-03T03:43:00Z,31.42,71.52
2026-04-03T03:44:00Z,25.34,77.12
2026-04-03T03:45:00Z,25.71,76.66
2026-04-03T03:46:00Z,29.31,71.30
2026-04-03T03:47:00Z,31.62,68.30
2026-04-03T03:48:00Z,28.22,72.53
2026-04-03T03:49:00Z,28.46,76.98
2026-04-03T03:50:00Z,24.00,79.60
2026-04-03T03:51:00Z,23.91,78.45
2026-04-03T03:52:00Z,24.81,77.66
2026-04-03T03:53:00Z,26.08,75.72
2026-04-03T03:54:00Z,25.69,75.06
2026-04-03T03:55:00Z,25.39,74.46
2026-04-03T03:56:00Z,26.40,72.96
2026-04-03T03:57:00Z,27.00,75.24
2026-04-03T03:58:00Z,25.20,74.58
2026-04-03T03:59:00Z,31.36,70.11
2026-04-03T04:00:00Z,30.33,72.73
2026-04-03T04:01:00Z,26.89,74.51
2026-04-03T04:02:00Z,29.47,74.77
2026-04-03T04:03:00Z,30.75,72.00
2026-04-03T04:04:00Z,28.28,75.15
2026-04-03T04:05:00Z,32.22,72.67
2026-04-03T04:06:00Z,27.07,70.60
2026-04-03T04:07:00Z,28.99,75.50
2026-04-03T04:08:00Z,24.50,77.10
2026-04-03T04:09:00Z,28.76,77.10
2026-04-03T04:10:00Z,30.36,68.49
2026-04-03T04:11:00Z,31.00,70.76
2026-04-03T04:12:00Z,30.88,72.83
2026-04-03T04:13:00Z,26.05,75.00
2026-04-03T04:14:00Z,25.01,75.00
2026-04-03T04:15:00Z,24.69,75.14
2026-04-03T04:16:00Z,32.88,73.00
2026-04-03T04:17:00Z,30.12,70.00
2026-04-03T04:18:00Z,30.00,70.82
2026-04-03T04:19:00Z,29.55,71.81
2026-04-03T04:20:00Z,33.93,72.85
2026-04-03T04:21:00Z,37.68,66.26
2026-04-03T04:22:00Z,36.99,63.55
2026-04-03T04:23:00Z,37.53,66.00
2026-04-03T04:24:00Z,31.15,69.39
2026-04-03T04:25:00Z,36.26,62.08
2026-04-03T04:26:00Z,36.75,65.78
2026-04-03T04:27:00Z,38.44,65.96
2026-04-03T04:28:00Z,41.54,62.99
2026-04-03T04:29:00Z,32.65,68.54
2026-04-03T04:30:00Z,25.86,77.91
2026-04-03T04:31:00Z,26.26,82.23
2026-04-03T04:32:00Z,13.82,88.31
2026-04-03T04:33:00Z,8.04,93.59
2026-04-03T04:34:00Z,8.43,94.88
2026-04-03T04:35:00Z,3.51,97.64
2026-04-03T04:36:00Z,1.11,98.94
2026-04-03T04:37:00Z,1.00,98.84
2026-04-03T04:38:00Z,1.00,99.00
2026-04-03T04:39:00Z,1.00,99.00
2026-04-03T04:40:00Z,1.00,99.00
2026-04-03T04:41:00Z,1.00,99.00
2026-04-03T04:42:00Z,1.00,99.00
