# event_ticker=KXATPCHALLENGERMATCH-26FEB16BUTGEE
# final_score=6-3 7-5
# score_resolution=3-6 5-7
# match_winner=Michael Geerts
# fav_player=Edas Butvilas
# dog_player=Michael Geerts
# kalshi_date=2026-02-16
timestamp,Edas Butvilas,Michael Geerts
2026-02-16T08:56:00Z,35.87,65.00
2026-02-16T08:57:00Z,36.13,66.00
2026-02-16T08:58:00Z,35.00,66.93
2026-02-16T08:59:00Z,34.13,66.93
2026-02-16T09:00:00Z,34.63,66.25
2026-02-16T09:01:00Z,36.53,65.08
2026-02-16T09:02:00Z,36.26,64.76
2026-02-16T09:03:00Z,38.43,63.37
2026-02-16T09:04:00Z,37.71,64.01
2026-02-16T09:05:00Z,39.98,64.13
2026-02-16T09:06:00Z,43.99,61.01
2026-02-16T09:07:00Z,41.15,61.59
2026-02-16T09:08:00Z,37.46,62.91
2026-02-16T09:09:00Z,35.35,66.09
2026-02-16T09:10:00Z,35.60,65.23
2026-02-16T09:11:00Z,40.02,65.46
2026-02-16T09:12:00Z,36.47,67.51
2026-02-16T09:13:00Z,31.07,71.58
2026-02-16T09:14:00Z,34.03,69.07
2026-02-16T09:15:00Z,38.00,64.14
2026-02-16T09:16:00Z,34.57,65.15
2026-02-16T09:17:00Z,31.00,71.89
2026-02-16T09:18:00Z,31.00,71.91
2026-02-16T09:19:00Z,32.35,69.28
2026-02-16T09:20:00Z,36.82,64.66
2026-02-16T09:21:00Z,38.78,63.48
2026-02-16T09:22:00Z,36.47,63.63
2026-02-16T09:23:00Z,38.99,63.61
2026-02-16T09:24:00Z,32.02,66.61
2026-02-16T09:25:00Z,33.00,68.56
2026-02-16T09:26:00Z,35.43,67.31
2026-02-16T09:27:00Z,31.99,69.13
2026-02-16T09:28:00Z,34.73,68.64
2026-02-16T09:29:00Z,35.58,67.49
2026-02-16T09:30:00Z,36.57,65.37
2026-02-16T09:31:00Z,36.57,62.53
2026-02-16T09:32:00Z,42.76,61.64
2026-02-16T09:33:00Z,39.16,67.89
2026-02-16T09:34:00Z,34.10,63.58
2026-02-16T09:35:00Z,36.57,66.14
2026-02-16T09:36:00Z,32.00,70.74
2026-02-16T09:37:00Z,30.34,70.96
2026-02-16T09:38:00Z,29.15,67.96
2026-02-16T09:39:00Z,28.59,69.25
2026-02-16T09:40:00Z,33.14,66.46
2026-02-16T09:41:00Z,32.94,68.91
2026-02-16T09:42:00Z,31.08,69.46
2026-02-16T09:43:00Z,35.70,66.52
2026-02-16T09:44:00Z,33.37,68.69
2026-02-16T09:45:00Z,28.36,74.51
2026-02-16T09:46:00Z,27.85,75.00
2026-02-16T09:47:00Z,28.04,73.16
2026-02-16T09:48:00Z,32.52,69.17
2026-02-16T09:49:00Z,33.76,68.70
2026-02-16T09:50:00Z,32.37,67.42
2026-02-16T09:51:00Z,27.85,72.59
2026-02-16T09:52:00Z,26.78,74.14
2026-02-16T09:53:00Z,26.94,74.69
2026-02-16T09:54:00Z,26.95,73.65
2026-02-16T09:55:00Z,19.87,82.55
2026-02-16T09:56:00Z,4.66,94.73
2026-02-16T09:57:00Z,4.66,99.00
2026-02-16T09:58:00Z,1.00,99.00
2026-02-16T09:59:00Z,1.00,99.00
2026-02-16T10:00:00Z,1.00,99.00
2026-02-16T10:01:00Z,1.00,99.00
2026-02-16T10:02:00Z,1.00,99.00
