# event_ticker=KXATPCHALLENGERMATCH-26MAR16BARKIN
# final_score=7-5 6-3
# score_resolution=5-7 3-6
# match_winner=Alex Barrena
# fav_player=Cannon Kingsley
# dog_player=Alex Barrena
# kalshi_date=2026-03-16
timestamp,Cannon Kingsley,Alex Barrena
2026-03-18T00:18:00Z,36.00,65.60
2026-03-18T00:19:00Z,29.09,71.00
2026-03-18T00:20:00Z,29.00,73.00
2026-03-18T00:21:00Z,29.29,73.00
2026-03-18T00:22:00Z,35.00,67.00
2026-03-18T00:23:00Z,35.00,71.00
2026-03-18T00:24:00Z,31.18,71.27
2026-03-18T00:25:00Z,32.72,71.27
2026-03-18T00:26:00Z,38.00,62.73
2026-03-18T00:27:00Z,37.15,61.41
2026-03-18T00:28:00Z,27.00,69.36
2026-03-18T00:29:00Z,28.66,71.12
2026-03-18T00:30:00Z,29.00,71.12
2026-03-18T00:31:00Z,33.16,69.91
2026-03-18T00:32:00Z,24.77,72.50
2026-03-18T00:33:00Z,15.49,81.09
2026-03-18T00:34:00Z,12.74,86.00
2026-03-18T00:35:00Z,14.00,87.00
2026-03-18T00:36:00Z,14.00,86.70
2026-03-18T00:37:00Z,14.00,86.17
2026-03-18T00:38:00Z,14.00,86.25
2026-03-18T00:39:00Z,14.00,87.00
2026-03-18T00:40:00Z,15.65,84.15
2026-03-18T00:41:00Z,12.00,88.87
2026-03-18T00:42:00Z,10.90,89.63
2026-03-18T00:43:00Z,8.95,92.14
2026-03-18T00:44:00Z,10.18,90.62
2026-03-18T00:45:00Z,9.08,91.67
2026-03-18T00:46:00Z,11.47,88.26
2026-03-18T00:47:00Z,14.08,85.02
2026-03-18T00:48:00Z,13.00,87.10
2026-03-18T00:49:00Z,13.18,82.68
2026-03-18T00:50:00Z,16.00,84.55
2026-03-18T00:51:00Z,14.00,85.00
2026-03-18T00:52:00Z,13.96,86.00
2026-03-18T00:53:00Z,12.78,87.34
2026-03-18T00:54:00Z,13.00,89.00
2026-03-18T00:55:00Z,11.19,89.41
2026-03-18T00:56:00Z,14.00,87.00
2026-03-18T00:57:00Z,15.44,84.62
2026-03-18T00:58:00Z,15.86,85.48
2026-03-18T00:59:00Z,17.01,84.05
2026-03-18T01:00:00Z,15.00,83.00
2026-03-18T01:01:00Z,12.33,88.00
2026-03-18T01:02:00Z,12.95,89.27
2026-03-18T01:03:00Z,9.30,89.89
2026-03-18T01:04:00Z,6.00,94.37
2026-03-18T01:05:00Z,3.90,95.59
2026-03-18T01:06:00Z,2.07,97.71
2026-03-18T01:07:00Z,1.81,98.49
2026-03-18T01:08:00Z,2.13,97.88
2026-03-18T01:09:00Z,2.13,98.00
2026-03-18T01:10:00Z,2.98,97.45
2026-03-18T01:11:00Z,2.31,97.91
2026-03-18T01:12:00Z,3.07,97.95
2026-03-18T01:13:00Z,3.42,96.27
2026-03-18T01:14:00Z,1.00,99.00
2026-03-18T01:15:00Z,1.00,99.00
2026-03-18T01:16:00Z,1.00,99.00
