# event_ticker=KXATPMATCH-25AUG08KECQUI
# final_score=7-6(5) 6-4
# score_resolution=7-6 6-4
# match_winner=Ethan Quinn
# fav_player=Ethan Quinn
# dog_player=Miomir Kecmanovic
# kalshi_date=2025-08-08
timestamp,Ethan Quinn,Miomir Kecmanovic
2025-08-08T19:41:00Z,44.00,53.38
2025-08-08T19:45:00Z,44.00,49.00
2025-08-08T19:46:00Z,54.00,49.00
2025-08-08T19:47:00Z,56.37,48.00
2025-08-08T19:48:00Z,55.44,47.09
2025-08-08T19:49:00Z,54.35,49.00
2025-08-08T19:50:00Z,55.00,49.00
2025-08-08T19:51:00Z,57.52,45.02
2025-08-08T19:52:00Z,62.00,45.02
2025-08-08T19:53:00Z,62.00,40.00
2025-08-08T19:55:00Z,50.29,47.20
2025-08-08T19:56:00Z,53.00,47.92
2025-08-08T19:57:00Z,54.29,47.00
2025-08-08T19:58:00Z,72.00,29.50
2025-08-08T19:59:00Z,72.00,30.79
2025-08-08T20:00:00Z,72.00,30.66
2025-08-08T20:01:00Z,60.60,35.69
2025-08-08T20:03:00Z,60.60,35.85
2025-08-08T20:04:00Z,71.00,35.85
2025-08-08T20:05:00Z,70.21,38.98
2025-08-08T20:06:00Z,66.00,33.00
2025-08-08T20:07:00Z,75.00,30.60
2025-08-08T20:08:00Z,79.59,22.40
2025-08-08T20:09:00Z,85.29,8.01
2025-08-08T20:10:00Z,87.90,20.68
2025-08-08T20:11:00Z,87.81,12.49
2025-08-08T20:12:00Z,88.64,12.49
2025-08-08T20:13:00Z,87.91,12.51
2025-08-08T20:14:00Z,85.02,22.81
2025-08-08T20:15:00Z,89.43,14.86
2025-08-08T20:16:00Z,89.46,13.67
2025-08-08T20:17:00Z,91.00,14.00
2025-08-08T20:18:00Z,88.59,15.42
2025-08-08T20:19:00Z,91.00,12.17
2025-08-08T20:20:00Z,92.00,12.17
2025-08-08T20:21:00Z,90.00,11.00
2025-08-08T20:22:00Z,88.00,12.65
2025-08-08T20:23:00Z,92.00,11.25
2025-08-08T20:24:00Z,92.00,9.02
2025-08-08T20:25:00Z,92.00,10.42
2025-08-08T20:26:00Z,91.00,12.00
2025-08-08T20:27:00Z,91.75,7.12
2025-08-08T20:28:00Z,91.75,15.00
2025-08-08T20:29:00Z,89.00,17.87
2025-08-08T20:30:00Z,76.38,28.96
2025-08-08T20:31:00Z,76.38,32.64
2025-08-08T20:32:00Z,73.19,28.79
2025-08-08T20:33:00Z,88.70,20.23
2025-08-08T20:34:00Z,88.33,10.45
2025-08-08T20:35:00Z,97.08,6.91
2025-08-08T20:36:00Z,97.69,6.91
2025-08-08T20:37:00Z,93.17,10.30
2025-08-08T20:38:00Z,99.00,1.21
2025-08-08T20:41:00Z,99.00,1.21
