# event_ticker=KXATPMATCH-25JUL16CAZETC
# final_score=6-3 4-6 6-4
# match_winner=Arthur Cazaux
# fav_player=Arthur Cazaux
# dog_player=Tomas Martin Etcheverry
# kalshi_date=2025-07-16
timestamp,Arthur Cazaux,Tomas Martin Etcheverry
2025-07-17T12:42:00Z,35.38,51.68
2025-07-17T12:43:00Z,35.38,46.00
2025-07-17T12:44:00Z,59.00,44.00
2025-07-17T12:45:00Z,59.00,46.34
2025-07-17T12:46:00Z,52.22,46.34
2025-07-17T12:47:00Z,52.00,50.00
2025-07-17T12:48:00Z,52.00,50.00
2025-07-17T12:49:00Z,55.00,47.00
2025-07-17T12:50:00Z,51.00,48.71
2025-07-17T12:51:00Z,62.59,50.21
2025-07-17T12:52:00Z,58.83,50.21
2025-07-17T12:53:00Z,50.85,50.04
2025-07-17T12:54:00Z,47.53,50.04
2025-07-17T12:55:00Z,47.53,58.71
2025-07-17T12:56:00Z,35.47,58.71
2025-07-17T12:57:00Z,35.47,69.50
2025-07-17T12:58:00Z,26.00,68.50
2025-07-17T12:59:00Z,32.77,67.98
2025-07-17T13:00:00Z,30.00,71.00
2025-07-17T13:01:00Z,30.23,71.00
2025-07-17T13:02:00Z,30.00,71.00
2025-07-17T13:03:00Z,30.36,74.00
2025-07-17T13:04:00Z,25.63,75.52
2025-07-17T13:05:00Z,29.00,75.52
2025-07-17T13:06:00Z,25.58,76.00
2025-07-17T13:07:00Z,22.77,77.00
2025-07-17T13:08:00Z,15.99,87.32
2025-07-17T13:09:00Z,12.91,88.96
2025-07-17T13:10:00Z,29.25,80.86
2025-07-17T13:11:00Z,29.51,73.00
2025-07-17T13:12:00Z,25.00,76.00
2025-07-17T13:13:00Z,25.00,76.00
2025-07-17T13:14:00Z,25.00,76.00
2025-07-17T13:15:00Z,23.00,76.00
2025-07-17T13:16:00Z,27.25,69.24
2025-07-17T13:19:00Z,25.61,76.80
2025-07-17T13:20:00Z,30.13,70.08
2025-07-17T13:21:00Z,26.00,74.64
2025-07-17T13:22:00Z,27.71,74.64
2025-07-17T13:23:00Z,27.71,75.89
2025-07-17T13:24:00Z,27.71,76.00
2025-07-17T13:25:00Z,26.59,77.87
2025-07-17T13:26:00Z,19.00,82.25
2025-07-17T13:27:00Z,6.05,88.99
2025-07-17T13:28:00Z,12.00,83.00
2025-07-17T13:29:00Z,17.34,80.55
2025-07-17T13:30:00Z,17.40,84.06
2025-07-17T13:31:00Z,24.16,84.06
2025-07-17T13:32:00Z,29.96,84.06
2025-07-17T13:33:00Z,38.00,65.71
2025-07-17T13:34:00Z,47.96,49.32
2025-07-17T13:35:00Z,58.06,39.43
2025-07-17T13:36:00Z,58.06,53.00
2025-07-17T13:37:00Z,66.42,25.00
2025-07-17T13:38:00Z,75.84,25.00
2025-07-17T13:39:00Z,79.67,16.63
2025-07-17T13:40:00Z,88.00,10.06
2025-07-17T13:41:00Z,94.07,3.69
2025-07-17T13:42:00Z,92.06,6.91
2025-07-17T13:43:00Z,92.65,5.76
2025-07-17T13:44:00Z,91.19,11.00
2025-07-17T13:45:00Z,91.05,14.89
2025-07-17T13:46:00Z,85.05,15.85
2025-07-17T13:47:00Z,85.12,15.00
2025-07-17T13:48:00Z,75.00,18.63
2025-07-17T13:49:00Z,93.57,9.15
2025-07-17T13:50:00Z,98.30,1.57
2025-07-17T13:51:00Z,99.00,1.57
