# event_ticker=KXATPCHALLENGERMATCH-26MAY22AGANED
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Andrej Nedic
# fav_player=Franco Agamenone
# dog_player=Andrej Nedic
# kalshi_date=2026-05-22
timestamp,Franco Agamenone,Andrej Nedic
2026-05-22T11:17:00Z,35.00,61.91
2026-05-22T11:18:00Z,35.00,67.46
2026-05-22T11:19:00Z,31.00,69.84
2026-05-22T11:20:00Z,34.00,70.00
2026-05-22T11:21:00Z,38.06,63.00
2026-05-22T11:22:00Z,42.00,58.00
2026-05-22T11:23:00Z,40.23,58.41
2026-05-22T11:24:00Z,44.57,54.58
2026-05-22T11:25:00Z,44.57,64.82
2026-05-22T11:26:00Z,33.00,67.90
2026-05-22T11:27:00Z,34.00,68.00
2026-05-22T11:28:00Z,41.38,62.00
2026-05-22T11:29:00Z,41.38,58.00
2026-05-22T11:30:00Z,43.00,56.00
2026-05-22T11:31:00Z,41.19,56.33
2026-05-22T11:32:00Z,46.96,53.29
2026-05-22T11:33:00Z,45.02,55.92
2026-05-22T11:34:00Z,49.35,51.58
2026-05-22T11:35:00Z,52.00,49.00
2026-05-22T11:36:00Z,54.29,49.67
2026-05-22T11:37:00Z,49.41,52.76
2026-05-22T11:38:00Z,49.41,55.63
2026-05-22T11:39:00Z,44.68,55.28
2026-05-22T11:40:00Z,40.00,59.64
2026-05-22T11:41:00Z,37.62,64.93
2026-05-22T11:42:00Z,37.62,62.07
2026-05-22T11:43:00Z,40.00,58.12
2026-05-22T11:44:00Z,45.00,53.00
2026-05-22T11:45:00Z,49.27,49.00
2026-05-22T11:46:00Z,52.00,49.00
2026-05-22T11:47:00Z,52.00,52.76
2026-05-22T11:48:00Z,51.98,49.05
2026-05-22T11:49:00Z,45.00,55.49
2026-05-22T11:50:00Z,43.23,57.49
2026-05-22T11:51:00Z,45.44,57.34
2026-05-22T11:52:00Z,45.44,64.00
2026-05-22T11:53:00Z,45.44,71.17
2026-05-22T11:54:00Z,26.00,74.80
2026-05-22T11:55:00Z,25.94,76.00
2026-05-22T11:56:00Z,26.00,75.15
2026-05-22T11:57:00Z,29.94,68.97
2026-05-22T11:58:00Z,28.00,72.39
2026-05-22T11:59:00Z,21.18,79.96
2026-05-22T12:00:00Z,18.96,81.91
2026-05-22T12:01:00Z,18.99,81.17
2026-05-22T12:02:00Z,18.00,83.10
2026-05-22T12:03:00Z,18.00,83.75
2026-05-22T12:04:00Z,20.30,84.00
2026-05-22T12:05:00Z,14.75,87.65
2026-05-22T12:06:00Z,12.00,87.99
2026-05-22T12:07:00Z,14.10,87.05
2026-05-22T12:08:00Z,11.40,88.35
2026-05-22T12:09:00Z,9.48,91.65
2026-05-22T12:10:00Z,9.68,91.98
2026-05-22T12:11:00Z,8.91,93.01
2026-05-22T12:12:00Z,9.04,91.87
2026-05-22T12:13:00Z,11.29,89.25
2026-05-22T12:14:00Z,8.27,91.95
2026-05-22T12:15:00Z,4.45,96.62
2026-05-22T12:16:00Z,3.63,97.00
2026-05-22T12:17:00Z,2.34,98.00
2026-05-22T12:18:00Z,3.15,97.21
2026-05-22T12:19:00Z,3.15,98.00
2026-05-22T12:20:00Z,2.31,97.38
2026-05-22T12:21:00Z,3.80,97.38
2026-05-22T12:22:00Z,4.02,97.00
2026-05-22T12:23:00Z,4.00,97.00
2026-05-22T12:24:00Z,3.96,96.02
2026-05-22T12:25:00Z,2.98,97.76
2026-05-22T12:26:00Z,2.00,97.76
2026-05-22T12:27:00Z,2.00,98.00
2026-05-22T12:28:00Z,2.00,99.00
2026-05-22T12:29:00Z,2.18,98.89
2026-05-22T12:30:00Z,3.34,97.19
2026-05-22T12:31:00Z,3.58,97.00
2026-05-22T12:32:00Z,3.00,97.30
2026-05-22T12:33:00Z,3.00,97.44
2026-05-22T12:34:00Z,4.91,92.02
2026-05-22T12:35:00Z,6.28,90.81
2026-05-22T12:36:00Z,5.23,94.02
2026-05-22T12:37:00Z,5.88,95.28
2026-05-22T12:38:00Z,8.58,94.01
2026-05-22T12:39:00Z,7.82,92.02
2026-05-22T12:40:00Z,9.00,91.02
2026-05-22T12:41:00Z,8.16,91.34
2026-05-22T12:42:00Z,9.92,90.17
2026-05-22T12:43:00Z,10.91,90.73
2026-05-22T12:44:00Z,5.64,94.94
2026-05-22T12:45:00Z,1.79,98.97
2026-05-22T12:46:00Z,2.00,98.98
2026-05-22T12:47:00Z,1.00,99.00
2026-05-22T12:48:00Z,1.12,99.00
2026-05-22T12:49:00Z,1.96,98.04
2026-05-22T12:50:00Z,1.40,99.00
2026-05-22T12:51:00Z,2.41,99.00
2026-05-22T12:52:00Z,2.00,99.00
