# event_ticker=KXATPCHALLENGERMATCH-26MAR27NEUCOP
# final_score=6-4 6-3
# match_winner=Kimmer Coppejans
# fav_player=Kimmer Coppejans
# dog_player=Lukas Neumayer
# kalshi_date=2026-03-27
timestamp,Kimmer Coppejans,Lukas Neumayer
2026-03-27T16:52:00Z,34.72,64.88
2026-03-27T16:53:00Z,40.34,61.28
2026-03-27T16:54:00Z,39.80,60.91
2026-03-27T16:55:00Z,36.18,64.06
2026-03-27T16:56:00Z,36.81,65.74
2026-03-27T16:57:00Z,36.00,65.38
2026-03-27T16:58:00Z,36.32,65.88
2026-03-27T16:59:00Z,40.69,63.32
2026-03-27T17:00:00Z,40.90,61.72
2026-03-27T17:01:00Z,41.65,59.84
2026-03-27T17:02:00Z,48.54,51.93
2026-03-27T17:03:00Z,51.20,55.77
2026-03-27T17:04:00Z,41.16,62.70
2026-03-27T17:05:00Z,38.79,64.75
2026-03-27T17:06:00Z,39.33,62.21
2026-03-27T17:07:00Z,40.59,61.49
2026-03-27T17:08:00Z,41.85,58.35
2026-03-27T17:09:00Z,44.11,58.26
2026-03-27T17:10:00Z,46.92,55.15
2026-03-27T17:11:00Z,42.90,59.10
2026-03-27T17:12:00Z,46.18,56.56
2026-03-27T17:13:00Z,52.32,49.32
2026-03-27T17:14:00Z,60.84,44.92
2026-03-27T17:15:00Z,64.92,36.16
2026-03-27T17:16:00Z,64.28,37.08
2026-03-27T17:17:00Z,63.85,36.70
2026-03-27T17:18:00Z,68.10,31.05
2026-03-27T17:19:00Z,68.41,32.95
2026-03-27T17:20:00Z,67.84,31.60
2026-03-27T17:21:00Z,69.80,31.82
2026-03-27T17:22:00Z,69.39,31.89
2026-03-27T17:23:00Z,74.64,27.18
2026-03-27T17:24:00Z,77.22,25.12
2026-03-27T17:25:00Z,77.64,22.17
2026-03-27T17:26:00Z,83.38,16.86
2026-03-27T17:27:00Z,85.60,16.68
2026-03-27T17:28:00Z,85.80,15.71
2026-03-27T17:29:00Z,88.53,11.48
2026-03-27T17:30:00Z,89.13,11.24
2026-03-27T17:31:00Z,89.21,10.92
2026-03-27T17:32:00Z,88.03,13.17
2026-03-27T17:33:00Z,88.41,10.16
2026-03-27T17:34:00Z,95.12,4.44
2026-03-27T17:35:00Z,95.31,3.99
2026-03-27T17:36:00Z,94.72,6.21
2026-03-27T17:37:00Z,92.81,6.03
2026-03-27T17:38:00Z,94.78,6.47
2026-03-27T17:39:00Z,94.75,6.51
2026-03-27T17:40:00Z,89.87,10.86
2026-03-27T17:41:00Z,90.50,11.07
2026-03-27T17:42:00Z,93.91,10.53
2026-03-27T17:43:00Z,87.84,11.37
2026-03-27T17:44:00Z,87.59,12.84
2026-03-27T17:45:00Z,85.20,15.85
2026-03-27T17:46:00Z,78.53,21.64
2026-03-27T17:47:00Z,73.08,26.46
2026-03-27T17:48:00Z,71.49,29.46
2026-03-27T17:49:00Z,69.99,28.73
2026-03-27T17:50:00Z,75.90,21.76
2026-03-27T17:51:00Z,82.87,17.28
2026-03-27T17:52:00Z,87.32,12.74
2026-03-27T17:53:00Z,86.70,16.73
2026-03-27T17:54:00Z,82.77,15.51
2026-03-27T17:55:00Z,88.34,12.84
2026-03-27T17:56:00Z,92.24,8.11
2026-03-27T17:57:00Z,95.73,3.85
2026-03-27T17:58:00Z,93.69,7.04
2026-03-27T17:59:00Z,94.43,4.56
2026-03-27T18:00:00Z,98.55,1.99
2026-03-27T18:01:00Z,99.00,1.00
2026-03-27T18:02:00Z,99.00,1.00
