# event_ticker=KXATPCHALLENGERMATCH-26MAR19KOZMMO
# final_score=7-5 6-2
# match_winner=Michael Mmoh
# fav_player=Michael Mmoh
# dog_player=Stefan Kozlov
# kalshi_date=2026-03-19
timestamp,Michael Mmoh,Stefan Kozlov
2026-03-19T19:27:00Z,94.03,5.42
2026-03-19T19:28:00Z,94.19,5.21
2026-03-19T19:29:00Z,92.13,7.87
2026-03-19T19:30:00Z,92.00,9.00
2026-03-19T19:31:00Z,92.00,8.00
2026-03-19T19:32:00Z,93.00,8.98
2026-03-19T19:33:00Z,95.00,5.08
2026-03-19T19:34:00Z,95.00,6.00
2026-03-19T19:35:00Z,94.22,5.94
2026-03-19T19:36:00Z,96.00,3.84
2026-03-19T19:37:00Z,98.70,1.00
2026-03-19T19:38:00Z,98.70,2.00
2026-03-19T19:39:00Z,98.21,2.00
2026-03-19T19:40:00Z,98.14,2.52
2026-03-19T19:41:00Z,98.00,2.52
2026-03-19T19:42:00Z,99.00,2.00
2026-03-19T19:43:00Z,97.50,2.89
2026-03-19T19:44:00Z,97.23,5.00
2026-03-19T19:45:00Z,94.00,5.38
2026-03-19T19:46:00Z,95.00,5.00
2026-03-19T19:47:00Z,96.62,3.00
2026-03-19T19:48:00Z,98.00,2.00
2026-03-19T19:49:00Z,98.08,1.00
2026-03-19T19:50:00Z,98.76,2.00
2026-03-19T19:51:00Z,98.76,1.00
2026-03-19T19:52:00Z,97.00,2.66
2026-03-19T19:53:00Z,97.00,3.53
2026-03-19T19:54:00Z,97.27,3.53
2026-03-19T19:55:00Z,99.00,1.34
2026-03-19T19:56:00Z,98.60,2.15
2026-03-19T19:57:00Z,98.55,2.02
2026-03-19T19:58:00Z,99.00,1.05
2026-03-19T19:59:00Z,99.00,1.05
2026-03-19T20:00:00Z,99.00,1.00
2026-03-19T20:01:00Z,98.63,2.30
2026-03-19T20:02:00Z,98.00,1.15
2026-03-19T20:03:00Z,97.67,3.60
2026-03-19T20:04:00Z,98.02,2.53
2026-03-19T20:05:00Z,91.23,4.92
2026-03-19T20:06:00Z,93.27,10.14
2026-03-19T20:07:00Z,93.27,1.00
2026-03-19T20:08:00Z,93.27,1.00
