# event_ticker=KXATPMATCH-25AUG02POPRUN
# final_score=4-6 6-2 6-3
# match_winner=Alexei Popyrin
# fav_player=Alexei Popyrin
# dog_player=Holger Rune
# kalshi_date=2025-08-02
timestamp,Alexei Popyrin,Holger Rune
2025-08-03T00:49:00Z,63.22,43.67
2025-08-03T00:50:00Z,60.91,36.88
2025-08-03T00:51:00Z,68.09,33.57
2025-08-03T00:52:00Z,74.93,25.24
2025-08-03T00:53:00Z,87.34,15.59
2025-08-03T00:54:00Z,84.13,16.02
2025-08-03T00:55:00Z,86.45,15.59
2025-08-03T00:56:00Z,79.14,20.34
2025-08-03T00:57:00Z,74.35,20.55
2025-08-03T00:58:00Z,74.03,23.09
2025-08-03T00:59:00Z,86.88,19.00
2025-08-03T01:00:00Z,93.13,8.21
2025-08-03T01:01:00Z,90.86,7.80
2025-08-03T01:02:00Z,97.45,6.07
2025-08-03T01:03:00Z,94.32,7.41
2025-08-03T01:04:00Z,94.54,7.05
2025-08-03T01:05:00Z,89.94,8.34
2025-08-03T01:06:00Z,95.61,3.20
2025-08-03T01:07:00Z,96.51,2.74
2025-08-03T01:08:00Z,97.92,3.45
2025-08-03T01:09:00Z,95.90,3.47
2025-08-03T01:10:00Z,95.56,4.00
2025-08-03T01:11:00Z,95.11,4.06
2025-08-03T01:12:00Z,95.42,3.52
2025-08-03T01:13:00Z,94.49,4.08
2025-08-03T01:14:00Z,95.37,6.35
2025-08-03T01:15:00Z,88.60,11.33
2025-08-03T01:16:00Z,96.62,1.83
2025-08-03T01:17:00Z,99.00,1.83
2025-08-03T01:18:00Z,99.00,1.00
2025-08-03T01:19:00Z,99.00,1.00
2025-08-03T01:20:00Z,99.00,1.00
2025-08-03T01:21:00Z,99.00,1.00
