# event_ticker=KXATPMATCH-25OCT02MAJQUI
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Kamil Majchrzak
# fav_player=Ethan Quinn
# dog_player=Kamil Majchrzak
# kalshi_date=2025-10-02
timestamp,Ethan Quinn,Kamil Majchrzak
2025-10-02T06:50:00Z,33.00,70.00
2025-10-02T06:51:00Z,31.78,70.00
2025-10-02T06:52:00Z,30.90,70.00
2025-10-02T06:53:00Z,29.14,70.42
2025-10-02T06:54:00Z,29.14,72.01
2025-10-02T06:55:00Z,30.00,71.30
2025-10-02T06:56:00Z,29.00,72.59
2025-10-02T06:57:00Z,29.00,73.00
2025-10-02T06:58:00Z,29.02,72.02
2025-10-02T06:59:00Z,26.84,73.53
2025-10-02T07:00:00Z,22.50,74.68
2025-10-02T07:01:00Z,27.00,74.00
2025-10-02T09:01:00Z,2.49,81.90
2025-10-02T09:02:00Z,2.49,99.00
