# event_ticker=KXATPCHALLENGERMATCH-26MAY11BOYDOU
# final_score=7-5 4-6 4-0 RET
# match_winner=Tristan Boyer
# fav_player=Tristan Boyer
# dog_player=Aziz Dougaz
# kalshi_date=2026-05-11
timestamp,Tristan Boyer,Aziz Dougaz
2026-05-11T15:29:00Z,92.89,5.49
2026-05-11T15:30:00Z,91.40,9.57
2026-05-11T15:31:00Z,93.03,9.60
2026-05-11T15:32:00Z,97.35,4.34
2026-05-11T15:33:00Z,97.98,1.07
2026-05-11T15:34:00Z,99.00,1.00
2026-05-11T15:35:00Z,99.00,1.00
2026-05-11T15:36:00Z,99.00,1.00
2026-05-11T15:37:00Z,99.00,1.00
2026-05-11T15:38:00Z,99.00,1.00
2026-05-11T15:39:00Z,99.00,1.00
2026-05-11T15:40:00Z,99.00,1.00
2026-05-11T15:41:00Z,99.00,1.00
2026-05-11T15:42:00Z,99.00,1.00
