# event_ticker=KXATPCHALLENGERMATCH-26MAR11TRAHAL
# final_score=4-6 7-6(3) 7-6(5)
# score_resolution=4-6 7-6 7-6
# match_winner=Quentin Halys
# fav_player=Quentin Halys
# dog_player=Stefano Travaglia
# kalshi_date=2026-03-11
timestamp,Quentin Halys,Stefano Travaglia
2026-03-11T19:15:00Z,40.85,63.00
2026-03-11T19:17:00Z,36.69,60.00
2026-03-11T19:18:00Z,34.66,65.00
2026-03-11T19:19:00Z,37.00,65.00
2026-03-11T19:20:00Z,36.00,64.00
2026-03-11T19:21:00Z,38.87,64.00
2026-03-11T19:22:00Z,39.00,62.15
2026-03-11T19:23:00Z,37.00,61.00
2026-03-11T19:24:00Z,45.94,61.00
2026-03-11T19:25:00Z,45.87,59.91
2026-03-11T19:26:00Z,48.69,59.91
2026-03-11T19:27:00Z,47.67,60.00
2026-03-11T19:28:00Z,37.53,65.00
2026-03-11T19:29:00Z,32.68,65.00
2026-03-11T19:30:00Z,35.43,66.67
2026-03-11T19:31:00Z,28.85,68.00
2026-03-11T19:32:00Z,37.88,65.92
2026-03-11T19:33:00Z,40.00,63.00
2026-03-11T19:34:00Z,40.00,63.00
2026-03-11T19:35:00Z,41.08,63.61
2026-03-11T19:36:00Z,39.00,63.61
2026-03-11T19:37:00Z,34.33,66.02
2026-03-11T19:38:00Z,36.98,68.00
2026-03-11T19:39:00Z,35.03,68.00
2026-03-11T19:40:00Z,35.00,68.00
2026-03-11T19:41:00Z,32.37,65.00
2026-03-11T19:42:00Z,28.58,73.85
2026-03-11T19:43:00Z,30.09,75.51
2026-03-11T19:44:00Z,37.00,70.00
2026-03-11T19:45:00Z,35.53,70.00
2026-03-11T19:46:00Z,35.75,64.93
2026-03-11T19:47:00Z,32.45,67.67
2026-03-11T19:48:00Z,32.13,70.54
2026-03-11T19:49:00Z,39.25,67.00
2026-03-11T19:50:00Z,44.46,47.14
2026-03-11T19:51:00Z,51.06,50.00
2026-03-11T19:52:00Z,50.66,54.00
2026-03-11T19:53:00Z,46.82,58.49
2026-03-11T19:54:00Z,49.33,63.76
2026-03-11T19:55:00Z,54.36,44.00
2026-03-11T19:56:00Z,58.03,44.00
2026-03-11T19:57:00Z,57.52,42.94
2026-03-11T19:58:00Z,58.23,43.00
2026-03-11T19:59:00Z,57.87,43.00
2026-03-11T20:00:00Z,59.00,43.00
2026-03-11T20:01:00Z,58.12,43.00
2026-03-11T20:02:00Z,59.16,43.00
2026-03-11T20:03:00Z,63.00,40.00
2026-03-11T20:04:00Z,57.72,45.85
2026-03-11T20:05:00Z,72.19,30.47
2026-03-11T20:06:00Z,83.07,16.45
2026-03-11T20:07:00Z,83.68,16.29
2026-03-11T20:08:00Z,87.62,13.24
2026-03-11T20:09:00Z,87.20,12.40
2026-03-11T20:10:00Z,85.80,13.36
2026-03-11T20:11:00Z,84.08,15.32
2026-03-11T20:12:00Z,85.00,16.00
2026-03-11T20:13:00Z,81.04,20.22
2026-03-11T20:14:00Z,75.00,19.25
2026-03-11T20:15:00Z,81.58,22.61
2026-03-11T20:16:00Z,74.00,27.06
2026-03-11T20:17:00Z,85.00,21.37
2026-03-11T20:18:00Z,85.56,16.66
2026-03-11T20:19:00Z,90.72,11.75
2026-03-11T20:20:00Z,92.38,8.08
2026-03-11T20:21:00Z,93.10,4.85
2026-03-11T20:22:00Z,93.43,10.99
2026-03-11T20:23:00Z,93.71,10.37
2026-03-11T20:24:00Z,86.25,12.68
2026-03-11T20:25:00Z,87.00,14.00
2026-03-11T20:26:00Z,83.48,21.09
2026-03-11T20:27:00Z,63.88,37.96
2026-03-11T20:28:00Z,69.26,34.13
2026-03-11T20:29:00Z,53.53,41.90
2026-03-11T20:30:00Z,49.82,51.86
2026-03-11T20:31:00Z,45.80,54.75
2026-03-11T20:32:00Z,43.58,55.21
2026-03-11T20:33:00Z,50.99,48.80
2026-03-11T20:34:00Z,54.82,46.47
2026-03-11T20:35:00Z,59.75,35.67
2026-03-11T20:36:00Z,69.87,29.48
2026-03-11T20:37:00Z,73.82,25.24
2026-03-11T20:38:00Z,54.52,50.52
2026-03-11T20:39:00Z,47.16,53.70
2026-03-11T20:40:00Z,47.72,53.34
2026-03-11T20:41:00Z,50.51,51.04
2026-03-11T20:42:00Z,45.30,51.10
2026-03-11T20:43:00Z,29.10,71.50
2026-03-11T20:44:00Z,28.01,75.77
2026-03-11T20:45:00Z,26.02,64.59
2026-03-11T20:46:00Z,36.90,73.11
2026-03-11T20:47:00Z,48.33,53.38
2026-03-11T20:48:00Z,47.53,52.93
2026-03-11T20:49:00Z,48.66,49.68
2026-03-11T20:50:00Z,48.33,53.85
2026-03-11T20:51:00Z,49.60,56.16
2026-03-11T20:52:00Z,41.58,57.72
2026-03-11T20:53:00Z,43.47,57.52
2026-03-11T20:54:00Z,45.48,55.82
2026-03-11T20:55:00Z,51.48,49.47
2026-03-11T20:56:00Z,44.20,61.98
2026-03-11T20:57:00Z,33.80,67.93
2026-03-11T20:58:00Z,51.54,50.33
2026-03-11T20:59:00Z,70.32,31.86
2026-03-11T21:00:00Z,55.91,46.17
2026-03-11T21:01:00Z,62.72,38.05
2026-03-11T21:02:00Z,65.62,34.05
2026-03-11T21:03:00Z,86.55,16.06
2026-03-11T21:04:00Z,94.72,4.01
2026-03-11T21:05:00Z,99.00,4.01
2026-03-11T21:06:00Z,99.00,1.00
2026-03-11T21:07:00Z,99.00,1.00
2026-03-11T21:08:00Z,99.00,1.00
2026-03-11T21:09:00Z,99.00,1.00
2026-03-11T21:10:00Z,99.00,1.00
2026-03-11T21:11:00Z,99.00,1.00
