# event_ticker=KXATPCHALLENGERMATCH-26APR02KOLCAL
# final_score=5-7 7-6(5) 6-1
# score_resolution=5-7 7-6 6-1
# match_winner=Sergio Callejon Hernando
# fav_player=Sergio Callejon Hernando
# dog_player=Zdenek Kolar
# kalshi_date=2026-04-02
timestamp,Sergio Callejon Hernando,Zdenek Kolar
2026-04-02T11:09:00Z,9.32,93.93
2026-04-02T11:10:00Z,12.60,87.74
2026-04-02T11:11:00Z,10.59,91.06
2026-04-02T11:12:00Z,18.41,83.26
2026-04-02T11:13:00Z,21.64,79.91
2026-04-02T11:14:00Z,22.88,78.39
2026-04-02T11:15:00Z,22.88,81.82
2026-04-02T11:16:00Z,24.72,78.69
2026-04-02T11:17:00Z,30.86,74.88
2026-04-02T11:18:00Z,30.65,71.08
2026-04-02T11:19:00Z,21.53,79.55
2026-04-02T11:20:00Z,25.55,74.46
2026-04-02T11:21:00Z,21.92,80.68
2026-04-02T11:22:00Z,18.67,81.40
2026-04-02T11:23:00Z,25.26,75.41
2026-04-02T11:24:00Z,27.00,73.29
2026-04-02T11:25:00Z,29.05,73.64
2026-04-02T11:26:00Z,26.56,76.74
2026-04-02T11:27:00Z,21.78,78.14
2026-04-02T11:28:00Z,32.46,68.59
2026-04-02T11:29:00Z,29.99,70.66
2026-04-02T11:30:00Z,33.31,68.39
2026-04-02T11:31:00Z,32.15,68.78
2026-04-02T11:32:00Z,30.42,68.94
2026-04-02T11:33:00Z,31.38,69.22
2026-04-02T11:34:00Z,33.85,66.15
2026-04-02T11:35:00Z,25.94,72.54
2026-04-02T11:36:00Z,19.71,81.50
2026-04-02T11:37:00Z,23.87,84.95
2026-04-02T11:38:00Z,28.44,71.40
2026-04-02T11:39:00Z,27.29,71.69
2026-04-02T11:40:00Z,27.54,71.71
2026-04-02T11:41:00Z,32.15,68.00
2026-04-02T11:42:00Z,31.75,72.64
2026-04-02T11:43:00Z,37.82,61.65
2026-04-02T11:44:00Z,35.37,63.20
2026-04-02T11:45:00Z,38.09,66.13
2026-04-02T11:46:00Z,39.36,60.45
2026-04-02T11:47:00Z,40.25,59.04
2026-04-02T11:48:00Z,40.56,59.74
2026-04-02T11:49:00Z,40.22,60.00
2026-04-02T11:50:00Z,39.24,60.00
2026-04-02T11:51:00Z,39.00,60.10
2026-04-02T11:52:00Z,33.44,64.14
2026-04-02T11:53:00Z,37.52,61.66
2026-04-02T11:54:00Z,39.47,60.64
2026-04-02T11:55:00Z,48.04,50.85
2026-04-02T11:56:00Z,57.82,42.29
2026-04-02T11:57:00Z,62.91,38.16
2026-04-02T11:58:00Z,57.27,44.99
2026-04-02T11:59:00Z,62.29,41.07
2026-04-02T12:00:00Z,69.90,33.38
2026-04-02T12:01:00Z,73.26,27.52
2026-04-02T12:02:00Z,80.51,20.28
2026-04-02T12:03:00Z,80.81,18.28
2026-04-02T12:04:00Z,88.26,12.24
2026-04-02T12:05:00Z,89.63,8.09
2026-04-02T12:06:00Z,90.27,9.41
2026-04-02T12:07:00Z,90.66,9.35
2026-04-02T12:08:00Z,94.16,7.85
2026-04-02T12:09:00Z,94.20,5.32
2026-04-02T12:10:00Z,94.86,5.93
2026-04-02T12:11:00Z,94.68,4.98
2026-04-02T12:12:00Z,98.24,2.17
2026-04-02T12:13:00Z,99.00,1.18
2026-04-02T12:14:00Z,99.00,1.43
2026-04-02T12:15:00Z,98.60,2.89
2026-04-02T12:16:00Z,98.57,1.12
2026-04-02T12:17:00Z,97.68,3.20
2026-04-02T12:18:00Z,98.97,2.46
2026-04-02T12:19:00Z,99.00,2.05
2026-04-02T12:20:00Z,99.00,2.05
2026-04-02T12:21:00Z,99.00,1.00
2026-04-02T12:22:00Z,99.00,1.00
