# event_ticker=KXATPCHALLENGERMATCH-26MAR10PIRCOP
# final_score=6-1 4-6 7-5
# score_resolution=1-6 6-4 5-7
# match_winner=Kimmer Coppejans
# fav_player=Gabriele Piraino
# dog_player=Kimmer Coppejans
# kalshi_date=2026-03-10
timestamp,Gabriele Piraino,Kimmer Coppejans
2026-03-10T08:45:00Z,5.00,94.00
2026-03-10T08:46:00Z,5.00,96.00
2026-03-10T08:48:00Z,4.94,96.00
2026-03-10T08:49:00Z,7.62,96.00
2026-03-10T08:50:00Z,7.62,94.11
2026-03-10T08:51:00Z,8.00,94.00
2026-03-10T08:52:00Z,8.00,94.00
2026-03-10T08:53:00Z,8.00,94.01
2026-03-10T08:55:00Z,9.44,91.39
2026-03-10T08:56:00Z,9.44,91.00
2026-03-10T08:57:00Z,11.00,91.00
2026-03-10T08:58:00Z,7.00,92.51
2026-03-10T08:59:00Z,9.00,93.00
2026-03-10T09:00:00Z,10.90,93.00
2026-03-10T09:01:00Z,13.83,87.52
2026-03-10T09:02:00Z,13.98,87.00
2026-03-10T09:03:00Z,15.00,90.94
2026-03-10T09:04:00Z,12.00,90.94
2026-03-10T09:08:00Z,12.00,93.72
2026-03-10T09:09:00Z,9.12,93.00
2026-03-10T09:10:00Z,7.00,93.57
2026-03-10T09:11:00Z,9.00,93.57
2026-03-10T09:12:00Z,9.00,91.05
2026-03-10T09:13:00Z,10.00,90.96
2026-03-10T09:14:00Z,16.00,88.00
2026-03-10T09:15:00Z,16.00,84.01
2026-03-10T09:16:00Z,16.00,84.01
2026-03-10T09:17:00Z,15.00,84.01
2026-03-10T09:18:00Z,19.28,81.59
2026-03-10T09:19:00Z,20.00,80.00
2026-03-10T09:20:00Z,23.00,80.00
2026-03-10T09:21:00Z,23.00,78.00
2026-03-10T09:22:00Z,23.00,79.00
2026-03-10T09:23:00Z,23.00,77.00
2026-03-10T09:24:00Z,26.00,73.42
2026-03-10T09:25:00Z,32.00,73.42
2026-03-10T09:26:00Z,29.00,71.00
2026-03-10T09:27:00Z,28.00,71.00
2026-03-10T09:28:00Z,29.00,71.00
2026-03-10T09:29:00Z,28.79,70.00
2026-03-10T09:30:00Z,28.00,75.03
2026-03-10T09:31:00Z,23.19,75.03
2026-03-10T09:32:00Z,24.78,75.03
2026-03-10T09:33:00Z,22.00,79.00
2026-03-10T09:34:00Z,21.53,79.00
2026-03-10T09:35:00Z,19.95,79.00
2026-03-10T09:36:00Z,26.00,77.00
2026-03-10T09:37:00Z,26.00,75.00
2026-03-10T09:38:00Z,29.05,72.29
2026-03-10T09:39:00Z,30.03,71.00
2026-03-10T09:40:00Z,31.00,71.00
2026-03-10T09:41:00Z,32.94,70.00
2026-03-10T09:42:00Z,41.68,63.87
2026-03-10T09:43:00Z,41.38,62.34
2026-03-10T09:44:00Z,43.85,57.09
2026-03-10T09:45:00Z,47.42,50.60
2026-03-10T09:46:00Z,50.98,49.87
2026-03-10T09:47:00Z,61.54,45.00
2026-03-10T09:48:00Z,64.00,36.80
2026-03-10T09:49:00Z,68.54,31.89
2026-03-10T09:50:00Z,76.31,25.00
2026-03-10T09:51:00Z,72.53,30.07
2026-03-10T09:52:00Z,67.07,42.01
2026-03-10T09:53:00Z,58.32,43.00
2026-03-10T09:54:00Z,59.04,45.74
2026-03-10T09:55:00Z,68.78,37.55
2026-03-10T09:56:00Z,60.18,37.55
2026-03-10T09:57:00Z,50.07,51.91
2026-03-10T09:58:00Z,51.28,44.09
2026-03-10T09:59:00Z,57.66,44.08
2026-03-10T10:00:00Z,37.44,56.02
2026-03-10T10:01:00Z,33.78,64.76
2026-03-10T10:02:00Z,28.48,70.06
2026-03-10T10:03:00Z,26.17,74.00
2026-03-10T10:04:00Z,25.90,76.00
2026-03-10T10:05:00Z,25.78,75.96
2026-03-10T10:06:00Z,27.00,74.38
2026-03-10T10:07:00Z,26.70,71.16
2026-03-10T10:08:00Z,30.00,72.00
2026-03-10T10:09:00Z,36.33,62.01
2026-03-10T10:10:00Z,40.94,56.76
2026-03-10T10:11:00Z,42.00,61.00
2026-03-10T10:12:00Z,28.90,70.42
2026-03-10T10:13:00Z,33.00,74.00
2026-03-10T10:14:00Z,33.00,73.00
2026-03-10T10:15:00Z,25.83,73.00
2026-03-10T10:16:00Z,29.51,73.60
2026-03-10T10:17:00Z,26.00,75.92
2026-03-10T10:18:00Z,18.52,76.22
2026-03-10T10:19:00Z,24.84,74.12
2026-03-10T10:20:00Z,34.52,65.03
2026-03-10T10:21:00Z,37.76,61.92
2026-03-10T10:22:00Z,29.32,69.73
2026-03-10T10:23:00Z,33.65,67.88
2026-03-10T10:24:00Z,30.00,71.70
2026-03-10T10:25:00Z,28.01,72.43
2026-03-10T10:26:00Z,26.65,74.39
2026-03-10T10:27:00Z,33.06,71.61
2026-03-10T10:28:00Z,28.77,72.52
2026-03-10T10:29:00Z,36.55,72.82
2026-03-10T10:30:00Z,33.62,72.09
2026-03-10T10:31:00Z,26.16,74.30
2026-03-10T10:32:00Z,16.01,86.84
2026-03-10T10:33:00Z,19.04,83.82
2026-03-10T10:34:00Z,18.61,83.12
2026-03-10T10:35:00Z,29.90,72.34
2026-03-10T10:36:00Z,35.11,60.18
2026-03-10T10:37:00Z,30.21,60.25
2026-03-10T10:38:00Z,26.14,74.29
2026-03-10T10:39:00Z,23.44,75.00
2026-03-10T10:40:00Z,25.87,74.73
2026-03-10T10:41:00Z,20.58,81.61
2026-03-10T10:42:00Z,24.18,82.02
2026-03-10T10:43:00Z,20.70,76.98
2026-03-10T10:44:00Z,15.00,87.85
2026-03-10T10:45:00Z,2.09,98.58
2026-03-10T10:46:00Z,2.09,99.00
2026-03-10T10:47:00Z,2.09,99.00
