# event_ticker=KXATPCHALLENGERMATCH-26MAR14RODROM
# final_score=7-6(5) 2-6 6-4
# score_resolution=7-6 2-6 6-4
# match_winner=Filippo Romano
# fav_player=Filippo Romano
# dog_player=Jurij Rodionov
# kalshi_date=2026-03-14
timestamp,Filippo Romano,Jurij Rodionov
2026-03-14T18:01:00Z,26.51,70.74
2026-03-14T18:02:00Z,30.81,68.91
2026-03-14T18:03:00Z,30.47,69.70
2026-03-14T18:04:00Z,26.06,74.93
2026-03-14T18:05:00Z,25.95,73.54
2026-03-14T18:06:00Z,27.31,73.01
2026-03-14T18:07:00Z,32.27,72.92
2026-03-14T18:08:00Z,31.37,70.33
2026-03-14T18:09:00Z,28.22,70.67
2026-03-14T18:10:00Z,32.51,67.24
2026-03-14T18:11:00Z,36.28,67.00
2026-03-14T18:12:00Z,48.16,47.59
2026-03-14T18:13:00Z,68.50,43.48
2026-03-14T18:14:00Z,85.03,14.47
2026-03-14T18:15:00Z,77.88,20.09
2026-03-14T18:16:00Z,92.44,9.02
2026-03-14T18:17:00Z,94.95,5.23
2026-03-14T18:18:00Z,84.77,19.03
2026-03-14T18:19:00Z,98.90,1.83
2026-03-14T18:20:00Z,98.46,1.83
2026-03-14T18:21:00Z,95.43,1.00
2026-03-14T18:22:00Z,98.88,1.00
