# event_ticker=KXATPMATCH-26APR12UGOKHA
# final_score=6-3 6-4
# match_winner=Camilo Ugo Carabelli
# fav_player=Camilo Ugo Carabelli
# dog_player=Karen Khachanov
# kalshi_date=2026-04-12
timestamp,Camilo Ugo Carabelli,Karen Khachanov
2026-04-14T12:48:00Z,70.00,31.12
2026-04-14T12:49:00Z,71.01,29.03
2026-04-14T12:50:00Z,72.50,29.75
2026-04-14T12:51:00Z,68.65,33.04
2026-04-14T12:52:00Z,67.79,33.16
2026-04-14T12:53:00Z,69.38,28.87
2026-04-14T12:54:00Z,72.75,32.55
2026-04-14T12:55:00Z,65.63,34.31
2026-04-14T12:56:00Z,68.00,33.46
2026-04-14T12:57:00Z,68.00,33.73
2026-04-14T12:58:00Z,68.65,31.77
2026-04-14T12:59:00Z,66.59,32.37
2026-04-14T13:00:00Z,65.18,36.84
2026-04-14T13:01:00Z,66.29,31.68
2026-04-14T13:02:00Z,67.17,33.60
2026-04-14T13:03:00Z,68.59,32.39
2026-04-14T13:04:00Z,68.04,32.00
2026-04-14T13:05:00Z,71.91,29.51
2026-04-14T13:06:00Z,73.66,27.28
2026-04-14T13:07:00Z,71.00,28.83
2026-04-14T13:08:00Z,66.00,29.47
2026-04-14T13:09:00Z,70.01,30.91
2026-04-14T13:10:00Z,67.19,31.03
2026-04-14T13:11:00Z,70.19,32.46
2026-04-14T13:12:00Z,66.29,33.00
2026-04-14T13:13:00Z,69.00,32.44
2026-04-14T13:14:00Z,68.76,28.43
2026-04-14T13:15:00Z,75.89,24.79
2026-04-14T13:16:00Z,85.45,14.89
2026-04-14T13:17:00Z,90.49,8.48
2026-04-14T13:18:00Z,93.56,8.32
2026-04-14T13:19:00Z,95.09,4.17
2026-04-14T13:20:00Z,95.97,4.77
2026-04-14T13:21:00Z,98.71,2.31
2026-04-14T13:22:00Z,96.32,5.97
2026-04-14T13:23:00Z,97.52,1.58
2026-04-14T13:24:00Z,99.00,1.00
2026-04-14T13:25:00Z,99.00,1.00
2026-04-14T13:26:00Z,99.00,1.00
2026-04-14T13:27:00Z,99.00,1.00
