# event_ticker=KXATPCHALLENGERMATCH-26MAR10BAXNEU
# final_score=7-6(5) 6-7(4) 7-6(6)
# score_resolution=6-7 7-6 6-7
# match_winner=Maximilian Neuchrist
# fav_player=Florent Bax
# dog_player=Maximilian Neuchrist
# kalshi_date=2026-03-10
timestamp,Florent Bax,Maximilian Neuchrist
2026-03-10T14:54:00Z,60.19,44.99
2026-03-10T14:55:00Z,57.07,45.67
2026-03-10T14:56:00Z,55.09,46.71
2026-03-10T14:57:00Z,57.23,43.14
2026-03-10T14:58:00Z,59.87,42.85
2026-03-10T14:59:00Z,60.00,42.33
2026-03-10T15:00:00Z,62.94,39.92
2026-03-10T15:01:00Z,58.22,45.23
2026-03-10T15:02:00Z,55.54,46.54
2026-03-10T15:03:00Z,57.53,44.17
2026-03-10T15:04:00Z,60.47,39.72
2026-03-10T15:05:00Z,59.32,42.00
2026-03-10T15:06:00Z,59.80,42.13
2026-03-10T15:07:00Z,65.24,38.15
2026-03-10T15:08:00Z,63.05,42.45
2026-03-10T15:09:00Z,72.39,27.38
2026-03-10T15:10:00Z,71.55,36.96
2026-03-10T15:11:00Z,58.89,41.19
2026-03-10T15:12:00Z,56.65,45.03
2026-03-10T15:13:00Z,59.16,42.09
2026-03-10T15:14:00Z,62.37,38.11
2026-03-10T15:15:00Z,63.00,37.00
2026-03-10T15:16:00Z,68.82,30.70
2026-03-10T15:17:00Z,67.33,36.24
2026-03-10T15:18:00Z,68.49,41.25
2026-03-10T15:19:00Z,59.12,42.15
2026-03-10T15:20:00Z,62.87,40.72
2026-03-10T15:21:00Z,64.79,37.95
2026-03-10T15:22:00Z,65.92,35.50
2026-03-10T15:23:00Z,63.91,36.81
2026-03-10T15:24:00Z,63.49,38.21
2026-03-10T15:25:00Z,74.77,29.04
2026-03-10T15:26:00Z,88.70,12.55
2026-03-10T15:27:00Z,77.11,27.09
2026-03-10T15:28:00Z,61.55,39.27
2026-03-10T15:29:00Z,63.04,35.01
2026-03-10T15:30:00Z,74.27,28.66
2026-03-10T15:31:00Z,86.95,14.46
2026-03-10T15:32:00Z,85.53,14.55
2026-03-10T15:33:00Z,81.18,20.97
2026-03-10T15:34:00Z,57.85,41.04
2026-03-10T15:35:00Z,21.42,71.45
2026-03-10T15:36:00Z,48.03,54.50
2026-03-10T15:37:00Z,83.74,16.51
2026-03-10T15:38:00Z,59.51,27.27
2026-03-10T15:39:00Z,52.28,75.65
2026-03-10T15:40:00Z,13.41,93.24
2026-03-10T15:41:00Z,13.41,99.00
2026-03-10T15:42:00Z,1.00,99.00
