# event_ticker=KXATPCHALLENGERMATCH-26APR27KASBOU
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Maks Kasnikowski
# fav_player=Cesar Bouchelaghem
# dog_player=Maks Kasnikowski
# kalshi_date=2026-04-27
timestamp,Maks Kasnikowski,Cesar Bouchelaghem
2026-04-27T21:06:00Z,83.30,17.47
2026-04-27T21:07:00Z,85.00,15.77
2026-04-27T21:08:00Z,85.97,15.04
2026-04-27T21:09:00Z,85.12,13.61
2026-04-27T21:10:00Z,80.34,18.37
2026-04-27T21:11:00Z,79.90,20.26
2026-04-27T21:12:00Z,83.36,18.79
2026-04-27T21:13:00Z,83.27,18.33
2026-04-27T21:14:00Z,84.00,15.58
2026-04-27T21:15:00Z,84.63,16.10
2026-04-27T21:16:00Z,83.00,17.42
2026-04-27T21:17:00Z,83.00,17.69
2026-04-27T21:18:00Z,83.21,17.49
2026-04-27T21:19:00Z,84.49,15.38
2026-04-27T21:20:00Z,85.36,15.00
2026-04-27T21:21:00Z,85.44,14.89
2026-04-27T21:22:00Z,84.00,15.95
2026-04-27T21:23:00Z,84.01,16.72
2026-04-27T21:24:00Z,84.15,16.66
2026-04-27T21:25:00Z,83.39,16.97
2026-04-27T21:26:00Z,84.07,16.06
2026-04-27T21:27:00Z,87.49,13.60
2026-04-27T21:28:00Z,87.87,11.80
2026-04-27T21:29:00Z,88.00,12.00
2026-04-27T21:30:00Z,87.75,12.00
2026-04-27T21:31:00Z,89.61,11.17
2026-04-27T21:32:00Z,91.34,10.18
2026-04-27T21:33:00Z,90.78,10.87
2026-04-27T21:34:00Z,91.51,9.33
2026-04-27T21:35:00Z,95.84,5.30
2026-04-27T21:36:00Z,95.57,5.01
2026-04-27T21:37:00Z,95.24,5.89
2026-04-27T21:38:00Z,96.93,4.13
2026-04-27T21:39:00Z,96.88,3.47
2026-04-27T21:40:00Z,97.17,4.19
2026-04-27T21:41:00Z,95.95,4.41
2026-04-27T21:42:00Z,95.91,4.98
2026-04-27T21:43:00Z,95.08,5.28
2026-04-27T21:44:00Z,96.27,5.78
2026-04-27T21:45:00Z,96.99,3.82
2026-04-27T21:46:00Z,97.58,3.65
2026-04-27T21:47:00Z,97.00,2.97
2026-04-27T21:48:00Z,96.91,4.00
2026-04-27T21:49:00Z,96.03,4.15
2026-04-27T21:50:00Z,95.82,4.99
2026-04-27T21:51:00Z,96.83,4.20
2026-04-27T21:52:00Z,96.96,4.76
2026-04-27T21:53:00Z,97.00,3.10
2026-04-27T21:54:00Z,98.00,2.98
2026-04-27T21:55:00Z,96.99,3.95
2026-04-27T21:56:00Z,96.62,3.02
2026-04-27T21:57:00Z,96.92,4.00
2026-04-27T21:58:00Z,96.80,4.00
2026-04-27T21:59:00Z,97.87,3.26
2026-04-27T22:00:00Z,98.42,2.00
2026-04-27T22:01:00Z,98.98,2.42
2026-04-27T22:02:00Z,96.97,2.23
2026-04-27T22:03:00Z,97.35,2.78
2026-04-27T22:04:00Z,99.00,2.28
2026-04-27T22:05:00Z,98.15,2.70
2026-04-27T22:06:00Z,98.32,3.00
2026-04-27T22:07:00Z,97.17,2.77
2026-04-27T22:08:00Z,96.68,5.12
2026-04-27T22:09:00Z,94.48,7.04
2026-04-27T22:10:00Z,97.59,4.11
2026-04-27T22:11:00Z,98.25,2.22
2026-04-27T22:12:00Z,98.90,1.65
2026-04-27T22:13:00Z,99.00,1.65
2026-04-27T22:14:00Z,99.00,1.65
2026-04-27T22:15:00Z,99.00,1.65
2026-04-27T22:16:00Z,99.00,1.65
2026-04-27T22:17:00Z,99.00,1.65
