# event_ticker=KXATPCHALLENGERMATCH-26MAY22BARJOR
# final_score=6-3 6-7(4) 6-1
# score_resolution=3-6 7-6 1-6
# match_winner=David Jorda Sanchis
# fav_player=Hynek Barton
# dog_player=David Jorda Sanchis
# kalshi_date=2026-05-22
timestamp,Hynek Barton,David Jorda Sanchis
2026-05-22T15:06:00Z,14.99,85.20
2026-05-22T15:07:00Z,14.64,85.79
2026-05-22T15:08:00Z,16.35,83.48
2026-05-22T15:09:00Z,17.05,83.30
2026-05-22T15:10:00Z,19.55,81.52
2026-05-22T15:11:00Z,21.32,80.11
2026-05-22T15:12:00Z,16.93,84.35
2026-05-22T15:13:00Z,13.09,87.73
2026-05-22T15:14:00Z,11.63,88.82
2026-05-22T15:15:00Z,11.02,89.94
2026-05-22T15:16:00Z,10.51,89.60
2026-05-22T15:17:00Z,10.95,90.14
2026-05-22T15:18:00Z,4.64,94.50
2026-05-22T15:19:00Z,1.01,98.93
2026-05-22T15:20:00Z,1.00,99.00
2026-05-22T15:21:00Z,1.00,99.00
2026-05-22T15:22:00Z,1.00,99.00
2026-05-22T15:23:00Z,1.00,99.00
