# event_ticker=KXATPMATCH-25JUL20COMBOY
# final_score=6-3 7-6(1)
# score_resolution=6-3 7-6
# match_winner=Francisco Comesana
# fav_player=Francisco Comesana
# dog_player=Tristan Boyer
# kalshi_date=2025-07-20
timestamp,Francisco Comesana,Tristan Boyer
2025-07-21T14:23:00Z,95.00,9.00
2025-07-21T14:24:00Z,95.00,9.00
2025-07-21T14:25:00Z,95.00,9.74
2025-07-21T14:26:00Z,93.00,9.00
2025-07-21T14:27:00Z,93.00,9.00
2025-07-21T14:28:00Z,93.00,9.00
2025-07-21T14:29:00Z,93.00,9.00
2025-07-21T14:31:00Z,93.00,9.00
2025-07-21T14:34:00Z,92.00,9.00
2025-07-21T14:36:00Z,92.00,9.00
2025-07-21T14:41:00Z,93.00,9.00
2025-07-21T14:42:00Z,93.00,9.00
2025-07-21T14:43:00Z,93.57,9.00
2025-07-21T14:44:00Z,90.41,11.55
2025-07-21T14:45:00Z,90.41,13.00
2025-07-21T14:46:00Z,91.00,13.00
2025-07-21T14:47:00Z,92.00,10.00
2025-07-21T14:48:00Z,93.00,9.00
2025-07-21T14:49:00Z,93.00,8.00
2025-07-21T14:50:00Z,93.00,7.18
2025-07-21T14:51:00Z,93.92,7.18
2025-07-21T14:52:00Z,94.00,7.18
2025-07-21T14:53:00Z,94.25,7.18
2025-07-21T14:55:00Z,90.65,14.32
2025-07-21T14:56:00Z,92.96,9.00
2025-07-21T14:57:00Z,94.00,8.00
2025-07-21T14:58:00Z,95.00,8.00
2025-07-21T14:59:00Z,95.00,8.00
2025-07-21T15:01:00Z,93.00,9.28
2025-07-21T15:02:00Z,92.00,9.98
2025-07-21T15:03:00Z,94.00,10.00
2025-07-21T15:04:00Z,94.00,9.00
2025-07-21T15:05:00Z,92.87,9.03
2025-07-21T15:06:00Z,92.97,10.00
2025-07-21T15:07:00Z,93.69,8.00
2025-07-21T15:08:00Z,91.00,9.95
2025-07-21T15:09:00Z,90.00,12.02
2025-07-21T15:10:00Z,90.00,13.00
2025-07-21T15:11:00Z,90.00,12.00
2025-07-21T15:13:00Z,90.00,8.18
2025-07-21T15:14:00Z,90.15,8.18
2025-07-21T15:16:00Z,90.15,13.83
2025-07-21T15:17:00Z,90.15,21.65
2025-07-21T15:19:00Z,88.00,22.00
2025-07-21T15:20:00Z,85.00,23.92
2025-07-21T15:21:00Z,83.22,23.29
2025-07-21T15:22:00Z,86.53,10.54
2025-07-21T15:23:00Z,86.53,20.81
2025-07-21T15:24:00Z,92.37,21.86
2025-07-21T15:25:00Z,90.00,21.86
2025-07-21T15:26:00Z,81.75,22.91
2025-07-21T15:27:00Z,81.00,23.00
2025-07-21T15:28:00Z,81.00,23.00
2025-07-21T15:29:00Z,83.06,23.84
2025-07-21T15:31:00Z,83.06,22.49
2025-07-21T15:32:00Z,91.85,22.49
2025-07-21T15:33:00Z,91.85,16.00
2025-07-21T15:34:00Z,90.00,16.00
2025-07-21T15:35:00Z,90.00,14.74
2025-07-21T15:37:00Z,94.82,11.00
2025-07-21T15:38:00Z,94.00,11.00
2025-07-21T15:39:00Z,94.00,11.00
2025-07-21T15:40:00Z,94.00,11.64
2025-07-21T15:41:00Z,93.25,11.64
2025-07-21T15:42:00Z,95.00,8.03
2025-07-21T15:43:00Z,98.00,4.00
2025-07-21T15:44:00Z,98.00,1.00
2025-07-21T15:45:00Z,99.00,1.00
