# event_ticker=KXATPCHALLENGERMATCH-26MAY08DIATSE
# final_score=7-6(2) 6-4
# score_resolution=6-7 4-6
# match_winner=Facundo Diaz Acosta
# fav_player=Chun Hsin Tseng
# dog_player=Facundo Diaz Acosta
# kalshi_date=2026-05-08
timestamp,Facundo Diaz Acosta,Chun Hsin Tseng
2026-05-08T16:58:00Z,35.04,65.22
2026-05-08T16:59:00Z,36.98,63.00
2026-05-08T17:00:00Z,36.00,63.00
2026-05-08T17:01:00Z,32.99,67.91
2026-05-08T17:02:00Z,34.44,66.00
2026-05-08T17:03:00Z,35.03,61.08
2026-05-08T17:04:00Z,35.09,65.08
2026-05-08T17:05:00Z,35.09,62.96
2026-05-08T17:06:00Z,36.78,63.83
2026-05-08T17:07:00Z,40.71,60.38
2026-05-08T17:08:00Z,52.92,47.88
2026-05-08T17:09:00Z,58.38,42.83
2026-05-08T17:10:00Z,61.00,40.00
2026-05-08T17:11:00Z,59.74,40.98
2026-05-08T17:12:00Z,61.05,39.00
2026-05-08T17:13:00Z,62.00,38.98
2026-05-08T17:14:00Z,64.82,34.71
2026-05-08T17:15:00Z,64.05,33.50
2026-05-08T17:17:00Z,75.40,25.24
2026-05-08T17:18:00Z,73.89,26.57
2026-05-08T17:19:00Z,66.76,31.04
2026-05-08T17:20:00Z,69.56,29.00
2026-05-08T17:21:00Z,69.56,29.86
2026-05-08T17:22:00Z,63.95,38.94
2026-05-08T17:23:00Z,59.06,38.94
2026-05-08T17:24:00Z,59.96,38.94
2026-05-08T17:25:00Z,64.92,37.27
2026-05-08T17:26:00Z,65.00,36.00
2026-05-08T17:27:00Z,67.09,33.00
2026-05-08T17:28:00Z,65.78,34.87
2026-05-08T17:29:00Z,65.78,38.22
2026-05-08T17:30:00Z,56.75,38.22
2026-05-08T17:31:00Z,59.74,40.78
2026-05-08T17:32:00Z,64.87,32.71
2026-05-08T17:33:00Z,72.80,25.79
2026-05-08T17:34:00Z,72.66,27.19
2026-05-08T17:35:00Z,73.81,29.00
2026-05-08T17:36:00Z,72.98,26.50
2026-05-08T17:37:00Z,70.27,25.14
2026-05-08T17:38:00Z,77.02,23.58
2026-05-08T17:39:00Z,80.00,20.00
2026-05-08T17:40:00Z,80.01,19.83
2026-05-08T17:41:00Z,80.61,20.00
2026-05-08T17:42:00Z,81.00,19.93
2026-05-08T17:43:00Z,80.00,20.00
2026-05-08T17:44:00Z,80.00,19.00
2026-05-08T17:45:00Z,80.00,20.00
2026-05-08T17:46:00Z,82.98,18.99
2026-05-08T17:47:00Z,86.15,15.28
2026-05-08T17:48:00Z,82.00,17.60
2026-05-08T17:49:00Z,84.59,15.06
2026-05-08T17:50:00Z,82.54,16.59
2026-05-08T17:51:00Z,80.81,22.04
2026-05-08T17:52:00Z,78.00,23.00
2026-05-08T17:53:00Z,81.00,21.74
2026-05-08T17:54:00Z,77.05,21.60
2026-05-08T17:55:00Z,77.05,26.76
2026-05-08T17:56:00Z,69.83,30.24
2026-05-08T17:57:00Z,67.73,34.14
2026-05-08T17:58:00Z,66.00,35.37
2026-05-08T17:59:00Z,65.00,36.97
2026-05-08T18:00:00Z,62.93,37.19
2026-05-08T18:01:00Z,62.02,39.00
2026-05-08T18:02:00Z,64.00,37.09
2026-05-08T18:03:00Z,62.78,37.86
2026-05-08T18:04:00Z,62.00,39.00
2026-05-08T18:05:00Z,60.63,40.92
2026-05-08T18:06:00Z,60.84,39.00
2026-05-08T18:07:00Z,62.96,39.00
2026-05-08T18:08:00Z,63.96,37.15
2026-05-08T18:09:00Z,65.00,35.38
2026-05-08T18:10:00Z,66.06,35.52
2026-05-08T18:11:00Z,70.38,33.24
2026-05-08T18:12:00Z,74.52,25.79
2026-05-08T18:13:00Z,71.06,30.61
2026-05-08T18:14:00Z,76.70,24.87
2026-05-08T18:15:00Z,77.91,23.01
2026-05-08T18:16:00Z,75.43,25.05
2026-05-08T18:17:00Z,76.14,25.00
2026-05-08T18:18:00Z,73.77,27.60
2026-05-08T18:19:00Z,78.38,23.32
2026-05-08T18:20:00Z,80.39,20.99
2026-05-08T18:21:00Z,78.08,21.71
2026-05-08T18:22:00Z,77.01,22.46
2026-05-08T18:23:00Z,76.97,24.52
2026-05-08T18:24:00Z,76.00,25.00
2026-05-08T18:25:00Z,76.91,25.90
2026-05-08T18:26:00Z,77.18,22.13
2026-05-08T18:27:00Z,75.24,24.22
2026-05-08T18:28:00Z,78.64,23.92
2026-05-08T18:29:00Z,78.38,22.20
2026-05-08T18:30:00Z,74.22,25.62
2026-05-08T18:31:00Z,75.65,26.90
2026-05-08T18:32:00Z,79.22,21.06
2026-05-08T18:33:00Z,77.85,22.00
2026-05-08T18:34:00Z,78.27,21.95
2026-05-08T18:35:00Z,76.69,19.07
2026-05-08T18:36:00Z,84.59,15.69
2026-05-08T18:37:00Z,81.16,16.82
2026-05-08T18:38:00Z,93.20,6.24
2026-05-08T18:39:00Z,94.44,4.15
2026-05-08T18:40:00Z,97.28,4.17
2026-05-08T18:41:00Z,97.68,2.41
2026-05-08T18:42:00Z,98.40,1.66
2026-05-08T18:43:00Z,96.31,5.29
2026-05-08T18:44:00Z,93.14,9.38
2026-05-08T18:45:00Z,87.31,13.35
2026-05-08T18:46:00Z,93.77,8.39
2026-05-08T18:47:00Z,97.31,3.37
2026-05-08T18:48:00Z,94.64,3.28
2026-05-08T18:49:00Z,97.73,3.71
2026-05-08T18:50:00Z,98.80,1.06
2026-05-08T18:51:00Z,99.00,1.06
