# event_ticker=KXATPMATCH-25JUL20ARNALT
# final_score=4-6 6-2 7-6(2)
# score_resolution=6-4 2-6 6-7
# match_winner=Matteo Arnaldi
# fav_player=Daniel Altmaier
# dog_player=Matteo Arnaldi
# kalshi_date=2025-07-20
timestamp,Daniel Altmaier,Matteo Arnaldi
2025-07-21T15:50:00Z,45.00,62.00
2025-07-21T15:51:00Z,50.14,62.00
2025-07-21T15:52:00Z,49.26,50.79
2025-07-21T15:53:00Z,47.00,54.85
2025-07-21T15:54:00Z,56.70,17.91
2025-07-21T15:55:00Z,56.70,40.00
2025-07-21T15:56:00Z,63.99,43.51
2025-07-21T15:57:00Z,63.99,50.00
2025-07-21T15:58:00Z,60.00,40.29
2025-07-21T15:59:00Z,64.56,46.21
2025-07-21T16:01:00Z,61.69,38.62
2025-07-21T16:03:00Z,64.22,37.23
2025-07-21T16:04:00Z,64.00,36.00
2025-07-21T16:05:00Z,56.74,36.00
2025-07-21T16:06:00Z,55.62,52.00
2025-07-21T16:07:00Z,69.30,52.00
2025-07-21T16:08:00Z,68.00,52.00
2025-07-21T16:09:00Z,68.09,35.37
2025-07-21T16:10:00Z,62.00,35.37
2025-07-21T16:11:00Z,62.00,38.00
2025-07-21T16:12:00Z,61.78,39.00
2025-07-21T16:13:00Z,62.00,39.00
2025-07-21T16:14:00Z,64.00,39.00
2025-07-21T16:15:00Z,67.00,35.00
2025-07-21T16:16:00Z,68.00,35.00
2025-07-21T16:18:00Z,70.00,32.00
2025-07-21T16:19:00Z,65.00,37.04
2025-07-21T16:20:00Z,65.00,36.93
2025-07-21T16:21:00Z,65.93,35.00
2025-07-21T16:22:00Z,64.70,40.00
2025-07-21T16:23:00Z,63.62,42.43
2025-07-21T16:24:00Z,57.00,45.75
2025-07-21T16:25:00Z,46.01,54.00
2025-07-21T16:26:00Z,45.00,54.00
2025-07-21T16:27:00Z,45.00,54.00
2025-07-21T16:28:00Z,44.48,54.00
2025-07-21T16:29:00Z,44.48,57.00
2025-07-21T16:30:00Z,43.00,57.00
2025-07-21T16:31:00Z,41.75,57.00
2025-07-21T16:32:00Z,39.85,59.32
2025-07-21T16:33:00Z,45.00,59.00
2025-07-21T16:34:00Z,52.30,57.00
2025-07-21T16:35:00Z,52.30,65.89
2025-07-21T16:36:00Z,46.48,56.10
2025-07-21T16:37:00Z,47.00,57.02
2025-07-21T16:38:00Z,43.93,59.00
2025-07-21T16:39:00Z,41.00,58.64
2025-07-21T16:40:00Z,40.00,59.18
2025-07-21T16:41:00Z,36.00,63.09
2025-07-21T16:42:00Z,38.21,67.32
2025-07-21T16:43:00Z,38.00,70.08
2025-07-21T16:44:00Z,38.00,63.55
2025-07-21T16:45:00Z,33.85,66.26
2025-07-21T16:46:00Z,35.96,66.26
2025-07-21T16:47:00Z,36.00,69.54
2025-07-21T16:48:00Z,32.59,71.14
2025-07-21T16:49:00Z,31.97,72.10
2025-07-21T16:50:00Z,28.78,72.27
2025-07-21T16:51:00Z,29.50,70.76
2025-07-21T16:52:00Z,28.31,72.55
2025-07-21T16:53:00Z,31.18,71.21
2025-07-21T16:54:00Z,30.16,70.11
2025-07-21T16:55:00Z,29.09,74.00
2025-07-21T16:56:00Z,36.97,67.47
2025-07-21T16:57:00Z,32.13,68.26
2025-07-21T16:58:00Z,36.36,68.00
2025-07-21T16:59:00Z,49.38,51.92
2025-07-21T17:00:00Z,65.63,37.63
2025-07-21T17:01:00Z,65.13,45.50
2025-07-21T17:02:00Z,70.00,36.50
2025-07-21T17:03:00Z,66.68,40.32
2025-07-21T17:04:00Z,67.49,36.71
2025-07-21T17:05:00Z,60.79,41.02
2025-07-21T17:06:00Z,76.24,31.40
2025-07-21T17:07:00Z,80.31,19.01
2025-07-21T17:08:00Z,89.09,13.31
2025-07-21T17:09:00Z,87.79,17.76
2025-07-21T17:10:00Z,92.70,8.85
2025-07-21T17:11:00Z,94.72,9.48
2025-07-21T17:12:00Z,86.72,11.87
2025-07-21T17:13:00Z,90.51,13.43
2025-07-21T17:14:00Z,89.00,14.17
2025-07-21T17:15:00Z,82.42,19.16
2025-07-21T17:16:00Z,84.25,22.21
2025-07-21T17:17:00Z,78.02,25.65
2025-07-21T17:18:00Z,76.11,25.65
2025-07-21T17:19:00Z,75.36,26.61
2025-07-21T17:20:00Z,75.77,28.88
2025-07-21T17:21:00Z,83.80,26.47
2025-07-21T17:22:00Z,93.00,6.47
2025-07-21T17:23:00Z,95.88,8.00
2025-07-21T17:24:00Z,97.10,8.05
2025-07-21T17:25:00Z,97.21,2.43
2025-07-21T17:26:00Z,98.75,2.43
2025-07-21T17:27:00Z,92.59,9.16
2025-07-21T17:28:00Z,90.42,10.00
2025-07-21T17:29:00Z,86.00,16.70
2025-07-21T17:30:00Z,86.00,15.22
2025-07-21T17:31:00Z,84.93,15.00
2025-07-21T17:32:00Z,68.73,32.77
2025-07-21T17:33:00Z,64.31,42.74
2025-07-21T17:34:00Z,19.40,58.65
2025-07-21T17:35:00Z,35.01,69.97
2025-07-21T17:36:00Z,13.35,70.99
2025-07-21T17:37:00Z,28.43,73.50
2025-07-21T17:38:00Z,31.06,70.94
2025-07-21T17:39:00Z,27.02,68.15
2025-07-21T17:40:00Z,9.94,78.83
2025-07-21T17:41:00Z,20.91,87.49
2025-07-21T17:42:00Z,20.25,75.28
2025-07-21T17:43:00Z,16.45,82.45
2025-07-21T17:44:00Z,30.16,71.46
2025-07-21T17:45:00Z,29.91,69.23
2025-07-21T17:46:00Z,40.26,63.54
2025-07-21T17:47:00Z,36.32,69.35
2025-07-21T17:48:00Z,20.50,81.04
2025-07-21T17:49:00Z,13.00,84.69
2025-07-21T17:50:00Z,8.28,93.37
2025-07-21T17:51:00Z,16.11,94.14
2025-07-21T17:52:00Z,1.05,98.99
2025-07-21T17:53:00Z,1.00,99.00
2025-07-21T17:54:00Z,1.00,99.00
2025-07-21T17:55:00Z,1.00,99.00
2025-07-21T17:56:00Z,1.00,99.00
2025-07-21T17:57:00Z,1.00,99.00
2025-07-21T17:58:00Z,1.00,99.00
2025-07-21T17:59:00Z,1.00,99.00
2025-07-21T18:00:00Z,1.00,99.00
