# event_ticker=KXATPCHALLENGERMATCH-26APR02WENHSU
# final_score=6-3 6-3
# match_winner=Harry Wendelken
# fav_player=Harry Wendelken
# dog_player=Yu Hsiou Hsu
# kalshi_date=2026-04-02
timestamp,Harry Wendelken,Yu Hsiou Hsu
2026-04-03T04:48:00Z,93.12,9.04
2026-04-03T04:49:00Z,94.30,7.29
2026-04-03T04:50:00Z,93.68,8.06
2026-04-03T04:51:00Z,94.77,6.55
2026-04-03T04:52:00Z,94.93,6.58
2026-04-03T04:53:00Z,93.45,6.92
2026-04-03T04:54:00Z,91.18,8.14
2026-04-03T04:55:00Z,88.23,14.30
2026-04-03T04:56:00Z,90.87,11.12
2026-04-03T04:57:00Z,87.79,12.83
2026-04-03T04:58:00Z,87.83,13.07
2026-04-03T04:59:00Z,89.76,11.47
2026-04-03T05:00:00Z,82.38,18.90
2026-04-03T05:01:00Z,79.90,21.85
2026-04-03T05:02:00Z,75.06,25.80
2026-04-03T05:03:00Z,73.12,28.48
2026-04-03T05:04:00Z,74.70,27.90
2026-04-03T05:05:00Z,71.18,31.46
2026-04-03T05:06:00Z,71.71,30.12
2026-04-03T05:07:00Z,76.21,23.77
2026-04-03T05:08:00Z,79.12,22.92
2026-04-03T05:09:00Z,80.34,22.00
2026-04-03T05:10:00Z,78.84,23.01
2026-04-03T05:11:00Z,82.20,17.28
2026-04-03T05:12:00Z,87.11,14.44
2026-04-03T05:13:00Z,83.23,14.39
2026-04-03T05:14:00Z,94.38,9.03
2026-04-03T05:15:00Z,95.20,5.93
2026-04-03T05:16:00Z,93.51,6.45
2026-04-03T05:17:00Z,97.43,2.31
2026-04-03T05:18:00Z,99.00,1.00
2026-04-03T05:19:00Z,99.00,1.00
2026-04-03T05:20:00Z,99.00,1.00
2026-04-03T05:21:00Z,99.00,1.00
2026-04-03T05:22:00Z,99.00,1.00
