# event_ticker=KXATPCHALLENGERMATCH-26MAR23KOLMOR
# final_score=6-4 2-6 6-0
# score_resolution=4-6 6-2 0-6
# match_winner=Alejandro Moro Canas
# fav_player=Zdenek Kolar
# dog_player=Alejandro Moro Canas
# kalshi_date=2026-03-23
timestamp,Zdenek Kolar,Alejandro Moro Canas
2026-03-23T14:25:00Z,41.84,59.93
2026-03-23T14:26:00Z,38.01,64.43
2026-03-23T14:27:00Z,43.59,62.16
2026-03-23T14:28:00Z,40.10,59.55
2026-03-23T14:29:00Z,40.24,62.00
2026-03-23T14:30:00Z,24.43,75.60
2026-03-23T14:31:00Z,24.18,76.68
2026-03-23T14:32:00Z,23.92,75.17
2026-03-23T14:33:00Z,24.13,75.25
2026-03-23T14:34:00Z,24.97,75.62
2026-03-23T14:35:00Z,26.39,73.19
2026-03-23T14:36:00Z,31.15,68.61
2026-03-23T14:37:00Z,36.38,64.57
2026-03-23T14:38:00Z,37.05,64.60
2026-03-23T14:39:00Z,37.89,63.00
2026-03-23T14:40:00Z,37.87,66.09
2026-03-23T14:41:00Z,42.45,55.91
2026-03-23T14:42:00Z,45.49,54.85
2026-03-23T14:43:00Z,44.74,57.02
2026-03-23T14:44:00Z,39.55,60.78
2026-03-23T14:45:00Z,39.26,61.34
2026-03-23T14:46:00Z,32.74,66.08
2026-03-23T14:47:00Z,23.71,75.63
2026-03-23T14:48:00Z,25.49,74.99
2026-03-23T14:49:00Z,27.36,73.81
2026-03-23T14:50:00Z,21.81,77.89
2026-03-23T14:51:00Z,32.39,74.84
2026-03-23T14:52:00Z,37.67,63.16
2026-03-23T14:53:00Z,39.64,62.69
2026-03-23T14:54:00Z,38.76,62.84
2026-03-23T14:55:00Z,46.10,54.22
2026-03-23T14:56:00Z,47.31,54.00
2026-03-23T14:57:00Z,50.02,52.38
2026-03-23T14:58:00Z,52.15,49.95
2026-03-23T14:59:00Z,58.66,41.80
2026-03-23T15:00:00Z,58.47,41.13
2026-03-23T15:01:00Z,58.68,40.60
2026-03-23T15:02:00Z,63.73,37.18
2026-03-23T15:03:00Z,62.28,37.31
2026-03-23T15:04:00Z,60.95,40.04
2026-03-23T15:05:00Z,61.88,39.93
2026-03-23T15:06:00Z,61.93,40.00
2026-03-23T15:07:00Z,61.64,39.76
2026-03-23T15:08:00Z,59.20,43.32
2026-03-23T15:09:00Z,52.62,46.86
2026-03-23T15:10:00Z,55.96,45.49
2026-03-23T15:11:00Z,49.84,49.35
2026-03-23T15:12:00Z,46.19,53.77
2026-03-23T15:13:00Z,38.57,59.08
2026-03-23T15:14:00Z,53.00,51.51
2026-03-23T15:15:00Z,53.02,49.06
2026-03-23T15:16:00Z,41.96,54.73
2026-03-23T15:17:00Z,49.39,50.04
2026-03-23T15:18:00Z,44.02,57.78
2026-03-23T15:19:00Z,43.42,58.02
2026-03-23T15:20:00Z,31.13,70.31
2026-03-23T15:21:00Z,30.44,70.88
2026-03-23T15:22:00Z,20.78,75.43
2026-03-23T15:23:00Z,16.46,82.65
2026-03-23T15:24:00Z,16.89,82.93
2026-03-23T15:25:00Z,17.36,83.96
2026-03-23T15:26:00Z,13.56,85.47
2026-03-23T15:27:00Z,5.12,93.47
2026-03-23T15:28:00Z,2.55,96.80
2026-03-23T15:29:00Z,4.34,96.70
2026-03-23T15:30:00Z,2.75,97.69
2026-03-23T15:31:00Z,1.54,98.96
2026-03-23T15:32:00Z,2.00,99.00
2026-03-23T15:33:00Z,2.00,99.00
2026-03-23T15:34:00Z,2.00,99.00
2026-03-23T15:35:00Z,1.00,99.00
2026-03-23T15:36:00Z,1.00,99.00
2026-03-23T15:37:00Z,1.00,99.00
