# event_ticker=KXATPCHALLENGERMATCH-26MAY12HASMEJ
# final_score=6-4 6-3
# match_winner=Benjamin Hassan
# fav_player=Benjamin Hassan
# dog_player=Nicolas Mejia
# kalshi_date=2026-05-12
timestamp,Benjamin Hassan,Nicolas Mejia
2026-05-12T15:17:00Z,58.00,43.98
2026-05-12T15:18:00Z,58.05,46.86
2026-05-12T15:19:00Z,56.00,46.86
2026-05-12T15:20:00Z,61.00,40.31
2026-05-12T15:21:00Z,63.00,37.05
2026-05-12T15:22:00Z,63.49,36.47
2026-05-12T15:23:00Z,62.00,39.25
2026-05-12T15:24:00Z,62.00,40.00
2026-05-12T15:25:00Z,61.22,41.81
2026-05-12T15:26:00Z,59.43,42.34
2026-05-12T15:27:00Z,47.40,51.36
2026-05-12T15:28:00Z,56.88,44.15
2026-05-12T15:29:00Z,62.76,36.13
2026-05-12T15:30:00Z,65.84,36.00
2026-05-12T15:31:00Z,66.00,36.00
2026-05-12T15:32:00Z,67.00,35.39
2026-05-12T15:33:00Z,68.04,32.95
2026-05-12T15:34:00Z,66.38,38.53
2026-05-12T15:35:00Z,66.38,38.21
2026-05-12T15:36:00Z,64.23,36.02
2026-05-12T15:37:00Z,69.60,29.14
2026-05-12T15:38:00Z,67.92,31.67
2026-05-12T15:39:00Z,65.16,33.32
2026-05-12T15:40:00Z,69.79,28.02
2026-05-12T15:41:00Z,70.60,29.33
2026-05-12T15:42:00Z,69.00,29.69
2026-05-12T15:43:00Z,65.06,34.99
2026-05-12T15:44:00Z,64.00,37.00
2026-05-12T15:45:00Z,63.31,37.67
2026-05-12T15:46:00Z,66.00,34.12
2026-05-12T15:47:00Z,67.75,35.54
2026-05-12T15:48:00Z,67.91,35.00
2026-05-12T15:49:00Z,71.87,28.70
2026-05-12T15:50:00Z,71.87,28.39
2026-05-12T15:51:00Z,66.29,33.20
2026-05-12T15:52:00Z,66.29,35.89
2026-05-12T15:53:00Z,64.00,37.00
2026-05-12T15:54:00Z,64.04,35.25
2026-05-12T15:55:00Z,65.00,33.03
2026-05-12T15:56:00Z,67.00,33.51
2026-05-12T15:57:00Z,70.18,29.07
2026-05-12T15:58:00Z,77.46,21.13
2026-05-12T15:59:00Z,82.36,13.96
2026-05-12T16:00:00Z,87.14,13.00
2026-05-12T16:01:00Z,89.83,12.54
2026-05-12T16:02:00Z,86.08,15.44
2026-05-12T16:03:00Z,83.16,17.54
2026-05-12T16:04:00Z,87.96,12.93
2026-05-12T16:05:00Z,81.03,19.22
2026-05-12T16:06:00Z,86.48,14.20
2026-05-12T16:07:00Z,87.93,11.94
2026-05-12T16:08:00Z,91.54,9.00
2026-05-12T16:09:00Z,92.40,8.90
2026-05-12T16:10:00Z,93.04,8.83
2026-05-12T16:11:00Z,90.93,10.79
2026-05-12T16:12:00Z,88.27,11.92
2026-05-12T16:13:00Z,90.47,10.02
2026-05-12T16:14:00Z,93.60,7.30
2026-05-12T16:15:00Z,94.70,4.41
2026-05-12T16:16:00Z,95.57,5.58
2026-05-12T16:17:00Z,98.46,1.90
2026-05-12T16:18:00Z,98.48,1.74
2026-05-12T16:19:00Z,98.96,1.03
2026-05-12T16:21:00Z,99.00,1.03
