# event_ticker=KXATPMATCH-26MAR18GIRLAN
# final_score=6-3 7-6(6)
# score_resolution=3-6 6-7
# match_winner=Martin Landaluce
# fav_player=Marcos Giron
# dog_player=Martin Landaluce
# kalshi_date=2026-03-18
timestamp,Marcos Giron,Martin Landaluce
2026-03-19T18:29:00Z,30.86,70.68
2026-03-19T18:30:00Z,39.99,61.85
2026-03-19T18:31:00Z,39.53,67.60
2026-03-19T18:32:00Z,35.62,65.28
2026-03-19T18:33:00Z,29.53,71.16
2026-03-19T18:34:00Z,23.37,75.87
2026-03-19T18:35:00Z,32.82,65.90
2026-03-19T18:36:00Z,23.41,78.22
2026-03-19T18:37:00Z,26.99,79.89
2026-03-19T18:38:00Z,6.85,92.22
2026-03-19T18:39:00Z,1.00,99.00
2026-03-19T18:40:00Z,1.00,99.00
2026-03-19T18:41:00Z,1.00,99.00
2026-03-19T18:42:00Z,1.00,99.00
2026-03-19T18:43:00Z,1.00,99.00
