# event_ticker=KXATPCHALLENGERMATCH-26FEB17BLOSAF
# final_score=6-2 6-2
# match_winner=Alexander Blockx
# fav_player=Alexander Blockx
# dog_player=Roman Safiullin
# kalshi_date=2026-02-17
timestamp,Alexander Blockx,Roman Safiullin
2026-02-17T16:55:00Z,90.01,10.04
2026-02-17T16:56:00Z,92.00,9.00
2026-02-17T16:57:00Z,90.46,10.15
2026-02-17T16:58:00Z,92.00,10.15
2026-02-17T16:59:00Z,92.00,9.82
2026-02-17T17:00:00Z,92.00,10.00
2026-02-17T17:01:00Z,90.04,10.00
2026-02-17T17:02:00Z,91.00,10.00
2026-02-17T17:03:00Z,91.85,10.00
2026-02-17T17:04:00Z,90.65,9.55
2026-02-17T17:05:00Z,92.00,9.55
2026-02-17T17:06:00Z,89.66,11.30
2026-02-17T17:07:00Z,89.66,12.00
2026-02-17T17:08:00Z,88.99,12.00
2026-02-17T17:09:00Z,87.56,15.71
2026-02-17T17:10:00Z,89.28,12.51
2026-02-17T17:11:00Z,87.53,13.23
2026-02-17T17:12:00Z,89.98,11.50
2026-02-17T17:13:00Z,89.95,9.41
2026-02-17T17:14:00Z,92.79,7.00
2026-02-17T17:15:00Z,91.74,9.01
2026-02-17T17:16:00Z,95.86,4.87
2026-02-17T17:17:00Z,95.00,4.00
2026-02-17T17:18:00Z,95.00,3.00
2026-02-17T17:19:00Z,95.00,3.78
2026-02-17T17:20:00Z,96.09,3.00
2026-02-17T17:21:00Z,98.00,3.00
2026-02-17T17:22:00Z,97.95,2.02
2026-02-17T17:23:00Z,99.00,1.00
2026-02-17T17:26:00Z,99.00,1.00
2026-02-17T17:27:00Z,99.00,1.00
2026-02-17T17:28:00Z,99.00,1.00
2026-02-17T17:29:00Z,99.00,1.00
2026-02-17T17:30:00Z,99.00,1.00
2026-02-17T17:31:00Z,99.00,1.00
