# event_ticker=KXATPCHALLENGERMATCH-26FEB20BLOBON
# final_score=6-3 6-4
# match_winner=Alexander Blockx
# fav_player=Alexander Blockx
# dog_player=Benjamin Bonzi
# kalshi_date=2026-02-20
timestamp,Alexander Blockx,Benjamin Bonzi
2026-02-20T20:05:00Z,69.00,31.93
2026-02-20T20:06:00Z,75.43,29.07
2026-02-20T20:07:00Z,69.00,31.94
2026-02-20T20:08:00Z,65.00,38.06
2026-02-20T20:09:00Z,65.00,37.33
2026-02-20T20:10:00Z,63.00,39.80
2026-02-20T20:11:00Z,60.63,40.78
2026-02-20T20:12:00Z,61.68,39.06
2026-02-20T20:13:00Z,63.31,37.00
2026-02-20T20:14:00Z,64.00,36.60
2026-02-20T20:15:00Z,65.82,36.00
2026-02-20T20:16:00Z,64.00,36.02
2026-02-20T20:17:00Z,65.00,37.00
2026-02-20T20:18:00Z,64.94,37.20
2026-02-20T20:19:00Z,66.83,34.94
2026-02-20T20:20:00Z,69.02,34.04
2026-02-20T20:21:00Z,62.94,38.22
2026-02-20T20:22:00Z,64.01,37.32
2026-02-20T20:23:00Z,65.09,37.32
2026-02-20T20:24:00Z,66.55,36.00
2026-02-20T20:25:00Z,66.00,36.78
2026-02-20T20:26:00Z,63.91,37.77
2026-02-20T20:27:00Z,63.78,39.00
2026-02-20T20:28:00Z,63.78,37.27
2026-02-20T20:29:00Z,70.21,30.80
2026-02-20T20:30:00Z,68.00,29.00
2026-02-20T20:31:00Z,71.21,29.01
2026-02-20T20:32:00Z,80.21,18.16
2026-02-20T20:33:00Z,84.00,16.84
2026-02-20T20:34:00Z,81.72,17.00
2026-02-20T20:35:00Z,83.00,17.00
2026-02-20T20:36:00Z,83.02,17.15
2026-02-20T20:37:00Z,83.61,17.86
2026-02-20T20:38:00Z,84.00,14.00
2026-02-20T20:39:00Z,82.67,17.26
2026-02-20T20:40:00Z,82.67,16.91
2026-02-20T20:41:00Z,84.00,16.80
2026-02-20T20:42:00Z,85.36,16.50
2026-02-20T20:43:00Z,87.00,14.00
2026-02-20T20:44:00Z,87.67,14.61
2026-02-20T20:45:00Z,88.00,14.00
2026-02-20T20:46:00Z,86.50,13.61
2026-02-20T20:47:00Z,87.66,12.50
2026-02-20T20:48:00Z,86.71,12.95
2026-02-20T20:49:00Z,90.48,12.55
2026-02-20T20:50:00Z,89.37,11.42
2026-02-20T20:51:00Z,94.61,6.02
2026-02-20T20:52:00Z,95.92,5.94
2026-02-20T20:53:00Z,95.76,4.87
2026-02-20T20:54:00Z,96.90,5.10
2026-02-20T20:55:00Z,96.27,5.71
2026-02-20T20:56:00Z,95.96,4.92
2026-02-20T20:57:00Z,96.00,5.00
2026-02-20T20:58:00Z,94.68,7.60
2026-02-20T20:59:00Z,92.71,7.45
2026-02-20T21:00:00Z,94.05,5.80
2026-02-20T21:01:00Z,94.54,4.89
2026-02-20T21:02:00Z,97.00,4.21
2026-02-20T21:03:00Z,96.00,4.19
2026-02-20T21:04:00Z,95.10,5.01
2026-02-20T21:05:00Z,96.10,4.46
2026-02-20T21:06:00Z,96.96,3.61
2026-02-20T21:07:00Z,97.00,3.68
2026-02-20T21:08:00Z,98.00,1.65
2026-02-20T21:09:00Z,99.00,1.53
2026-02-20T21:10:00Z,98.01,2.11
2026-02-20T21:11:00Z,97.00,2.61
2026-02-20T21:12:00Z,96.00,3.93
2026-02-20T21:13:00Z,96.99,3.00
2026-02-20T21:14:00Z,96.44,4.12
2026-02-20T21:15:00Z,94.86,6.20
2026-02-20T21:16:00Z,98.92,1.99
2026-02-20T21:17:00Z,98.71,1.99
2026-02-20T21:18:00Z,98.01,2.57
2026-02-20T21:19:00Z,98.58,1.86
2026-02-20T21:20:00Z,98.48,2.16
2026-02-20T21:21:00Z,98.93,2.18
2026-02-20T21:22:00Z,98.89,1.07
2026-02-20T21:23:00Z,99.00,1.07
2026-02-20T21:25:00Z,99.00,1.07
2026-02-20T21:31:00Z,99.00,1.07
