# event_ticker=KXATPCHALLENGERMATCH-26FEB19COLTOR
# final_score=5-7 6-3 6-3
# match_winner=Andrea Collarini
# fav_player=Andrea Collarini
# dog_player=Juan Bautista Torres
# kalshi_date=2026-02-19
timestamp,Andrea Collarini,Juan Bautista Torres
2026-02-19T15:25:00Z,52.22,56.00
2026-02-19T15:26:00Z,52.56,55.66
2026-02-19T15:30:00Z,52.56,54.00
2026-02-19T15:31:00Z,52.56,54.00
2026-02-19T15:32:00Z,53.32,53.95
2026-02-19T15:33:00Z,53.32,51.00
2026-02-19T15:34:00Z,52.45,51.00
2026-02-19T15:35:00Z,52.87,52.00
2026-02-19T15:36:00Z,52.87,50.00
2026-02-19T15:37:00Z,53.00,49.00
2026-02-19T15:38:00Z,56.31,49.88
2026-02-19T15:39:00Z,57.00,50.00
2026-02-19T15:40:00Z,57.10,50.04
2026-02-19T15:41:00Z,57.10,51.70
2026-02-19T15:42:00Z,52.94,51.51
2026-02-19T15:43:00Z,52.26,50.66
2026-02-19T15:45:00Z,52.00,51.00
2026-02-19T15:46:00Z,52.10,52.83
2026-02-19T15:47:00Z,57.98,53.69
2026-02-19T15:48:00Z,57.31,52.54
2026-02-19T15:49:00Z,58.08,49.00
2026-02-19T15:50:00Z,57.85,49.28
2026-02-19T15:51:00Z,56.12,51.52
2026-02-19T15:52:00Z,50.58,57.03
2026-02-19T15:53:00Z,50.31,56.86
2026-02-19T15:54:00Z,51.64,52.00
2026-02-19T15:55:00Z,52.74,49.83
2026-02-19T15:56:00Z,52.00,50.00
2026-02-19T15:57:00Z,52.00,50.24
2026-02-19T15:58:00Z,53.83,49.00
2026-02-19T15:59:00Z,54.20,48.29
2026-02-19T16:00:00Z,55.00,47.00
2026-02-19T16:01:00Z,55.38,49.16
2026-02-19T16:02:00Z,51.89,51.17
2026-02-19T16:03:00Z,52.00,50.00
2026-02-19T16:04:00Z,52.00,52.31
2026-02-19T16:05:00Z,50.00,53.99
2026-02-19T16:06:00Z,50.02,53.82
2026-02-19T16:07:00Z,51.91,48.69
2026-02-19T16:08:00Z,55.65,42.49
2026-02-19T16:09:00Z,56.23,42.47
2026-02-19T16:10:00Z,54.12,50.70
2026-02-19T16:11:00Z,54.29,47.91
2026-02-19T16:12:00Z,58.98,40.73
2026-02-19T16:13:00Z,62.10,36.61
2026-02-19T16:14:00Z,67.00,35.03
2026-02-19T16:15:00Z,70.04,31.00
2026-02-19T16:16:00Z,67.30,31.99
2026-02-19T16:17:00Z,74.46,28.50
2026-02-19T16:18:00Z,70.95,31.27
2026-02-19T16:19:00Z,68.42,34.06
2026-02-19T16:20:00Z,64.54,36.01
2026-02-19T16:21:00Z,68.23,28.29
2026-02-19T16:22:00Z,74.93,25.19
2026-02-19T16:23:00Z,73.91,26.68
2026-02-19T16:24:00Z,73.86,28.30
2026-02-19T16:25:00Z,71.78,29.62
2026-02-19T16:26:00Z,74.92,27.75
2026-02-19T16:27:00Z,73.24,26.41
2026-02-19T16:28:00Z,76.46,25.07
2026-02-19T16:29:00Z,75.79,23.34
2026-02-19T16:30:00Z,73.55,26.33
2026-02-19T16:31:00Z,73.05,26.60
2026-02-19T16:32:00Z,73.00,28.67
2026-02-19T16:33:00Z,74.31,27.63
2026-02-19T16:34:00Z,71.38,28.74
2026-02-19T16:35:00Z,68.35,32.79
2026-02-19T16:36:00Z,65.90,36.01
2026-02-19T16:37:00Z,67.00,34.89
2026-02-19T16:38:00Z,65.06,35.64
2026-02-19T16:39:00Z,60.32,40.10
2026-02-19T16:40:00Z,62.45,39.22
2026-02-19T16:41:00Z,60.31,40.76
2026-02-19T16:42:00Z,61.37,40.81
2026-02-19T16:43:00Z,61.22,44.14
2026-02-19T16:44:00Z,58.95,42.64
2026-02-19T16:45:00Z,51.64,51.39
2026-02-19T16:46:00Z,42.80,57.75
2026-02-19T16:47:00Z,36.46,62.68
2026-02-19T16:48:00Z,32.92,67.42
2026-02-19T16:49:00Z,35.98,67.29
2026-02-19T16:50:00Z,39.55,63.96
2026-02-19T16:51:00Z,43.38,60.40
2026-02-19T16:52:00Z,43.33,58.63
2026-02-19T16:53:00Z,43.78,55.75
2026-02-19T16:54:00Z,46.73,54.59
2026-02-19T16:55:00Z,43.68,55.69
2026-02-19T16:56:00Z,45.53,56.47
2026-02-19T16:57:00Z,47.98,54.55
2026-02-19T16:58:00Z,46.33,53.45
2026-02-19T16:59:00Z,48.99,51.71
2026-02-19T17:00:00Z,48.03,49.80
2026-02-19T17:01:00Z,51.90,49.96
2026-02-19T17:02:00Z,49.89,47.32
2026-02-19T17:03:00Z,46.93,48.76
2026-02-19T17:04:00Z,50.69,47.77
2026-02-19T17:05:00Z,49.62,48.47
2026-02-19T17:06:00Z,47.12,49.73
2026-02-19T17:07:00Z,47.34,53.10
2026-02-19T17:08:00Z,48.61,46.34
2026-02-19T17:09:00Z,46.34,51.98
2026-02-19T17:10:00Z,43.18,55.75
2026-02-19T17:11:00Z,43.74,55.48
2026-02-19T17:12:00Z,43.57,57.16
2026-02-19T17:13:00Z,44.80,54.63
2026-02-19T17:14:00Z,43.36,53.49
2026-02-19T17:15:00Z,42.06,55.67
2026-02-19T17:16:00Z,43.15,54.08
2026-02-19T17:17:00Z,42.69,53.86
2026-02-19T17:18:00Z,42.63,56.00
2026-02-19T17:19:00Z,45.74,55.35
2026-02-19T17:20:00Z,46.56,51.24
2026-02-19T17:21:00Z,47.45,50.91
2026-02-19T17:22:00Z,49.79,50.26
2026-02-19T17:23:00Z,51.04,48.01
2026-02-19T17:24:00Z,51.39,47.97
2026-02-19T17:25:00Z,49.81,45.77
2026-02-19T17:26:00Z,52.64,47.01
2026-02-19T17:27:00Z,51.94,46.27
2026-02-19T17:28:00Z,51.21,47.00
2026-02-19T17:29:00Z,54.37,43.18
2026-02-19T17:30:00Z,52.19,48.88
2026-02-19T17:31:00Z,53.52,46.99
2026-02-19T17:32:00Z,53.00,45.99
2026-02-19T17:33:00Z,52.48,47.11
2026-02-19T17:34:00Z,51.52,48.00
2026-02-19T17:35:00Z,51.47,48.00
2026-02-19T17:36:00Z,53.73,48.00
2026-02-19T17:37:00Z,61.76,36.18
2026-02-19T17:38:00Z,66.48,32.02
2026-02-19T17:39:00Z,66.28,37.47
2026-02-19T17:40:00Z,59.81,43.73
2026-02-19T17:41:00Z,57.34,47.06
2026-02-19T17:42:00Z,51.45,51.15
2026-02-19T17:43:00Z,49.30,54.08
2026-02-19T17:44:00Z,41.30,55.61
2026-02-19T17:45:00Z,29.66,72.33
2026-02-19T17:46:00Z,22.99,76.10
2026-02-19T17:47:00Z,24.73,73.75
2026-02-19T17:48:00Z,27.25,73.91
2026-02-19T17:49:00Z,21.57,77.36
2026-02-19T17:50:00Z,19.23,78.19
2026-02-19T17:51:00Z,23.58,76.80
2026-02-19T17:52:00Z,30.06,76.63
2026-02-19T17:53:00Z,21.52,76.85
2026-02-19T17:54:00Z,28.61,77.63
2026-02-19T17:55:00Z,28.73,72.16
2026-02-19T17:56:00Z,27.09,71.92
2026-02-19T17:57:00Z,29.45,68.15
2026-02-19T17:58:00Z,31.69,67.20
2026-02-19T17:59:00Z,30.84,74.20
2026-02-19T18:00:00Z,30.11,70.50
2026-02-19T18:01:00Z,30.54,69.98
2026-02-19T18:02:00Z,31.45,69.34
2026-02-19T18:03:00Z,30.93,69.73
2026-02-19T18:04:00Z,23.15,81.92
2026-02-19T18:05:00Z,16.75,81.89
2026-02-19T18:06:00Z,23.73,80.49
2026-02-19T18:07:00Z,27.54,75.13
2026-02-19T18:08:00Z,35.22,67.74
2026-02-19T18:09:00Z,37.28,64.35
2026-02-19T18:10:00Z,30.86,67.36
2026-02-19T18:11:00Z,33.30,65.99
2026-02-19T18:12:00Z,28.61,68.00
2026-02-19T18:13:00Z,32.39,70.11
2026-02-19T18:14:00Z,30.90,72.39
2026-02-19T18:15:00Z,22.70,77.30
2026-02-19T18:16:00Z,20.79,76.93
2026-02-19T18:17:00Z,27.19,73.75
2026-02-19T18:18:00Z,26.84,73.99
2026-02-19T18:19:00Z,28.10,72.67
2026-02-19T18:20:00Z,31.79,71.92
2026-02-19T18:21:00Z,36.76,63.15
2026-02-19T18:22:00Z,41.28,53.21
2026-02-19T18:23:00Z,42.95,55.41
2026-02-19T18:24:00Z,42.44,56.12
2026-02-19T18:25:00Z,40.92,58.13
2026-02-19T18:26:00Z,46.75,54.59
2026-02-19T18:27:00Z,50.73,46.22
2026-02-19T18:28:00Z,55.65,44.97
2026-02-19T18:29:00Z,55.96,43.36
2026-02-19T18:30:00Z,55.69,41.81
2026-02-19T18:31:00Z,58.79,40.87
2026-02-19T18:32:00Z,59.31,39.93
2026-02-19T18:33:00Z,59.72,41.34
2026-02-19T18:34:00Z,56.92,43.78
2026-02-19T18:35:00Z,57.98,41.56
2026-02-19T18:36:00Z,57.18,44.85
2026-02-19T18:37:00Z,51.24,48.19
2026-02-19T18:38:00Z,52.62,45.15
2026-02-19T18:39:00Z,56.01,45.34
2026-02-19T18:40:00Z,55.07,46.52
2026-02-19T18:41:00Z,55.86,46.52
2026-02-19T18:42:00Z,56.81,41.91
2026-02-19T18:43:00Z,61.75,40.57
2026-02-19T18:44:00Z,64.02,39.24
2026-02-19T18:45:00Z,66.48,35.13
2026-02-19T18:46:00Z,72.30,31.33
2026-02-19T18:47:00Z,72.95,26.34
2026-02-19T18:48:00Z,78.92,16.96
2026-02-19T18:49:00Z,79.52,20.67
2026-02-19T18:50:00Z,75.12,21.21
2026-02-19T18:51:00Z,72.36,34.29
2026-02-19T18:52:00Z,58.72,38.46
2026-02-19T18:53:00Z,62.20,39.82
2026-02-19T18:54:00Z,61.06,36.93
2026-02-19T18:55:00Z,66.76,42.06
2026-02-19T18:56:00Z,55.09,45.30
2026-02-19T18:57:00Z,56.15,46.93
2026-02-19T18:58:00Z,62.57,40.24
2026-02-19T18:59:00Z,67.67,35.28
2026-02-19T19:00:00Z,57.92,45.35
2026-02-19T19:01:00Z,67.69,33.83
2026-02-19T19:02:00Z,72.37,25.65
2026-02-19T19:03:00Z,76.54,28.42
2026-02-19T19:04:00Z,62.13,35.90
2026-02-19T19:05:00Z,53.67,47.51
2026-02-19T19:06:00Z,58.01,46.97
2026-02-19T19:07:00Z,37.56,55.77
2026-02-19T19:08:00Z,39.64,61.30
2026-02-19T19:09:00Z,53.29,48.33
2026-02-19T19:10:00Z,45.77,53.43
2026-02-19T19:11:00Z,58.34,44.95
2026-02-19T19:12:00Z,59.65,41.98
2026-02-19T19:13:00Z,64.71,37.61
2026-02-19T19:14:00Z,76.26,27.97
2026-02-19T19:15:00Z,85.93,14.27
2026-02-19T19:16:00Z,92.86,8.43
2026-02-19T19:17:00Z,94.69,3.95
2026-02-19T19:18:00Z,94.44,4.30
2026-02-19T19:19:00Z,97.55,2.26
2026-02-19T19:20:00Z,99.00,1.00
2026-02-19T19:21:00Z,99.00,1.00
2026-02-19T19:22:00Z,99.00,1.00
