# event_ticker=KXATPCHALLENGERMATCH-26FEB25BOULOK
# final_score=6-4 6-7(4) 6-2
# score_resolution=4-6 7-6 2-6
# match_winner=Laurent Lokoli
# fav_player=Arthur Bouquier
# dog_player=Laurent Lokoli
# kalshi_date=2026-02-25
timestamp,Arthur Bouquier,Laurent Lokoli
2026-02-25T22:11:00Z,36.90,66.32
2026-02-25T22:12:00Z,32.01,68.20
2026-02-25T22:13:00Z,33.64,66.63
2026-02-25T22:14:00Z,35.42,64.81
2026-02-25T22:15:00Z,33.46,67.34
2026-02-25T22:16:00Z,38.40,62.09
2026-02-25T22:17:00Z,38.52,62.80
2026-02-25T22:18:00Z,37.30,62.36
2026-02-25T22:19:00Z,32.93,69.09
2026-02-25T22:20:00Z,30.20,69.22
2026-02-25T22:21:00Z,32.57,69.35
2026-02-25T22:22:00Z,26.31,75.99
2026-02-25T22:23:00Z,16.49,83.01
2026-02-25T22:24:00Z,15.63,84.49
2026-02-25T22:25:00Z,34.53,67.99
2026-02-25T22:26:00Z,35.46,64.73
2026-02-25T22:27:00Z,38.85,62.31
2026-02-25T22:28:00Z,43.84,53.73
2026-02-25T22:29:00Z,41.69,59.43
2026-02-25T22:30:00Z,37.05,64.03
2026-02-25T22:31:00Z,44.51,60.52
2026-02-25T22:32:00Z,36.03,61.13
2026-02-25T22:33:00Z,37.17,64.19
2026-02-25T22:34:00Z,32.14,69.10
2026-02-25T22:35:00Z,35.87,64.80
2026-02-25T22:36:00Z,43.16,61.35
2026-02-25T22:37:00Z,43.50,61.87
2026-02-25T22:38:00Z,50.18,49.29
2026-02-25T22:39:00Z,47.83,53.36
2026-02-25T22:40:00Z,55.85,43.27
2026-02-25T22:41:00Z,54.24,46.40
2026-02-25T22:42:00Z,46.51,54.43
2026-02-25T22:43:00Z,52.66,50.56
2026-02-25T22:44:00Z,54.27,43.60
2026-02-25T22:45:00Z,53.73,44.83
2026-02-25T22:46:00Z,54.54,44.28
2026-02-25T22:47:00Z,55.16,44.97
2026-02-25T22:48:00Z,50.08,49.02
2026-02-25T22:49:00Z,47.02,51.76
2026-02-25T22:50:00Z,51.05,49.95
2026-02-25T22:51:00Z,52.31,49.97
2026-02-25T22:52:00Z,53.82,46.78
2026-02-25T22:53:00Z,54.36,46.83
2026-02-25T22:54:00Z,47.74,50.16
2026-02-25T22:55:00Z,45.76,54.07
2026-02-25T22:56:00Z,48.96,53.39
2026-02-25T22:57:00Z,51.80,50.20
2026-02-25T22:58:00Z,49.16,54.57
2026-02-25T22:59:00Z,53.72,46.77
2026-02-25T23:00:00Z,51.23,49.90
2026-02-25T23:01:00Z,53.32,47.77
2026-02-25T23:02:00Z,46.92,54.05
2026-02-25T23:03:00Z,56.78,44.21
2026-02-25T23:04:00Z,69.09,32.85
2026-02-25T23:05:00Z,49.42,50.61
2026-02-25T23:06:00Z,46.64,53.64
2026-02-25T23:07:00Z,44.26,55.88
2026-02-25T23:08:00Z,52.17,49.30
2026-02-25T23:09:00Z,46.59,52.50
2026-02-25T23:10:00Z,26.72,68.46
2026-02-25T23:11:00Z,16.12,83.61
2026-02-25T23:12:00Z,12.25,87.50
2026-02-25T23:13:00Z,8.13,91.96
2026-02-25T23:14:00Z,6.65,92.53
2026-02-25T23:15:00Z,7.12,92.24
2026-02-25T23:16:00Z,5.02,94.12
2026-02-25T23:17:00Z,1.58,98.20
2026-02-25T23:18:00Z,1.58,99.00
2026-02-25T23:19:00Z,1.58,99.00
2026-02-25T23:20:00Z,1.58,99.00
2026-02-25T23:21:00Z,1.58,99.00
2026-02-25T23:22:00Z,1.58,99.00
