# event_ticker=KXATPCHALLENGERMATCH-26MAY25SUNBOB
# final_score=6-2 6-1
# score_resolution=2-6 1-6
# match_winner=Fajing Sun
# fav_player=Dakotah Bobo
# dog_player=Fajing Sun
# kalshi_date=2026-05-25
timestamp,Fajing Sun,Dakotah Bobo
2026-05-25T22:44:00Z,99.00,1.00
2026-05-25T22:45:00Z,99.00,1.00
2026-05-25T22:46:00Z,99.00,1.00
2026-05-25T22:47:00Z,99.00,1.00
2026-05-25T22:48:00Z,99.00,1.29
2026-05-25T22:49:00Z,99.00,2.06
2026-05-25T22:50:00Z,99.00,1.44
2026-05-25T22:51:00Z,98.50,1.01
2026-05-25T22:52:00Z,99.00,1.00
2026-05-25T22:53:00Z,99.00,1.00
2026-05-25T22:54:00Z,99.00,1.00
2026-05-25T22:55:00Z,99.00,1.00
2026-05-25T22:56:00Z,99.00,1.00
2026-05-25T22:57:00Z,99.00,1.00
2026-05-25T22:58:00Z,99.00,1.00
2026-05-25T22:59:00Z,99.00,1.00
2026-05-25T23:00:00Z,99.00,1.00
2026-05-25T23:01:00Z,99.00,1.00
2026-05-25T23:02:00Z,99.00,1.00
