# event_ticker=KXATPCHALLENGERMATCH-26APR30MILSUN
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Fajing Sun
# fav_player=Ognjen Milic
# dog_player=Fajing Sun
# kalshi_date=2026-04-30
timestamp,Ognjen Milic,Fajing Sun
2026-04-30T04:25:00Z,23.00,78.00
2026-04-30T04:26:00Z,22.01,79.48
2026-04-30T04:27:00Z,21.66,80.36
2026-04-30T04:28:00Z,21.00,81.00
2026-04-30T04:29:00Z,21.00,81.00
2026-04-30T04:30:00Z,21.00,79.00
2026-04-30T04:31:00Z,21.00,79.72
2026-04-30T04:32:00Z,21.00,79.00
2026-04-30T04:33:00Z,24.12,75.28
2026-04-30T04:34:00Z,27.66,72.92
2026-04-30T04:35:00Z,30.43,71.69
2026-04-30T04:36:00Z,30.30,71.33
2026-04-30T04:37:00Z,26.28,72.00
2026-04-30T04:38:00Z,26.08,70.00
2026-04-30T04:39:00Z,38.04,65.60
2026-04-30T04:40:00Z,37.23,66.91
2026-04-30T04:41:00Z,24.09,72.54
2026-04-30T04:42:00Z,25.13,76.08
2026-04-30T04:43:00Z,26.84,73.50
2026-04-30T04:44:00Z,20.00,78.68
2026-04-30T04:45:00Z,20.00,81.00
2026-04-30T04:46:00Z,22.70,78.24
2026-04-30T04:47:00Z,20.93,81.76
2026-04-30T04:48:00Z,22.02,78.98
2026-04-30T04:49:00Z,21.10,81.96
2026-04-30T04:50:00Z,23.23,79.87
2026-04-30T04:51:00Z,18.41,83.04
2026-04-30T04:52:00Z,18.16,83.02
2026-04-30T04:53:00Z,16.54,83.94
2026-04-30T04:54:00Z,16.70,85.88
2026-04-30T04:55:00Z,12.24,87.98
2026-04-30T04:56:00Z,8.35,91.24
2026-04-30T04:57:00Z,8.00,92.84
2026-04-30T04:58:00Z,7.46,94.41
2026-04-30T04:59:00Z,6.33,93.68
2026-04-30T05:00:00Z,7.90,94.02
2026-04-30T05:01:00Z,5.37,94.99
2026-04-30T05:02:00Z,5.00,95.02
2026-04-30T05:03:00Z,3.52,96.85
2026-04-30T05:04:00Z,1.45,98.34
2026-04-30T05:05:00Z,2.00,96.94
2026-04-30T05:06:00Z,2.00,98.05
2026-04-30T05:07:00Z,2.00,98.01
2026-04-30T05:08:00Z,1.29,98.00
2026-04-30T05:09:00Z,1.83,98.94
2026-04-30T05:10:00Z,2.00,97.83
2026-04-30T05:11:00Z,2.00,99.00
2026-04-30T05:12:00Z,1.26,98.77
2026-04-30T05:13:00Z,2.04,98.73
2026-04-30T05:14:00Z,2.00,98.88
2026-04-30T05:15:00Z,2.06,99.00
2026-04-30T05:16:00Z,1.09,98.00
2026-04-30T05:17:00Z,1.00,99.00
2026-04-30T05:18:00Z,1.00,99.00
2026-04-30T05:19:00Z,1.00,99.00
2026-04-30T05:20:00Z,1.00,99.00
2026-04-30T05:21:00Z,1.00,99.00
2026-04-30T05:22:00Z,1.00,99.00
