# event_ticker=KXATPMATCH-25OCT02RINMED
# final_score=6-7(3) 1-0 RET
# match_winner=Arthur Rinderknech
# fav_player=Arthur Rinderknech
# dog_player=Hamad Medjedovic
# kalshi_date=2025-10-02
timestamp,Arthur Rinderknech,Hamad Medjedovic
2025-10-02T10:17:00Z,46.00,55.00
2025-10-02T10:28:00Z,46.00,55.00
2025-10-02T10:30:00Z,46.00,55.00
2025-10-02T10:32:00Z,46.00,55.35
2025-10-02T10:35:00Z,46.00,56.00
2025-10-02T10:42:00Z,46.00,56.00
2025-10-02T10:48:00Z,46.00,54.16
2025-10-02T10:49:00Z,46.51,54.16
2025-10-02T10:54:00Z,46.00,54.16
2025-10-02T10:56:00Z,46.00,54.16
2025-10-02T11:01:00Z,46.00,55.00
2025-10-02T11:03:00Z,46.00,55.00
2025-10-02T11:04:00Z,46.00,55.00
2025-10-02T11:06:00Z,46.00,55.00
2025-10-02T11:08:00Z,46.00,55.00
2025-10-02T11:10:00Z,46.00,55.00
2025-10-02T11:12:00Z,46.00,55.00
2025-10-02T11:13:00Z,46.00,55.00
2025-10-02T11:16:00Z,46.30,55.00
2025-10-02T11:18:00Z,46.30,55.00
2025-10-02T11:20:00Z,47.00,55.49
2025-10-02T11:22:00Z,46.00,55.49
2025-10-02T11:23:00Z,46.00,56.09
2025-10-02T11:28:00Z,43.00,57.51
2025-10-02T11:30:00Z,45.00,57.00
2025-10-02T11:31:00Z,47.61,55.00
2025-10-02T11:32:00Z,47.61,55.00
2025-10-02T11:33:00Z,48.00,55.00
2025-10-02T11:34:00Z,48.00,55.00
2025-10-02T11:35:00Z,48.13,57.10
2025-10-02T11:36:00Z,46.14,57.31
2025-10-02T11:37:00Z,47.00,55.46
2025-10-02T11:38:00Z,47.54,53.33
2025-10-02T11:39:00Z,47.54,52.03
2025-10-02T11:40:00Z,47.54,52.00
2025-10-02T11:41:00Z,50.02,49.64
2025-10-02T11:42:00Z,53.89,47.69
2025-10-02T11:43:00Z,54.02,48.00
2025-10-02T11:44:00Z,51.00,50.00
2025-10-02T11:45:00Z,51.00,52.00
2025-10-02T11:46:00Z,50.00,52.19
2025-10-02T11:47:00Z,43.56,52.99
2025-10-02T11:48:00Z,45.03,54.98
2025-10-02T11:49:00Z,50.00,50.99
2025-10-02T11:50:00Z,50.00,51.63
2025-10-02T11:51:00Z,50.00,51.63
2025-10-02T11:52:00Z,50.64,48.84
2025-10-02T11:53:00Z,61.41,32.80
2025-10-02T11:54:00Z,69.06,30.80
2025-10-02T11:55:00Z,65.60,32.07
2025-10-02T11:56:00Z,74.00,27.51
2025-10-02T11:57:00Z,74.00,26.46
2025-10-02T11:58:00Z,72.87,24.29
2025-10-02T11:59:00Z,72.87,24.56
2025-10-02T12:00:00Z,74.30,25.50
2025-10-02T12:01:00Z,74.33,25.00
2025-10-02T12:02:00Z,74.33,25.00
2025-10-02T12:03:00Z,74.33,25.00
2025-10-02T12:04:00Z,74.01,27.09
2025-10-02T12:05:00Z,74.01,29.00
2025-10-02T12:06:00Z,72.93,29.00
2025-10-02T12:07:00Z,67.32,34.83
2025-10-02T12:08:00Z,72.51,28.85
2025-10-02T12:09:00Z,74.96,27.00
2025-10-02T12:10:00Z,74.96,28.46
2025-10-02T12:11:00Z,72.00,26.00
2025-10-02T12:12:00Z,76.97,23.41
2025-10-02T12:13:00Z,77.35,23.41
2025-10-02T12:14:00Z,77.35,22.00
2025-10-02T12:15:00Z,69.00,29.55
2025-10-02T12:16:00Z,69.00,40.00
2025-10-02T12:18:00Z,79.97,40.00
2025-10-02T12:20:00Z,78.00,40.00
2025-10-02T12:21:00Z,77.20,26.00
2025-10-02T12:22:00Z,60.00,39.23
2025-10-02T12:23:00Z,61.63,37.58
2025-10-02T12:24:00Z,58.72,40.80
2025-10-02T12:25:00Z,51.00,43.43
2025-10-02T12:26:00Z,51.08,49.04
2025-10-02T12:27:00Z,53.48,47.00
2025-10-02T12:28:00Z,58.50,40.44
2025-10-02T12:29:00Z,58.50,36.53
2025-10-02T12:30:00Z,57.37,38.62
2025-10-02T12:31:00Z,56.08,43.10
2025-10-02T12:32:00Z,58.00,44.14
2025-10-02T12:33:00Z,58.00,49.82
2025-10-02T12:34:00Z,53.31,49.82
2025-10-02T12:35:00Z,54.00,48.00
2025-10-02T12:36:00Z,54.00,48.40
2025-10-02T12:37:00Z,53.00,50.43
2025-10-02T12:38:00Z,53.63,51.34
2025-10-02T12:40:00Z,46.10,59.00
2025-10-02T12:42:00Z,50.94,59.00
2025-10-02T12:43:00Z,58.00,42.20
2025-10-02T12:44:00Z,60.71,42.20
2025-10-02T12:45:00Z,64.20,44.86
2025-10-02T12:46:00Z,56.00,46.02
2025-10-02T12:47:00Z,54.00,49.00
2025-10-02T12:48:00Z,51.97,50.00
2025-10-02T12:49:00Z,53.90,49.31
2025-10-02T12:50:00Z,56.00,44.20
2025-10-02T12:51:00Z,56.00,48.00
2025-10-02T12:52:00Z,70.00,48.00
2025-10-02T12:53:00Z,69.99,35.10
2025-10-02T12:55:00Z,55.11,45.76
2025-10-02T12:56:00Z,46.83,52.79
2025-10-02T12:57:00Z,36.88,61.74
2025-10-02T12:58:00Z,36.74,55.90
2025-10-02T12:59:00Z,40.65,61.62
2025-10-02T13:00:00Z,35.39,67.83
2025-10-02T13:01:00Z,37.45,69.72
2025-10-02T13:02:00Z,37.45,64.15
2025-10-02T13:03:00Z,36.40,68.68
2025-10-02T13:04:00Z,36.36,64.78
2025-10-02T13:05:00Z,40.53,64.83
2025-10-02T13:06:00Z,39.11,66.06
2025-10-02T13:07:00Z,36.79,66.45
2025-10-02T13:08:00Z,34.32,64.57
2025-10-02T13:09:00Z,41.23,65.61
2025-10-02T13:10:00Z,42.78,60.71
2025-10-02T13:11:00Z,41.84,57.46
2025-10-02T13:12:00Z,38.40,61.57
2025-10-02T13:13:00Z,47.18,58.44
2025-10-02T13:14:00Z,45.53,56.51
2025-10-02T13:15:00Z,46.00,57.06
2025-10-02T13:16:00Z,42.49,57.14
2025-10-02T13:17:00Z,45.76,61.33
2025-10-02T13:18:00Z,53.75,55.14
2025-10-02T13:19:00Z,91.17,6.85
2025-10-02T13:20:00Z,99.00,6.85
2025-10-02T13:21:00Z,95.83,1.00
2025-10-02T13:22:00Z,97.00,1.00
2025-10-02T13:23:00Z,99.00,1.00
2025-10-02T13:24:00Z,97.76,1.00
2025-10-02T13:26:00Z,99.00,1.00
2025-10-02T13:27:00Z,99.00,1.00
2025-10-02T13:29:00Z,99.00,1.00
2025-10-02T13:30:00Z,99.00,1.00
2025-10-02T13:34:00Z,99.00,1.00
2025-10-02T13:35:00Z,99.00,1.00
2025-10-02T13:37:00Z,99.00,1.00
2025-10-02T13:38:00Z,99.00,1.00
2025-10-02T13:39:00Z,99.00,1.00
2025-10-02T13:41:00Z,99.00,1.00
2025-10-02T13:42:00Z,99.00,1.00
2025-10-02T13:44:00Z,99.00,1.00
2025-10-02T13:46:00Z,99.00,1.00
2025-10-02T13:47:00Z,99.00,1.00
2025-10-02T14:10:00Z,99.00,1.00
2025-10-02T14:13:00Z,99.00,1.00
2025-10-02T14:14:00Z,99.00,1.00
2025-10-02T14:17:00Z,99.00,1.00
2025-10-02T14:22:00Z,99.00,1.00
2025-10-02T14:23:00Z,99.00,1.00
2025-10-02T14:30:00Z,99.00,1.00
