# event_ticker=KXATPCHALLENGERMATCH-26MAY26MAECOP
# final_score=6-7(4) 6-2 6-4
# score_resolution=7-6 2-6 4-6
# match_winner=Kimmer Coppejans
# fav_player=Francesco Maestrelli
# dog_player=Kimmer Coppejans
# kalshi_date=2026-05-26
timestamp,Francesco Maestrelli,Kimmer Coppejans
2026-05-26T14:06:00Z,33.03,67.44
2026-05-26T14:07:00Z,32.25,68.00
2026-05-26T14:08:00Z,33.85,66.93
2026-05-26T14:09:00Z,37.69,62.16
2026-05-26T14:10:00Z,39.00,61.20
2026-05-26T14:11:00Z,36.95,60.82
2026-05-26T14:12:00Z,41.61,60.00
2026-05-26T14:13:00Z,41.00,60.00
2026-05-26T14:14:00Z,40.06,59.97
2026-05-26T14:15:00Z,42.72,59.94
2026-05-26T14:16:00Z,45.17,55.27
2026-05-26T14:17:00Z,40.38,59.95
2026-05-26T14:18:00Z,39.27,59.72
2026-05-26T14:19:00Z,39.54,60.09
2026-05-26T14:20:00Z,41.02,58.08
2026-05-26T14:21:00Z,53.38,47.05
2026-05-26T14:22:00Z,58.92,40.26
2026-05-26T14:23:00Z,69.28,30.82
2026-05-26T14:24:00Z,69.13,30.98
2026-05-26T14:25:00Z,70.00,30.53
2026-05-26T14:26:00Z,69.63,31.00
2026-05-26T14:27:00Z,69.42,30.86
2026-05-26T14:28:00Z,69.90,31.00
2026-05-26T14:29:00Z,70.54,30.96
2026-05-26T14:30:00Z,72.00,28.82
2026-05-26T14:31:00Z,73.27,26.98
2026-05-26T14:32:00Z,71.95,29.38
2026-05-26T14:33:00Z,66.08,35.36
2026-05-26T14:34:00Z,66.57,34.18
2026-05-26T14:35:00Z,66.14,37.81
2026-05-26T14:36:00Z,68.00,32.63
2026-05-26T14:37:00Z,69.73,32.63
2026-05-26T14:38:00Z,67.04,32.03
2026-05-26T14:39:00Z,68.97,30.45
2026-05-26T14:40:00Z,73.22,28.46
2026-05-26T14:41:00Z,74.15,26.90
2026-05-26T14:42:00Z,75.58,24.56
2026-05-26T14:43:00Z,74.82,27.00
2026-05-26T14:44:00Z,81.00,20.44
2026-05-26T14:45:00Z,77.31,20.26
2026-05-26T14:46:00Z,77.04,25.00
2026-05-26T14:47:00Z,73.37,27.46
2026-05-26T14:48:00Z,78.50,24.96
2026-05-26T14:49:00Z,78.97,19.66
2026-05-26T14:50:00Z,79.68,22.67
2026-05-26T14:51:00Z,77.53,21.92
2026-05-26T14:52:00Z,75.89,25.24
2026-05-26T14:53:00Z,75.17,25.11
2026-05-26T14:54:00Z,79.57,20.48
2026-05-26T14:55:00Z,81.98,19.99
2026-05-26T14:56:00Z,85.82,13.60
2026-05-26T14:57:00Z,85.01,14.99
2026-05-26T14:58:00Z,83.06,17.00
2026-05-26T14:59:00Z,83.54,17.01
2026-05-26T15:00:00Z,75.39,20.97
2026-05-26T15:01:00Z,75.00,24.82
2026-05-26T15:02:00Z,76.03,24.93
2026-05-26T15:03:00Z,77.95,22.23
2026-05-26T15:04:00Z,71.36,26.76
2026-05-26T15:05:00Z,69.77,30.15
2026-05-26T15:06:00Z,66.44,32.70
2026-05-26T15:07:00Z,69.86,29.28
2026-05-26T15:08:00Z,66.57,33.45
2026-05-26T15:09:00Z,54.21,44.64
2026-05-26T15:10:00Z,54.10,45.89
2026-05-26T15:11:00Z,54.93,45.61
2026-05-26T15:12:00Z,53.20,46.84
2026-05-26T15:13:00Z,51.56,46.84
2026-05-26T15:14:00Z,50.00,51.07
2026-05-26T15:15:00Z,47.50,52.88
2026-05-26T15:16:00Z,46.73,54.00
2026-05-26T15:17:00Z,44.56,56.81
2026-05-26T15:18:00Z,44.00,54.94
2026-05-26T15:19:00Z,47.58,54.81
2026-05-26T15:20:00Z,47.43,53.52
2026-05-26T15:21:00Z,42.27,56.02
2026-05-26T15:22:00Z,40.99,59.92
2026-05-26T15:23:00Z,40.48,60.08
2026-05-26T15:24:00Z,38.20,62.07
2026-05-26T15:25:00Z,38.00,62.10
2026-05-26T15:26:00Z,37.94,62.15
2026-05-26T15:27:00Z,38.00,62.09
2026-05-26T15:28:00Z,38.97,62.58
2026-05-26T15:29:00Z,38.91,62.88
2026-05-26T15:30:00Z,38.28,62.63
2026-05-26T15:31:00Z,38.60,62.88
2026-05-26T15:32:00Z,39.00,62.73
2026-05-26T15:33:00Z,38.00,62.56
2026-05-26T15:34:00Z,38.00,62.75
2026-05-26T15:35:00Z,37.97,63.71
2026-05-26T15:36:00Z,34.19,65.53
2026-05-26T15:37:00Z,35.19,66.01
2026-05-26T15:38:00Z,35.03,68.32
2026-05-26T15:39:00Z,34.93,65.04
2026-05-26T15:40:00Z,40.17,64.61
2026-05-26T15:41:00Z,46.00,54.80
2026-05-26T15:42:00Z,43.78,57.21
2026-05-26T15:43:00Z,48.43,51.24
2026-05-26T15:44:00Z,55.45,42.98
2026-05-26T15:45:00Z,47.42,52.62
2026-05-26T15:46:00Z,42.82,59.63
2026-05-26T15:47:00Z,47.11,54.36
2026-05-26T15:48:00Z,47.06,55.35
2026-05-26T15:49:00Z,42.16,58.15
2026-05-26T15:50:00Z,39.46,58.20
2026-05-26T15:51:00Z,43.40,62.53
2026-05-26T15:52:00Z,47.66,51.94
2026-05-26T15:53:00Z,49.00,52.00
2026-05-26T15:54:00Z,55.84,39.93
2026-05-26T15:55:00Z,69.39,30.44
2026-05-26T15:56:00Z,71.99,30.77
2026-05-26T15:57:00Z,73.54,26.87
2026-05-26T15:58:00Z,61.77,37.43
2026-05-26T15:59:00Z,53.70,45.46
2026-05-26T16:00:00Z,51.00,48.91
2026-05-26T16:01:00Z,50.29,49.41
2026-05-26T16:02:00Z,54.28,49.16
2026-05-26T16:03:00Z,53.44,48.19
2026-05-26T16:04:00Z,44.19,56.39
2026-05-26T16:05:00Z,41.69,61.12
2026-05-26T16:06:00Z,38.75,64.32
2026-05-26T16:07:00Z,46.57,55.18
2026-05-26T16:08:00Z,42.71,56.68
2026-05-26T16:09:00Z,46.77,55.56
2026-05-26T16:10:00Z,53.83,46.76
2026-05-26T16:11:00Z,53.84,46.82
2026-05-26T16:12:00Z,67.62,29.93
2026-05-26T16:13:00Z,66.44,28.14
2026-05-26T16:14:00Z,74.14,22.99
2026-05-26T16:15:00Z,55.15,44.42
2026-05-26T16:16:00Z,48.08,55.32
2026-05-26T16:17:00Z,37.47,62.41
2026-05-26T16:18:00Z,45.54,56.32
2026-05-26T16:19:00Z,55.83,56.03
2026-05-26T16:20:00Z,36.23,65.71
2026-05-26T16:21:00Z,19.44,80.62
2026-05-26T16:22:00Z,12.09,88.55
2026-05-26T16:23:00Z,7.97,93.07
2026-05-26T16:24:00Z,3.60,98.47
2026-05-26T16:25:00Z,1.00,99.00
2026-05-26T16:26:00Z,1.00,99.00
2026-05-26T16:27:00Z,1.00,99.00
2026-05-26T16:28:00Z,1.00,99.00
2026-05-26T16:29:00Z,1.00,99.00
2026-05-26T16:30:00Z,1.00,99.00
2026-05-26T16:31:00Z,1.00,99.00
2026-05-26T16:32:00Z,1.00,99.00
