# event_ticker=KXATPMATCH-26MAR17DUCBAU
# final_score=7-6(3) 7-6(4)
# score_resolution=6-7 6-7
# match_winner=Roberto Bautista Agut
# fav_player=James Duckworth
# dog_player=Roberto Bautista Agut
# kalshi_date=2026-03-17
timestamp,James Duckworth,Roberto Bautista Agut
2026-03-19T14:02:00Z,41.00,60.00
2026-03-19T14:04:00Z,41.00,60.00
2026-03-19T14:06:00Z,41.00,60.00
2026-03-19T14:07:00Z,41.00,60.00
2026-03-19T14:08:00Z,41.00,60.00
2026-03-19T14:09:00Z,41.00,60.00
2026-03-19T14:11:00Z,42.00,60.00
2026-03-19T14:13:00Z,41.01,60.00
2026-03-19T14:15:00Z,40.10,61.97
2026-03-19T14:16:00Z,41.97,59.59
2026-03-19T14:17:00Z,43.19,56.48
2026-03-19T14:18:00Z,45.72,54.68
2026-03-19T14:19:00Z,40.18,58.00
2026-03-19T14:20:00Z,39.06,59.60
2026-03-19T14:21:00Z,46.00,55.31
2026-03-19T14:22:00Z,46.00,55.00
2026-03-19T14:23:00Z,45.75,56.99
2026-03-19T14:24:00Z,44.84,54.68
2026-03-19T14:25:00Z,50.85,48.99
2026-03-19T14:26:00Z,51.74,45.83
2026-03-19T14:27:00Z,65.10,38.61
2026-03-19T14:28:00Z,65.37,37.19
2026-03-19T14:29:00Z,58.68,43.52
2026-03-19T14:30:00Z,59.19,42.77
2026-03-19T14:31:00Z,50.34,51.70
2026-03-19T14:32:00Z,45.00,54.00
2026-03-19T14:33:00Z,49.89,53.60
2026-03-19T14:34:00Z,51.00,49.70
2026-03-19T14:35:00Z,48.32,53.96
2026-03-19T14:36:00Z,46.82,55.18
2026-03-19T14:37:00Z,44.00,58.00
2026-03-19T14:38:00Z,46.62,55.00
2026-03-19T14:39:00Z,46.97,57.00
2026-03-19T14:40:00Z,47.96,57.00
2026-03-19T14:42:00Z,47.96,55.61
2026-03-19T14:43:00Z,45.00,57.99
2026-03-19T14:44:00Z,43.01,58.88
2026-03-19T14:45:00Z,47.54,58.88
2026-03-19T14:46:00Z,49.00,51.97
2026-03-19T14:47:00Z,49.00,51.99
2026-03-19T14:48:00Z,50.83,55.40
2026-03-19T14:49:00Z,42.98,58.02
2026-03-19T14:50:00Z,40.85,59.29
2026-03-19T14:51:00Z,36.43,64.14
2026-03-19T14:52:00Z,41.71,61.74
2026-03-19T14:53:00Z,45.10,55.00
2026-03-19T14:54:00Z,45.79,55.00
2026-03-19T14:55:00Z,47.78,51.99
2026-03-19T14:56:00Z,50.46,48.21
2026-03-19T14:57:00Z,58.26,40.39
2026-03-19T14:58:00Z,56.66,47.58
2026-03-19T14:59:00Z,48.00,55.10
2026-03-19T15:00:00Z,43.08,58.97
2026-03-19T15:01:00Z,34.93,68.15
2026-03-19T15:02:00Z,28.07,72.93
2026-03-19T15:03:00Z,24.08,76.14
2026-03-19T15:04:00Z,27.78,76.02
2026-03-19T15:05:00Z,35.59,68.24
2026-03-19T15:06:00Z,31.14,65.17
2026-03-19T15:07:00Z,21.86,79.91
2026-03-19T15:08:00Z,19.07,80.06
2026-03-19T15:09:00Z,19.85,80.01
2026-03-19T15:10:00Z,19.53,80.00
2026-03-19T15:11:00Z,19.94,81.00
2026-03-19T15:12:00Z,19.00,81.56
2026-03-19T15:13:00Z,19.00,80.14
2026-03-19T15:14:00Z,21.54,79.72
2026-03-19T15:15:00Z,21.94,77.00
2026-03-19T15:16:00Z,26.83,75.72
2026-03-19T15:17:00Z,20.02,81.81
2026-03-19T15:18:00Z,22.29,79.00
2026-03-19T15:19:00Z,17.99,83.00
2026-03-19T15:20:00Z,17.13,84.28
2026-03-19T15:21:00Z,11.43,85.57
2026-03-19T15:22:00Z,8.76,90.58
2026-03-19T15:23:00Z,8.15,88.99
2026-03-19T15:24:00Z,16.15,85.61
2026-03-19T15:25:00Z,19.00,82.00
2026-03-19T15:26:00Z,19.93,80.04
2026-03-19T15:27:00Z,27.45,77.00
2026-03-19T15:28:00Z,29.87,71.88
2026-03-19T15:29:00Z,23.57,76.08
2026-03-19T15:30:00Z,23.05,78.34
2026-03-19T15:31:00Z,20.42,79.00
2026-03-19T15:32:00Z,23.60,77.00
2026-03-19T15:33:00Z,23.91,78.00
2026-03-19T15:34:00Z,21.25,78.57
2026-03-19T15:35:00Z,18.58,82.00
2026-03-19T15:36:00Z,19.00,82.00
2026-03-19T15:37:00Z,22.00,82.00
2026-03-19T15:38:00Z,23.22,78.67
2026-03-19T15:39:00Z,19.07,80.48
2026-03-19T15:40:00Z,19.12,80.35
2026-03-19T15:41:00Z,19.77,81.00
2026-03-19T15:42:00Z,20.00,81.00
2026-03-19T15:43:00Z,22.03,78.18
2026-03-19T15:44:00Z,21.97,78.18
2026-03-19T15:45:00Z,19.79,82.43
2026-03-19T15:46:00Z,18.02,82.69
2026-03-19T15:47:00Z,22.66,77.21
2026-03-19T15:48:00Z,28.63,70.60
2026-03-19T15:49:00Z,26.23,75.05
2026-03-19T15:50:00Z,19.38,77.18
2026-03-19T15:51:00Z,18.98,81.91
2026-03-19T15:52:00Z,18.93,82.00
2026-03-19T15:53:00Z,16.66,83.86
2026-03-19T15:54:00Z,14.76,87.47
2026-03-19T15:55:00Z,3.53,95.97
2026-03-19T15:56:00Z,2.34,98.10
2026-03-19T15:57:00Z,1.78,97.36
2026-03-19T15:58:00Z,3.72,96.94
2026-03-19T15:59:00Z,2.06,97.36
2026-03-19T16:00:00Z,5.24,95.86
2026-03-19T16:01:00Z,11.57,84.34
2026-03-19T16:02:00Z,17.04,83.00
2026-03-19T16:03:00Z,18.08,82.10
2026-03-19T16:04:00Z,23.74,76.82
2026-03-19T16:05:00Z,23.49,75.79
2026-03-19T16:06:00Z,23.08,77.04
2026-03-19T16:07:00Z,19.30,81.42
2026-03-19T16:08:00Z,18.87,82.00
2026-03-19T16:09:00Z,19.69,81.53
2026-03-19T16:10:00Z,23.08,77.12
2026-03-19T16:11:00Z,24.37,75.96
2026-03-19T16:12:00Z,13.86,87.03
2026-03-19T16:13:00Z,14.01,86.95
2026-03-19T16:14:00Z,8.65,92.32
2026-03-19T16:15:00Z,9.19,92.48
2026-03-19T16:16:00Z,12.41,86.89
2026-03-19T16:17:00Z,5.83,95.53
2026-03-19T16:18:00Z,3.90,96.75
2026-03-19T16:19:00Z,1.00,98.88
2026-03-19T16:20:00Z,1.00,99.00
2026-03-19T16:21:00Z,1.00,99.00
2026-03-19T16:22:00Z,1.00,99.00
