# event_ticker=KXATPCHALLENGERMATCH-26APR13ROYCEC
# final_score=6-2 1-6 6-4
# score_resolution=2-6 6-1 4-6
# match_winner=Valentin Royer
# fav_player=Marco Cecchinato
# dog_player=Valentin Royer
# kalshi_date=2026-04-13
timestamp,Marco Cecchinato,Valentin Royer
2026-04-13T15:24:00Z,6.17,94.03
2026-04-13T15:25:00Z,6.74,93.37
2026-04-13T15:26:00Z,8.37,93.33
2026-04-13T15:27:00Z,12.38,89.70
2026-04-13T15:28:00Z,18.51,85.21
2026-04-13T15:29:00Z,20.24,75.29
2026-04-13T15:30:00Z,29.66,69.97
2026-04-13T15:31:00Z,31.56,68.62
2026-04-13T15:32:00Z,34.50,68.38
2026-04-13T15:33:00Z,37.07,63.13
2026-04-13T15:34:00Z,39.61,60.90
2026-04-13T15:35:00Z,34.39,61.01
2026-04-13T15:36:00Z,51.05,48.87
2026-04-13T15:37:00Z,50.84,50.96
2026-04-13T15:38:00Z,35.53,69.29
2026-04-13T15:39:00Z,39.18,60.96
2026-04-13T15:40:00Z,37.22,61.88
2026-04-13T15:41:00Z,36.10,66.18
2026-04-13T15:42:00Z,30.48,70.27
2026-04-13T15:43:00Z,21.60,77.28
2026-04-13T15:44:00Z,8.56,93.90
2026-04-13T15:45:00Z,5.42,95.15
2026-04-13T15:46:00Z,1.00,99.00
2026-04-13T15:47:00Z,1.00,99.00
