# event_ticker=KXATPMATCH-25OCT29CERKEC
# final_score=7-5 1-6 7-6(4)
# score_resolution=7-5 1-6 7-6
# match_winner=Francisco Cerundolo
# fav_player=Francisco Cerundolo
# dog_player=Miomir Kecmanovic
# kalshi_date=2025-10-29
timestamp,Francisco Cerundolo,Miomir Kecmanovic
2025-10-29T12:55:00Z,83.98,17.00
2025-10-29T12:56:00Z,87.96,13.17
2025-10-29T12:57:00Z,81.95,18.71
2025-10-29T12:58:00Z,81.88,20.00
2025-10-29T12:59:00Z,80.00,20.04
2025-10-29T13:00:00Z,77.00,26.46
2025-10-29T13:01:00Z,77.00,26.69
2025-10-29T13:02:00Z,71.60,30.15
2025-10-29T13:03:00Z,71.60,32.32
2025-10-29T13:04:00Z,65.70,36.92
2025-10-29T13:05:00Z,65.70,31.00
2025-10-29T13:06:00Z,68.00,34.76
2025-10-29T13:07:00Z,64.00,37.00
2025-10-29T13:08:00Z,64.00,37.35
2025-10-29T13:09:00Z,61.00,43.44
2025-10-29T13:10:00Z,58.56,44.96
2025-10-29T13:11:00Z,53.92,49.45
2025-10-29T13:12:00Z,53.23,51.89
2025-10-29T13:13:00Z,53.00,47.51
2025-10-29T13:14:00Z,55.63,47.14
2025-10-29T13:15:00Z,50.50,53.07
2025-10-29T13:16:00Z,49.11,53.51
2025-10-29T13:17:00Z,46.41,58.49
2025-10-29T13:18:00Z,50.97,53.60
2025-10-29T13:19:00Z,60.03,48.98
2025-10-29T13:20:00Z,60.26,40.39
2025-10-29T13:21:00Z,51.55,52.11
2025-10-29T13:22:00Z,50.69,53.67
2025-10-29T13:23:00Z,57.02,47.68
2025-10-29T13:24:00Z,56.98,44.26
2025-10-29T13:25:00Z,57.83,43.68
2025-10-29T13:26:00Z,57.26,43.99
2025-10-29T13:27:00Z,56.22,44.88
2025-10-29T13:28:00Z,50.50,52.15
2025-10-29T13:29:00Z,53.73,52.26
2025-10-29T13:30:00Z,61.68,40.33
2025-10-29T13:31:00Z,66.13,38.25
2025-10-29T13:32:00Z,66.12,36.67
2025-10-29T13:33:00Z,76.91,17.41
2025-10-29T13:34:00Z,81.15,18.64
2025-10-29T13:35:00Z,76.24,29.02
2025-10-29T13:36:00Z,65.51,35.63
2025-10-29T13:37:00Z,70.99,32.23
2025-10-29T13:38:00Z,89.41,10.47
2025-10-29T13:39:00Z,92.01,10.61
2025-10-29T13:40:00Z,92.61,9.64
2025-10-29T13:41:00Z,96.69,3.63
2025-10-29T13:42:00Z,96.96,4.15
2025-10-29T13:43:00Z,98.95,3.25
2025-10-29T13:44:00Z,98.17,2.97
2025-10-29T13:45:00Z,98.05,3.00
2025-10-29T13:46:00Z,96.65,3.86
2025-10-29T13:47:00Z,95.21,6.51
2025-10-29T13:48:00Z,87.63,12.29
2025-10-29T13:49:00Z,82.40,18.23
2025-10-29T13:50:00Z,75.03,31.20
2025-10-29T13:51:00Z,71.32,28.36
2025-10-29T13:52:00Z,63.22,37.31
2025-10-29T13:53:00Z,54.09,44.02
2025-10-29T13:54:00Z,53.79,47.62
2025-10-29T13:55:00Z,56.74,44.96
2025-10-29T13:56:00Z,46.45,52.16
2025-10-29T13:57:00Z,43.48,57.96
2025-10-29T13:58:00Z,45.39,65.37
2025-10-29T13:59:00Z,34.12,64.08
2025-10-29T14:00:00Z,57.66,40.56
2025-10-29T14:01:00Z,63.85,36.68
2025-10-29T14:02:00Z,63.21,37.01
2025-10-29T14:03:00Z,53.95,45.24
2025-10-29T14:04:00Z,54.66,50.85
2025-10-29T14:05:00Z,41.57,56.24
2025-10-29T14:06:00Z,62.19,39.47
2025-10-29T14:07:00Z,70.54,23.41
2025-10-29T14:08:00Z,70.41,32.43
2025-10-29T14:09:00Z,89.20,8.76
2025-10-29T14:10:00Z,89.82,9.17
2025-10-29T14:11:00Z,93.76,10.34
2025-10-29T14:12:00Z,98.18,4.25
2025-10-29T14:13:00Z,99.00,4.25
