# event_ticker=KXATPCHALLENGERMATCH-26MAR03GIUFEL
# final_score=6-3 6-3
# match_winner=Lorenzo Giustino
# fav_player=Lorenzo Giustino
# dog_player=Pietro Orlando Fellin
# kalshi_date=2026-03-03
timestamp,Lorenzo Giustino,Pietro Orlando Fellin
2026-03-03T10:11:00Z,75.05,22.00
2026-03-03T10:12:00Z,76.13,25.87
2026-03-03T10:13:00Z,78.00,22.00
2026-03-03T10:14:00Z,78.00,20.00
2026-03-03T10:15:00Z,78.00,19.00
2026-03-03T10:17:00Z,82.00,19.00
2026-03-03T10:18:00Z,82.00,19.00
2026-03-03T10:19:00Z,85.00,17.00
2026-03-03T10:20:00Z,88.00,12.00
2026-03-03T10:21:00Z,88.09,11.01
2026-03-03T10:22:00Z,88.00,13.00
2026-03-03T10:23:00Z,88.00,13.00
2026-03-03T10:24:00Z,84.91,14.00
2026-03-03T10:25:00Z,85.00,15.00
2026-03-03T10:26:00Z,85.00,14.66
2026-03-03T10:27:00Z,86.00,14.66
2026-03-03T10:28:00Z,83.39,19.20
2026-03-03T10:29:00Z,79.00,20.00
2026-03-03T10:30:00Z,77.01,22.16
2026-03-03T10:31:00Z,79.23,21.96
2026-03-03T10:32:00Z,81.13,20.14
2026-03-03T10:33:00Z,85.95,20.14
2026-03-03T10:34:00Z,87.69,15.00
2026-03-03T10:35:00Z,87.69,14.00
2026-03-03T10:36:00Z,87.35,14.00
2026-03-03T10:37:00Z,86.93,14.00
2026-03-03T10:38:00Z,85.38,14.00
2026-03-03T10:39:00Z,89.00,14.00
2026-03-03T10:40:00Z,88.01,11.00
2026-03-03T10:41:00Z,88.01,10.00
2026-03-03T10:42:00Z,89.99,10.15
2026-03-03T10:43:00Z,91.74,9.99
2026-03-03T10:44:00Z,94.15,5.00
2026-03-03T10:45:00Z,93.00,6.99
2026-03-03T10:46:00Z,93.03,6.16
2026-03-03T10:47:00Z,95.53,5.00
2026-03-03T10:48:00Z,96.00,5.00
2026-03-03T10:49:00Z,95.00,6.00
2026-03-03T10:50:00Z,95.00,6.00
2026-03-03T10:51:00Z,94.00,6.00
2026-03-03T10:52:00Z,93.00,6.40
2026-03-03T10:53:00Z,92.00,6.40
2026-03-03T10:54:00Z,90.02,9.98
2026-03-03T10:55:00Z,89.87,11.00
2026-03-03T10:56:00Z,93.00,9.00
2026-03-03T10:57:00Z,94.00,8.13
2026-03-03T10:58:00Z,92.98,8.13
2026-03-03T10:59:00Z,92.98,7.00
2026-03-03T11:00:00Z,92.73,9.00
2026-03-03T11:01:00Z,90.00,9.06
2026-03-03T11:02:00Z,94.44,9.06
2026-03-03T11:03:00Z,94.44,4.30
2026-03-03T11:04:00Z,96.42,4.00
2026-03-03T11:05:00Z,95.99,4.86
2026-03-03T11:06:00Z,92.51,7.95
2026-03-03T11:07:00Z,92.72,8.28
2026-03-03T11:08:00Z,94.84,6.00
2026-03-03T11:09:00Z,96.46,6.00
2026-03-03T11:10:00Z,96.96,2.32
2026-03-03T11:11:00Z,98.00,3.00
2026-03-03T11:12:00Z,97.00,3.70
2026-03-03T11:13:00Z,97.00,3.70
2026-03-03T11:14:00Z,96.00,3.70
2026-03-03T11:15:00Z,97.00,4.00
2026-03-03T11:16:00Z,95.99,6.17
2026-03-03T11:17:00Z,94.38,8.00
2026-03-03T11:18:00Z,95.00,6.75
2026-03-03T11:19:00Z,92.00,7.98
2026-03-03T11:20:00Z,96.65,7.87
2026-03-03T11:21:00Z,93.55,9.68
2026-03-03T11:22:00Z,96.59,7.01
2026-03-03T11:23:00Z,95.77,4.61
2026-03-03T11:24:00Z,95.21,4.48
2026-03-03T11:25:00Z,95.21,4.00
2026-03-03T11:26:00Z,97.94,2.66
2026-03-03T11:27:00Z,98.00,3.00
2026-03-03T11:28:00Z,98.00,3.00
2026-03-03T11:29:00Z,98.06,2.14
2026-03-03T11:30:00Z,99.00,2.55
2026-03-03T11:31:00Z,99.00,1.21
2026-03-03T11:32:00Z,99.00,1.00
2026-03-03T11:33:00Z,97.00,1.92
2026-03-03T11:34:00Z,99.00,1.48
2026-03-03T11:35:00Z,96.72,1.48
2026-03-03T11:36:00Z,98.00,2.94
2026-03-03T11:37:00Z,99.00,2.12
2026-03-03T11:39:00Z,99.00,1.00
2026-03-03T11:40:00Z,99.00,1.00
