# event_ticker=KXATPMATCH-26APR12MARTSI
# final_score=3-6 7-6(5) 6-4
# score_resolution=3-6 7-6 6-4
# match_winner=Fabian Marozsan
# fav_player=Fabian Marozsan
# dog_player=Stefanos Tsitsipas
# kalshi_date=2026-04-12
timestamp,Fabian Marozsan,Stefanos Tsitsipas
2026-04-15T06:53:00Z,40.00,57.00
2026-04-15T06:54:00Z,43.00,58.00
2026-04-15T06:55:00Z,40.05,58.00
2026-04-15T06:56:00Z,43.00,57.90
2026-04-15T06:57:00Z,43.00,58.00
2026-04-15T06:58:00Z,42.75,58.00
2026-04-15T06:59:00Z,42.95,58.00
2026-04-15T07:00:00Z,41.60,57.47
2026-04-15T07:01:00Z,40.02,57.16
2026-04-15T07:02:00Z,43.00,57.80
2026-04-15T07:03:00Z,40.00,58.00
2026-04-15T07:04:00Z,41.76,57.03
2026-04-15T07:05:00Z,40.07,58.00
2026-04-15T07:06:00Z,40.00,57.34
2026-04-15T07:07:00Z,43.00,58.00
2026-04-15T07:08:00Z,43.00,58.00
2026-04-15T07:09:00Z,43.00,57.70
2026-04-15T07:10:00Z,40.00,57.53
2026-04-15T07:11:00Z,42.78,57.03
2026-04-15T07:12:00Z,43.00,57.95
2026-04-15T07:13:00Z,42.86,58.00
2026-04-15T07:14:00Z,42.86,58.00
2026-04-15T07:15:00Z,43.00,58.00
2026-04-15T07:16:00Z,40.00,58.00
2026-04-15T07:17:00Z,40.00,57.10
2026-04-15T07:18:00Z,40.50,58.00
2026-04-15T07:19:00Z,43.00,57.95
2026-04-15T07:20:00Z,43.00,58.00
2026-04-15T07:21:00Z,43.00,57.89
2026-04-15T07:22:00Z,43.00,58.00
2026-04-15T07:23:00Z,43.00,57.98
2026-04-15T07:24:00Z,43.00,57.20
2026-04-15T07:25:00Z,43.00,57.16
2026-04-15T07:26:00Z,43.00,57.99
2026-04-15T07:27:00Z,43.00,57.58
2026-04-15T07:28:00Z,42.82,58.00
2026-04-15T07:29:00Z,41.10,58.00
2026-04-15T07:30:00Z,40.00,57.92
2026-04-15T07:31:00Z,43.00,58.00
2026-04-15T07:32:00Z,43.00,58.00
2026-04-15T07:33:00Z,40.00,57.00
2026-04-15T07:34:00Z,41.00,58.00
2026-04-15T07:35:00Z,43.00,57.21
2026-04-15T07:36:00Z,43.00,57.97
2026-04-15T07:37:00Z,43.00,57.53
2026-04-15T07:38:00Z,43.00,58.00
2026-04-15T07:39:00Z,43.00,58.00
2026-04-15T07:40:00Z,42.75,58.65
2026-04-15T07:41:00Z,42.84,59.00
2026-04-15T07:42:00Z,40.04,59.00
2026-04-15T07:43:00Z,40.04,58.79
2026-04-15T07:44:00Z,43.00,59.00
2026-04-15T07:45:00Z,41.82,58.80
2026-04-15T07:46:00Z,43.00,59.00
2026-04-15T07:47:00Z,42.44,58.96
2026-04-15T07:48:00Z,43.00,58.96
2026-04-15T07:49:00Z,41.49,58.84
2026-04-15T07:50:00Z,41.49,58.00
2026-04-15T07:51:00Z,42.64,59.00
2026-04-15T07:52:00Z,43.00,59.00
2026-04-15T07:53:00Z,43.00,59.00
2026-04-15T07:54:00Z,43.00,58.55
2026-04-15T07:55:00Z,43.00,59.00
2026-04-15T07:56:00Z,43.00,59.00
2026-04-15T07:57:00Z,43.00,58.75
2026-04-15T07:58:00Z,40.07,59.00
2026-04-15T07:59:00Z,40.00,59.00
2026-04-15T08:00:00Z,40.00,58.00
2026-04-15T08:01:00Z,43.00,58.06
2026-04-15T08:02:00Z,43.00,58.06
2026-04-15T08:03:00Z,43.00,59.00
2026-04-15T08:04:00Z,40.00,59.00
2026-04-15T08:05:00Z,40.00,59.00
2026-04-15T08:06:00Z,41.46,59.00
2026-04-15T08:07:00Z,41.67,58.63
2026-04-15T08:08:00Z,40.48,58.07
2026-04-15T08:09:00Z,42.00,58.07
2026-04-15T08:10:00Z,40.00,59.00
2026-04-15T08:11:00Z,43.00,58.24
2026-04-15T08:12:00Z,43.00,59.00
2026-04-15T08:13:00Z,40.00,58.00
2026-04-15T08:14:00Z,43.00,59.00
2026-04-15T08:15:00Z,43.00,59.00
2026-04-15T08:16:00Z,43.00,58.38
2026-04-15T08:17:00Z,43.00,58.01
2026-04-15T08:18:00Z,43.00,58.09
2026-04-15T08:19:00Z,43.00,59.00
2026-04-15T08:20:00Z,42.98,59.00
2026-04-15T08:21:00Z,43.00,58.96
2026-04-15T08:22:00Z,43.00,59.00
2026-04-15T08:23:00Z,43.00,58.97
2026-04-15T08:24:00Z,43.00,59.00
2026-04-15T08:25:00Z,40.59,59.00
2026-04-15T08:26:00Z,40.59,58.00
2026-04-15T08:27:00Z,43.00,58.44
2026-04-15T08:28:00Z,42.70,58.44
2026-04-15T08:29:00Z,43.00,58.50
2026-04-15T08:30:00Z,43.00,59.00
2026-04-15T08:31:00Z,40.50,58.99
2026-04-15T08:32:00Z,43.00,59.00
2026-04-15T08:33:00Z,43.00,59.00
2026-04-15T08:34:00Z,43.00,58.43
2026-04-15T08:35:00Z,43.00,59.00
2026-04-15T08:36:00Z,41.50,58.00
2026-04-15T08:37:00Z,41.50,58.06
2026-04-15T08:38:00Z,41.00,58.88
2026-04-15T08:39:00Z,41.00,58.94
2026-04-15T08:40:00Z,43.00,59.00
2026-04-15T08:42:00Z,43.00,58.60
2026-04-15T08:43:00Z,43.00,58.79
2026-04-15T08:44:00Z,43.00,59.00
2026-04-15T08:45:00Z,43.00,59.00
2026-04-15T08:46:00Z,43.00,58.16
2026-04-15T08:47:00Z,43.00,58.97
2026-04-15T08:48:00Z,43.00,59.00
2026-04-15T08:49:00Z,43.00,59.00
2026-04-15T08:50:00Z,43.00,58.81
2026-04-15T08:51:00Z,42.16,58.81
2026-04-15T08:52:00Z,42.16,58.75
2026-04-15T08:53:00Z,43.00,58.75
2026-04-15T08:54:00Z,43.00,58.66
2026-04-15T08:55:00Z,43.00,58.00
2026-04-15T08:56:00Z,43.00,59.00
2026-04-15T08:57:00Z,41.00,59.00
2026-04-15T08:58:00Z,41.00,59.00
2026-04-15T08:59:00Z,41.00,59.00
2026-04-15T09:00:00Z,41.00,59.00
2026-04-15T09:01:00Z,43.00,58.00
2026-04-15T09:02:00Z,40.27,59.00
2026-04-15T09:03:00Z,40.27,58.23
2026-04-15T09:04:00Z,40.00,58.39
2026-04-15T09:06:00Z,43.00,58.07
2026-04-15T09:07:00Z,40.00,58.01
2026-04-15T09:08:00Z,43.00,58.97
2026-04-15T09:09:00Z,42.21,58.00
2026-04-15T09:10:00Z,43.00,59.00
2026-04-15T09:11:00Z,43.00,58.90
2026-04-15T09:12:00Z,40.17,58.90
2026-04-15T09:13:00Z,40.18,58.32
2026-04-15T09:14:00Z,40.18,59.00
2026-04-15T09:15:00Z,40.18,59.00
2026-04-15T09:16:00Z,40.18,59.00
2026-04-15T09:17:00Z,40.18,59.00
2026-04-15T09:18:00Z,40.18,58.77
2026-04-15T09:19:00Z,40.18,58.91
2026-04-15T09:20:00Z,40.18,59.00
2026-04-15T09:21:00Z,40.18,59.00
2026-04-15T09:22:00Z,43.00,59.00
2026-04-15T09:23:00Z,43.00,59.00
2026-04-15T09:24:00Z,43.00,58.00
2026-04-15T09:25:00Z,43.00,59.00
2026-04-15T09:26:00Z,41.49,59.00
2026-04-15T09:27:00Z,43.00,58.68
2026-04-15T09:28:00Z,43.00,59.00
2026-04-15T09:29:00Z,41.26,59.00
2026-04-15T09:30:00Z,43.00,58.09
2026-04-15T09:31:00Z,43.00,59.00
2026-04-15T09:32:00Z,43.00,59.00
2026-04-15T09:33:00Z,41.00,59.00
2026-04-15T09:34:00Z,41.00,59.00
2026-04-15T09:35:00Z,41.00,58.00
2026-04-15T09:36:00Z,41.00,58.15
2026-04-15T09:38:00Z,41.00,58.00
2026-04-15T09:39:00Z,43.00,59.00
2026-04-15T09:41:00Z,43.00,59.00
2026-04-15T09:43:00Z,43.00,58.79
2026-04-15T09:44:00Z,41.72,59.00
2026-04-15T09:45:00Z,41.72,58.00
2026-04-15T09:46:00Z,44.00,59.00
2026-04-15T09:47:00Z,44.00,59.00
2026-04-15T09:48:00Z,44.00,58.88
2026-04-15T09:49:00Z,44.00,59.00
2026-04-15T09:51:00Z,44.00,59.00
2026-04-15T09:52:00Z,44.00,59.00
2026-04-15T09:53:00Z,40.42,58.00
2026-04-15T09:54:00Z,40.42,58.00
2026-04-15T09:56:00Z,40.42,58.00
2026-04-15T09:57:00Z,44.00,58.00
2026-04-15T09:58:00Z,44.00,58.00
2026-04-15T09:59:00Z,43.00,58.00
2026-04-15T10:00:00Z,43.00,59.00
2026-04-15T10:01:00Z,43.00,59.00
2026-04-15T10:02:00Z,43.00,58.90
2026-04-15T10:03:00Z,44.00,59.00
2026-04-15T10:04:00Z,45.00,59.00
2026-04-15T10:05:00Z,44.00,56.49
2026-04-15T10:06:00Z,44.00,55.25
2026-04-15T10:08:00Z,44.00,58.00
2026-04-15T10:09:00Z,44.00,58.00
2026-04-15T10:10:00Z,44.00,58.00
2026-04-15T10:11:00Z,44.00,58.82
2026-04-15T10:12:00Z,44.00,58.95
2026-04-15T10:13:00Z,42.76,58.98
2026-04-15T10:15:00Z,41.00,59.00
2026-04-15T10:16:00Z,41.00,58.04
2026-04-15T10:17:00Z,43.00,58.00
2026-04-15T10:18:00Z,43.00,57.18
2026-04-15T10:19:00Z,44.00,58.00
2026-04-15T10:20:00Z,43.00,58.00
2026-04-15T10:21:00Z,44.00,58.00
2026-04-15T10:22:00Z,44.00,58.00
2026-04-15T10:23:00Z,43.97,58.00
2026-04-15T10:24:00Z,44.00,58.00
2026-04-15T10:25:00Z,43.05,58.25
2026-04-15T10:26:00Z,43.00,59.00
2026-04-15T10:27:00Z,45.00,57.91
2026-04-15T10:28:00Z,44.00,57.91
2026-04-15T10:29:00Z,44.00,58.00
2026-04-15T10:30:00Z,45.00,58.00
2026-04-15T10:31:00Z,45.00,57.99
2026-04-15T10:32:00Z,45.00,58.00
2026-04-15T10:33:00Z,45.00,56.18
2026-04-15T10:34:00Z,45.00,55.00
2026-04-15T10:35:00Z,44.76,58.00
2026-04-15T10:36:00Z,45.00,57.26
2026-04-15T10:37:00Z,45.00,58.00
2026-04-15T10:38:00Z,45.00,55.83
2026-04-15T10:39:00Z,45.00,55.00
2026-04-15T10:40:00Z,45.00,57.63
2026-04-15T10:41:00Z,45.00,57.89
2026-04-15T10:42:00Z,44.81,58.00
2026-04-15T10:43:00Z,45.00,57.31
2026-04-15T10:44:00Z,45.00,57.89
2026-04-15T10:45:00Z,44.39,55.56
2026-04-15T10:46:00Z,45.00,57.31
2026-04-15T10:47:00Z,44.00,58.00
2026-04-15T10:48:00Z,45.00,57.00
2026-04-15T10:49:00Z,44.16,58.00
2026-04-15T10:50:00Z,44.16,57.00
2026-04-15T10:51:00Z,44.16,58.00
2026-04-15T10:52:00Z,45.00,55.77
2026-04-15T10:53:00Z,44.85,54.81
2026-04-15T10:54:00Z,50.04,51.11
2026-04-15T10:55:00Z,50.54,50.66
2026-04-15T10:56:00Z,51.00,57.68
2026-04-15T10:57:00Z,43.76,59.11
2026-04-15T10:58:00Z,61.03,43.15
2026-04-15T10:59:00Z,59.17,45.84
2026-04-15T11:00:00Z,47.53,55.44
2026-04-15T11:01:00Z,44.02,59.73
2026-04-15T11:02:00Z,48.56,52.10
2026-04-15T11:03:00Z,52.99,48.75
2026-04-15T11:04:00Z,53.97,47.57
2026-04-15T11:05:00Z,58.89,43.66
2026-04-15T11:06:00Z,51.05,47.98
2026-04-15T11:07:00Z,46.55,55.08
2026-04-15T11:08:00Z,47.56,57.37
2026-04-15T11:09:00Z,53.21,46.00
2026-04-15T11:10:00Z,55.66,45.11
2026-04-15T11:11:00Z,54.79,45.45
2026-04-15T11:12:00Z,63.17,41.74
2026-04-15T11:13:00Z,64.78,38.17
2026-04-15T11:14:00Z,67.46,32.89
2026-04-15T11:15:00Z,73.62,27.37
2026-04-15T11:16:00Z,70.59,27.79
2026-04-15T11:17:00Z,97.98,4.54
2026-04-15T11:18:00Z,99.00,1.00
2026-04-15T11:19:00Z,99.00,1.00
2026-04-15T11:20:00Z,99.00,1.00
2026-04-15T11:21:00Z,99.00,1.00
2026-04-15T11:22:00Z,99.00,1.00
