# event_ticker=KXATPMATCH-25OCT13GIRBEL
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Marcos Giron
# fav_player=Mattia Bellucci
# dog_player=Marcos Giron
# kalshi_date=2025-10-13
timestamp,Mattia Bellucci,Marcos Giron
2025-10-13T14:03:00Z,22.84,82.00
2025-10-13T14:04:00Z,23.21,85.34
2025-10-13T14:05:00Z,22.00,85.34
2025-10-13T14:06:00Z,19.51,80.01
2025-10-13T14:07:00Z,21.00,81.00
2025-10-13T14:09:00Z,21.61,81.00
2025-10-13T14:10:00Z,21.00,81.00
2025-10-13T14:11:00Z,21.00,79.33
2025-10-13T14:12:00Z,19.88,82.00
2025-10-13T14:14:00Z,18.00,84.00
2025-10-13T14:15:00Z,18.00,84.00
2025-10-13T14:16:00Z,18.00,87.54
2025-10-13T14:17:00Z,20.00,84.00
2025-10-13T14:18:00Z,16.02,84.00
2025-10-13T14:19:00Z,8.84,90.01
2025-10-13T14:20:00Z,5.00,94.96
2025-10-13T14:21:00Z,10.79,91.22
2025-10-13T14:22:00Z,8.73,90.85
2025-10-13T14:23:00Z,8.73,93.11
2025-10-13T14:24:00Z,7.00,92.00
2025-10-13T14:25:00Z,5.04,95.02
2025-10-13T14:26:00Z,6.39,95.35
2025-10-13T14:27:00Z,5.34,94.88
2025-10-13T14:28:00Z,6.14,94.88
2025-10-13T14:29:00Z,6.00,94.88
2025-10-13T14:30:00Z,7.00,95.00
2025-10-13T14:31:00Z,7.25,90.04
2025-10-13T14:32:00Z,6.12,94.00
2025-10-13T14:33:00Z,5.06,96.78
2025-10-13T14:34:00Z,4.71,96.25
2025-10-13T14:35:00Z,5.00,96.25
2025-10-13T14:36:00Z,6.00,93.22
2025-10-13T14:37:00Z,5.36,95.18
2025-10-13T14:38:00Z,5.86,95.05
2025-10-13T14:39:00Z,6.00,94.00
2025-10-13T14:40:00Z,8.77,91.53
2025-10-13T14:41:00Z,5.62,95.00
2025-10-13T14:42:00Z,5.00,95.00
2025-10-13T14:43:00Z,5.00,95.00
2025-10-13T14:44:00Z,3.71,96.31
2025-10-13T14:45:00Z,3.26,98.00
2025-10-13T14:46:00Z,2.88,98.02
2025-10-13T14:47:00Z,3.45,96.91
2025-10-13T14:48:00Z,3.49,97.36
2025-10-13T14:49:00Z,4.21,97.83
2025-10-13T14:50:00Z,5.20,97.00
2025-10-13T14:51:00Z,3.47,97.00
2025-10-13T14:52:00Z,1.97,98.98
2025-10-13T14:53:00Z,2.00,98.00
2025-10-13T14:54:00Z,2.60,98.04
2025-10-13T14:55:00Z,2.66,98.00
2025-10-13T14:56:00Z,3.05,97.68
2025-10-13T14:57:00Z,3.85,96.74
2025-10-13T14:58:00Z,1.83,96.52
2025-10-13T14:59:00Z,1.83,99.00
2025-10-13T15:00:00Z,1.83,99.00
2025-10-13T15:03:00Z,1.83,99.00
2025-10-13T15:06:00Z,1.83,99.00
