# event_ticker=KXATPCHALLENGERMATCH-26APR06POLALU
# final_score=6-1 6-1
# match_winner=Marc Polmans
# fav_player=Marc Polmans
# dog_player=Rodrigo Alujas
# kalshi_date=2026-04-06
timestamp,Marc Polmans,Rodrigo Alujas
2026-04-06T23:38:00Z,82.00,18.00
2026-04-06T23:40:00Z,82.00,18.00
2026-04-06T23:45:00Z,84.00,18.00
2026-04-06T23:48:00Z,84.00,18.00
2026-04-06T23:49:00Z,84.00,17.04
2026-04-06T23:50:00Z,84.00,17.04
2026-04-06T23:51:00Z,84.00,18.00
2026-04-06T23:52:00Z,84.00,18.00
2026-04-06T23:53:00Z,84.00,17.94
2026-04-06T23:54:00Z,84.00,18.00
2026-04-06T23:55:00Z,84.00,18.00
2026-04-06T23:56:00Z,84.00,18.00
2026-04-06T23:57:00Z,84.00,17.98
2026-04-06T23:58:00Z,84.00,17.00
2026-04-06T23:59:00Z,84.00,17.08
2026-04-07T00:00:00Z,85.00,17.87
2026-04-07T00:01:00Z,85.00,17.00
2026-04-07T00:02:00Z,85.00,17.00
2026-04-07T00:03:00Z,85.00,17.00
2026-04-07T00:04:00Z,85.00,18.61
2026-04-07T00:05:00Z,84.00,18.62
2026-04-07T00:06:00Z,84.00,18.33
2026-04-07T00:07:00Z,84.00,18.54
2026-04-07T00:08:00Z,82.00,18.71
2026-04-07T00:09:00Z,82.20,17.03
2026-04-07T00:10:00Z,81.78,18.84
2026-04-07T00:11:00Z,84.02,16.20
2026-04-07T00:12:00Z,88.00,13.37
2026-04-07T00:13:00Z,89.18,12.18
2026-04-07T00:14:00Z,89.69,11.02
2026-04-07T00:15:00Z,86.00,14.48
2026-04-07T00:16:00Z,89.48,11.26
2026-04-07T00:17:00Z,92.62,8.02
2026-04-07T00:18:00Z,93.81,7.93
2026-04-07T00:19:00Z,93.00,7.00
2026-04-07T00:20:00Z,93.00,8.07
2026-04-07T00:21:00Z,93.02,7.00
2026-04-07T00:22:00Z,92.74,7.25
2026-04-07T00:23:00Z,93.00,7.68
2026-04-07T00:24:00Z,91.29,9.21
2026-04-07T00:25:00Z,90.48,9.81
2026-04-07T00:26:00Z,92.40,9.08
2026-04-07T00:27:00Z,92.94,9.51
2026-04-07T00:28:00Z,90.79,10.15
2026-04-07T00:29:00Z,90.00,11.39
2026-04-07T00:30:00Z,91.53,10.01
2026-04-07T00:31:00Z,92.00,9.56
2026-04-07T00:32:00Z,93.58,7.19
2026-04-07T00:33:00Z,94.89,6.20
2026-04-07T00:34:00Z,95.00,6.85
2026-04-07T00:35:00Z,95.00,5.73
2026-04-07T00:36:00Z,94.04,6.80
2026-04-07T00:37:00Z,94.04,6.96
2026-04-07T00:38:00Z,94.11,7.79
2026-04-07T00:39:00Z,95.09,6.00
2026-04-07T00:40:00Z,95.00,6.00
2026-04-07T00:41:00Z,95.00,6.00
2026-04-07T00:42:00Z,93.36,6.19
2026-04-07T00:43:00Z,93.12,7.55
2026-04-07T00:44:00Z,93.17,6.36
2026-04-07T00:45:00Z,94.00,5.35
2026-04-07T00:46:00Z,97.67,3.05
2026-04-07T00:47:00Z,96.24,3.21
2026-04-07T00:48:00Z,97.00,3.02
2026-04-07T00:49:00Z,96.00,3.20
2026-04-07T00:50:00Z,97.00,3.08
2026-04-07T00:51:00Z,98.00,2.45
2026-04-07T00:52:00Z,98.05,2.16
2026-04-07T00:53:00Z,98.00,2.92
2026-04-07T00:54:00Z,97.00,3.04
2026-04-07T00:55:00Z,98.00,3.99
2026-04-07T00:56:00Z,98.00,3.03
2026-04-07T00:57:00Z,98.00,2.34
2026-04-07T00:58:00Z,98.48,2.75
2026-04-07T00:59:00Z,98.00,2.55
2026-04-07T01:00:00Z,98.01,2.03
2026-04-07T01:01:00Z,98.00,1.64
2026-04-07T01:02:00Z,97.00,3.13
2026-04-07T01:03:00Z,97.47,2.10
2026-04-07T01:04:00Z,98.23,2.28
2026-04-07T01:05:00Z,98.51,1.64
2026-04-07T01:06:00Z,99.00,1.11
2026-04-07T01:07:00Z,99.00,1.00
2026-04-07T01:08:00Z,99.00,1.00
2026-04-07T01:09:00Z,99.00,1.00
2026-04-07T01:10:00Z,99.00,1.00
2026-04-07T01:11:00Z,99.00,1.00
2026-04-07T01:12:00Z,99.00,1.00
2026-04-07T01:13:00Z,99.00,1.00
2026-04-07T01:15:00Z,99.00,1.00
2026-04-07T01:16:00Z,99.00,1.00
2026-04-07T01:21:00Z,99.00,1.00
