# event_ticker=KXATPCHALLENGERMATCH-26FEB16SINMIC
# final_score=4-6 7-6(5) 6-3
# score_resolution=6-4 6-7 3-6
# match_winner=Daniel Michalski
# fav_player=Karan (IND) Singh
# dog_player=Daniel Michalski
# kalshi_date=2026-02-16
timestamp,Karan (IND) Singh,Daniel Michalski
2026-02-16T10:38:00Z,59.78,38.26
2026-02-16T10:39:00Z,63.28,32.01
2026-02-16T10:40:00Z,71.71,28.59
2026-02-16T10:41:00Z,69.49,30.85
2026-02-16T10:42:00Z,63.90,36.07
2026-02-16T10:43:00Z,61.98,36.49
2026-02-16T10:44:00Z,60.39,34.74
2026-02-16T10:45:00Z,54.67,40.97
2026-02-16T10:46:00Z,58.20,42.90
2026-02-16T10:47:00Z,68.94,33.52
2026-02-16T10:48:00Z,69.43,30.81
2026-02-16T10:49:00Z,65.81,37.60
2026-02-16T10:50:00Z,62.97,37.56
2026-02-16T10:51:00Z,63.02,35.97
2026-02-16T10:52:00Z,68.69,35.31
2026-02-16T10:53:00Z,68.87,33.12
2026-02-16T10:54:00Z,66.79,38.23
2026-02-16T10:55:00Z,68.08,30.67
2026-02-16T10:56:00Z,71.16,28.96
2026-02-16T10:57:00Z,66.88,34.43
2026-02-16T10:58:00Z,61.05,38.00
2026-02-16T10:59:00Z,59.20,40.55
2026-02-16T11:00:00Z,51.81,40.91
2026-02-16T11:01:00Z,66.73,30.60
2026-02-16T11:02:00Z,63.94,41.80
2026-02-16T11:03:00Z,52.10,43.90
2026-02-16T11:04:00Z,43.48,51.42
2026-02-16T11:05:00Z,46.61,56.08
2026-02-16T11:06:00Z,39.85,63.73
2026-02-16T11:07:00Z,35.50,63.35
2026-02-16T11:08:00Z,36.09,64.54
2026-02-16T11:09:00Z,35.08,66.01
2026-02-16T11:10:00Z,35.18,65.12
2026-02-16T11:11:00Z,30.40,69.36
2026-02-16T11:12:00Z,29.88,71.49
2026-02-16T11:13:00Z,26.75,71.17
2026-02-16T11:14:00Z,28.70,71.02
2026-02-16T11:15:00Z,31.86,66.08
2026-02-16T11:16:00Z,31.37,66.39
2026-02-16T11:17:00Z,23.04,75.19
2026-02-16T11:18:00Z,33.02,65.54
2026-02-16T11:19:00Z,35.06,65.95
2026-02-16T11:20:00Z,30.33,66.54
2026-02-16T11:21:00Z,27.08,72.47
2026-02-16T11:22:00Z,27.00,72.08
2026-02-16T11:23:00Z,29.14,72.40
2026-02-16T11:24:00Z,34.62,67.04
2026-02-16T11:25:00Z,36.72,64.59
2026-02-16T11:26:00Z,41.32,57.50
2026-02-16T11:27:00Z,45.00,55.51
2026-02-16T11:28:00Z,36.91,62.06
2026-02-16T11:29:00Z,32.90,69.31
2026-02-16T11:30:00Z,30.78,69.36
2026-02-16T11:31:00Z,37.93,53.56
2026-02-16T11:32:00Z,34.79,68.86
2026-02-16T11:33:00Z,13.82,89.45
2026-02-16T11:34:00Z,7.56,92.65
2026-02-16T11:35:00Z,7.59,92.02
2026-02-16T11:36:00Z,15.44,84.02
2026-02-16T11:37:00Z,11.28,89.71
2026-02-16T11:38:00Z,5.69,94.17
2026-02-16T11:39:00Z,3.59,96.32
2026-02-16T11:40:00Z,4.58,95.74
2026-02-16T11:41:00Z,3.82,95.14
2026-02-16T11:42:00Z,4.08,96.42
2026-02-16T11:43:00Z,5.69,95.26
2026-02-16T11:44:00Z,5.00,95.05
2026-02-16T11:45:00Z,3.97,95.40
2026-02-16T11:46:00Z,2.98,98.30
2026-02-16T11:47:00Z,1.00,99.00
2026-02-16T11:48:00Z,1.00,99.00
2026-02-16T11:49:00Z,1.00,99.00
2026-02-16T11:50:00Z,1.00,99.00
2026-02-16T11:51:00Z,1.00,99.00
