# event_ticker=KXATPCHALLENGERMATCH-26MAY13ARNGLI
# final_score=6-3 6-2
# match_winner=Gilles Arnaud Bailly
# fav_player=Gilles Arnaud Bailly
# dog_player=Daniil Glinka
# kalshi_date=2026-05-13
timestamp,Gilles Arnaud Bailly,Daniil Glinka
2026-05-13T10:01:00Z,81.00,17.03
2026-05-13T10:02:00Z,82.00,17.03
2026-05-13T10:03:00Z,82.00,19.00
2026-05-13T10:04:00Z,82.50,19.00
2026-05-13T10:05:00Z,82.50,18.00
2026-05-13T10:06:00Z,84.18,16.00
2026-05-13T10:07:00Z,84.18,18.00
2026-05-13T10:08:00Z,88.80,10.31
2026-05-13T10:09:00Z,90.00,9.00
2026-05-13T10:10:00Z,90.01,9.40
2026-05-13T10:11:00Z,90.00,10.00
2026-05-13T10:12:00Z,94.00,10.00
2026-05-13T10:13:00Z,92.00,8.00
2026-05-13T10:14:00Z,93.00,6.00
2026-05-13T10:15:00Z,93.00,7.84
2026-05-13T10:16:00Z,92.00,7.84
2026-05-13T10:17:00Z,90.92,10.28
2026-05-13T10:18:00Z,90.00,11.00
2026-05-13T10:19:00Z,90.00,12.00
2026-05-13T10:20:00Z,89.58,10.98
2026-05-13T10:21:00Z,89.58,10.00
2026-05-13T10:22:00Z,89.00,10.00
2026-05-13T10:23:00Z,92.92,10.00
2026-05-13T10:24:00Z,92.00,7.92
2026-05-13T10:25:00Z,92.42,8.00
2026-05-13T10:26:00Z,94.00,6.50
2026-05-13T10:27:00Z,94.82,6.23
2026-05-13T10:28:00Z,96.01,4.45
2026-05-13T10:29:00Z,98.40,1.09
2026-05-13T10:30:00Z,98.63,1.10
2026-05-13T10:31:00Z,99.00,1.10
2026-05-13T10:32:00Z,99.00,1.14
2026-05-13T10:33:00Z,99.00,1.14
2026-05-13T10:34:00Z,99.00,1.14
2026-05-13T10:35:00Z,99.00,1.14
2026-05-13T10:37:00Z,99.00,1.00
2026-05-13T10:41:00Z,99.00,2.46
2026-05-13T10:43:00Z,99.00,3.00
2026-05-13T10:47:00Z,98.61,2.77
2026-05-13T10:48:00Z,98.60,3.00
2026-05-13T10:49:00Z,99.00,3.00
2026-05-13T10:50:00Z,99.00,3.00
