# event_ticker=KXATPCHALLENGERMATCH-26MAR10GENBER
# final_score=2-6 6-4 6-2
# score_resolution=6-2 4-6 2-6
# match_winner=Tom Gentzsch
# fav_player=Jacopo Berrettini
# dog_player=Tom Gentzsch
# kalshi_date=2026-03-10
timestamp,Jacopo Berrettini,Tom Gentzsch
2026-03-10T13:14:00Z,66.00,36.54
2026-03-10T13:15:00Z,66.00,36.82
2026-03-10T13:16:00Z,66.00,33.00
2026-03-10T13:17:00Z,70.87,33.00
2026-03-10T13:18:00Z,74.00,23.58
2026-03-10T13:19:00Z,77.00,25.97
2026-03-10T13:20:00Z,77.00,25.00
2026-03-10T13:21:00Z,78.00,25.00
2026-03-10T13:22:00Z,78.00,20.00
2026-03-10T13:23:00Z,78.00,21.99
2026-03-10T13:24:00Z,78.02,22.00
2026-03-10T13:25:00Z,78.02,24.06
2026-03-10T13:26:00Z,80.00,21.88
2026-03-10T13:27:00Z,82.39,14.42
2026-03-10T13:28:00Z,85.11,17.45
2026-03-10T13:29:00Z,89.57,10.57
2026-03-10T13:30:00Z,88.21,12.62
2026-03-10T13:31:00Z,89.74,12.31
2026-03-10T13:32:00Z,92.10,8.03
2026-03-10T13:33:00Z,91.03,9.99
2026-03-10T13:34:00Z,89.93,10.96
2026-03-10T13:35:00Z,92.63,9.53
2026-03-10T13:36:00Z,93.02,8.88
2026-03-10T13:37:00Z,93.00,9.53
2026-03-10T13:38:00Z,90.99,11.12
2026-03-10T13:39:00Z,90.00,10.97
2026-03-10T13:40:00Z,91.00,13.13
2026-03-10T13:41:00Z,91.00,12.00
2026-03-10T13:42:00Z,84.93,15.24
2026-03-10T13:43:00Z,82.18,20.34
2026-03-10T13:44:00Z,85.47,16.89
2026-03-10T13:45:00Z,92.00,13.37
2026-03-10T13:46:00Z,93.35,8.51
2026-03-10T13:47:00Z,91.92,8.88
2026-03-10T13:48:00Z,92.00,9.73
2026-03-10T13:49:00Z,91.00,8.71
2026-03-10T13:50:00Z,89.76,10.00
2026-03-10T13:51:00Z,91.17,10.00
2026-03-10T13:52:00Z,88.00,13.13
2026-03-10T13:53:00Z,78.10,20.56
2026-03-10T13:54:00Z,82.36,22.23
2026-03-10T13:55:00Z,77.89,24.01
2026-03-10T13:56:00Z,77.89,26.52
2026-03-10T13:57:00Z,74.00,28.00
2026-03-10T13:58:00Z,68.98,29.44
2026-03-10T13:59:00Z,70.00,32.00
2026-03-10T14:00:00Z,69.00,31.58
2026-03-10T14:01:00Z,70.31,30.74
2026-03-10T14:02:00Z,68.31,33.97
2026-03-10T14:03:00Z,73.92,30.97
2026-03-10T14:04:00Z,67.50,30.20
2026-03-10T14:05:00Z,73.00,26.57
2026-03-10T14:06:00Z,74.76,26.00
2026-03-10T14:07:00Z,75.32,27.81
2026-03-10T14:08:00Z,71.15,28.24
2026-03-10T14:09:00Z,70.05,36.63
2026-03-10T14:10:00Z,74.47,23.97
2026-03-10T14:11:00Z,74.72,27.91
2026-03-10T14:12:00Z,74.60,24.14
2026-03-10T14:13:00Z,70.78,29.84
2026-03-10T14:14:00Z,67.60,32.98
2026-03-10T14:15:00Z,68.79,33.56
2026-03-10T14:16:00Z,68.21,33.45
2026-03-10T14:17:00Z,62.87,35.82
2026-03-10T14:18:00Z,61.11,37.36
2026-03-10T14:19:00Z,59.53,45.36
2026-03-10T14:20:00Z,60.14,43.32
2026-03-10T14:21:00Z,47.55,54.78
2026-03-10T14:22:00Z,44.99,55.98
2026-03-10T14:23:00Z,45.00,56.19
2026-03-10T14:24:00Z,39.13,60.90
2026-03-10T14:25:00Z,44.42,60.51
2026-03-10T14:26:00Z,40.04,62.40
2026-03-10T14:27:00Z,43.53,56.19
2026-03-10T14:28:00Z,48.94,54.40
2026-03-10T14:29:00Z,51.18,49.50
2026-03-10T14:30:00Z,51.72,46.53
2026-03-10T14:31:00Z,41.62,58.09
2026-03-10T14:32:00Z,40.96,59.54
2026-03-10T14:33:00Z,37.81,64.48
2026-03-10T14:34:00Z,43.35,58.46
2026-03-10T14:35:00Z,37.47,63.83
2026-03-10T14:36:00Z,40.93,62.47
2026-03-10T14:37:00Z,30.29,72.69
2026-03-10T14:38:00Z,19.14,80.54
2026-03-10T14:39:00Z,12.57,85.97
2026-03-10T14:40:00Z,12.06,87.88
2026-03-10T14:41:00Z,12.30,88.05
2026-03-10T14:42:00Z,10.96,90.39
2026-03-10T14:43:00Z,11.88,88.93
2026-03-10T14:44:00Z,14.02,87.19
2026-03-10T14:45:00Z,16.80,83.77
2026-03-10T14:46:00Z,12.95,87.16
2026-03-10T14:47:00Z,14.46,84.04
2026-03-10T14:48:00Z,12.67,88.99
2026-03-10T14:49:00Z,13.21,87.13
2026-03-10T14:50:00Z,11.19,89.88
2026-03-10T14:51:00Z,12.20,89.92
2026-03-10T14:52:00Z,13.24,87.18
2026-03-10T14:53:00Z,13.48,87.40
2026-03-10T14:54:00Z,16.98,83.91
2026-03-10T14:55:00Z,12.34,86.42
2026-03-10T14:56:00Z,7.64,92.68
2026-03-10T14:57:00Z,5.02,94.90
2026-03-10T14:58:00Z,5.04,95.03
2026-03-10T14:59:00Z,5.87,94.28
2026-03-10T15:00:00Z,6.87,94.92
2026-03-10T15:01:00Z,3.99,95.67
2026-03-10T15:02:00Z,1.04,98.85
2026-03-10T15:03:00Z,1.04,99.00
2026-03-10T15:04:00Z,1.04,99.00
2026-03-10T15:05:00Z,1.04,99.00
2026-03-10T15:06:00Z,1.04,99.00
2026-03-10T15:07:00Z,1.04,99.00
2026-03-10T15:08:00Z,1.04,99.00
2026-03-10T15:09:00Z,1.04,99.00
2026-03-10T15:10:00Z,1.04,99.00
2026-03-10T15:11:00Z,1.04,99.00
2026-03-10T15:12:00Z,1.04,99.00
