# event_ticker=KXATPCHALLENGERMATCH-26FEB19RONBUE
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Gonzalo Bueno
# fav_player=Franco Roncadelli
# dog_player=Gonzalo Bueno
# kalshi_date=2026-02-19
timestamp,Franco Roncadelli,Gonzalo Bueno
2026-02-19T13:32:00Z,40.58,63.13
2026-02-19T13:33:00Z,44.78,58.04
2026-02-19T13:34:00Z,42.00,60.00
2026-02-19T13:35:00Z,41.00,62.16
2026-02-19T13:36:00Z,36.79,64.12
2026-02-19T13:37:00Z,50.49,59.38
2026-02-19T13:38:00Z,53.00,48.00
2026-02-19T13:39:00Z,54.50,48.00
2026-02-19T13:40:00Z,57.04,45.98
2026-02-19T13:41:00Z,53.38,45.84
2026-02-19T13:42:00Z,49.22,51.25
2026-02-19T13:43:00Z,45.58,51.25
2026-02-19T13:44:00Z,43.51,59.00
2026-02-19T13:45:00Z,44.00,57.99
2026-02-19T13:46:00Z,50.72,54.49
2026-02-19T13:47:00Z,40.15,55.24
2026-02-19T13:48:00Z,37.90,60.31
2026-02-19T13:49:00Z,40.64,59.01
2026-02-19T13:50:00Z,35.90,64.41
2026-02-19T13:51:00Z,40.57,67.13
2026-02-19T13:52:00Z,33.33,69.28
2026-02-19T13:53:00Z,25.11,74.13
2026-02-19T13:54:00Z,30.06,79.85
2026-02-19T13:55:00Z,18.43,80.17
2026-02-19T13:56:00Z,18.00,83.92
2026-02-19T13:57:00Z,16.54,83.04
2026-02-19T13:58:00Z,23.15,78.73
2026-02-19T13:59:00Z,24.88,74.90
2026-02-19T14:00:00Z,21.00,80.15
2026-02-19T14:01:00Z,16.23,85.06
2026-02-19T14:02:00Z,17.00,83.33
2026-02-19T14:03:00Z,15.87,85.93
2026-02-19T14:04:00Z,15.65,86.70
2026-02-19T14:05:00Z,11.16,87.00
2026-02-19T14:06:00Z,13.56,88.00
2026-02-19T14:07:00Z,13.00,87.58
2026-02-19T14:08:00Z,13.00,88.00
2026-02-19T14:09:00Z,13.73,87.42
2026-02-19T14:10:00Z,11.57,89.24
2026-02-19T14:11:00Z,11.46,87.00
2026-02-19T14:12:00Z,13.04,89.55
2026-02-19T14:13:00Z,10.14,89.97
2026-02-19T14:14:00Z,10.80,89.08
2026-02-19T14:15:00Z,11.29,88.22
2026-02-19T14:16:00Z,14.53,88.15
2026-02-19T14:17:00Z,15.97,86.00
2026-02-19T14:18:00Z,15.64,86.90
2026-02-19T14:19:00Z,10.71,88.83
2026-02-19T14:20:00Z,11.60,90.00
2026-02-19T14:21:00Z,11.00,89.17
2026-02-19T14:22:00Z,8.96,89.13
2026-02-19T14:23:00Z,12.19,87.49
2026-02-19T14:24:00Z,13.74,88.23
2026-02-19T14:25:00Z,15.12,86.69
2026-02-19T14:26:00Z,15.70,84.97
2026-02-19T14:27:00Z,13.70,84.55
2026-02-19T14:28:00Z,12.03,88.42
2026-02-19T14:29:00Z,15.07,86.06
2026-02-19T14:30:00Z,16.55,86.58
2026-02-19T14:31:00Z,14.45,87.00
2026-02-19T14:32:00Z,16.00,84.77
2026-02-19T14:33:00Z,18.00,83.92
2026-02-19T14:34:00Z,20.13,80.23
2026-02-19T14:35:00Z,22.89,80.15
2026-02-19T14:36:00Z,17.98,83.45
2026-02-19T14:37:00Z,11.91,86.10
2026-02-19T14:38:00Z,18.92,82.45
2026-02-19T14:39:00Z,16.00,82.66
2026-02-19T14:40:00Z,19.43,85.43
2026-02-19T14:41:00Z,21.12,83.02
2026-02-19T14:42:00Z,25.97,78.45
2026-02-19T14:43:00Z,28.16,73.34
2026-02-19T14:44:00Z,27.68,73.94
2026-02-19T14:45:00Z,21.39,80.63
2026-02-19T14:46:00Z,24.84,76.99
2026-02-19T14:47:00Z,30.08,72.33
2026-02-19T14:48:00Z,34.09,65.96
2026-02-19T14:49:00Z,36.01,64.20
2026-02-19T14:50:00Z,32.11,66.00
2026-02-19T14:51:00Z,33.47,71.18
2026-02-19T14:52:00Z,29.25,72.00
2026-02-19T14:53:00Z,33.96,70.06
2026-02-19T14:54:00Z,22.34,72.97
2026-02-19T14:55:00Z,18.65,83.00
2026-02-19T14:56:00Z,17.72,83.78
2026-02-19T14:57:00Z,16.45,83.00
2026-02-19T14:58:00Z,13.32,86.66
2026-02-19T14:59:00Z,12.89,90.00
2026-02-19T15:00:00Z,12.20,89.29
2026-02-19T15:01:00Z,10.93,89.97
2026-02-19T15:02:00Z,6.48,94.32
2026-02-19T15:03:00Z,6.46,95.37
2026-02-19T15:04:00Z,9.99,92.31
2026-02-19T15:05:00Z,1.74,98.52
2026-02-19T15:06:00Z,1.74,99.00
2026-02-19T15:07:00Z,1.74,99.00
2026-02-19T15:09:00Z,1.74,99.00
2026-02-19T15:10:00Z,1.74,99.00
2026-02-19T15:12:00Z,1.74,99.00
